school_id_A,school_id_B,extracted_school_name_A,school_name_A,school_name_B,address_from_B,Match_Type
3348,43462,Sarasvati Pravi,सरस्वती प्रावि स्याङजा,Saraswati Pravi,"Galyang, Galyang Municipality, Syangja, Gandaki Province",Matched with school name of B
2971,43461,Sarashvati Pravi,सरश्वती प्रावि स्याङजा,Saraswati Pravi,"Khamale, Phedikhola Rural Municipality, Syangja, Gandaki Province",Matched with school name of B
11409,43460,Sarasvati Pravi,सरस्वती प्रावि घिरिङ अत्रौली तनहुँँ,Saraswati Pravi,"Ghiring, Ghiring Rural Municipality, Tanahun, Gandaki Province",Matched with school name of B
263,43459,Sarasvati Pravi,सरस्वती प्रावि शुक्लागण्डकी न पा तनहुँँ,Saraswati Pravi,"B P Bhanjyang, Vyas Municipality, Tanahun, Gandaki Province",Matched with school name of B
3637,43458,Sarasvati Pravi,सरस्वती प्रावि लम्जुङ,Saraswati Pravi,"Kwholasothar-1,Kapurgaun, Kwholasothar Rural Municipality, Lamjung, Gandaki Province",Matched with school name of B
29649,43456,Sarasvati Pravi,सरस्वती प्रावि सिरानचोक गा पा गोरखा,Saraswati Pravi,"Kewarpani, Shahid Lakhan Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
26625,43455,Sarasvati Pravi,सरस्वती प्रावि भिमसेन तान्द्रङ गोरखा,Saraswati Pravi,"Sapkota Gaun, Siranchowk Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
2346,54930,Sarasvati Pravi,सरस्वती प्रावि डिर्भना अर्घाखाँची,Saraswati Pravi,"Diverna, Amile, Sandhikharka Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
3521,54931,Sarasvati Pravi,सरस्वती प्रावि खनदह अर्घाखाँची,Saraswati Pravi,"Khalyakharka, Shitaganga Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
29463,35741,Sarasvati Pravi,सरस्वती प्रावि हिलेपान सिन्धुली,Saraswati Pravi,"Satdhara, Kamalamai Municipality, Sindhuli, Bagamati Province",Matched with school name of B
3323,54932,Sarasvati Pravi,सरस्वती प्रावि प्युठान,Saraswati Pravi,"dhunge pokhari, Airawati Rural Municipality, Pyuthan, Lumbini Province",Matched with school name of B
6041,54933,Sarasvati Pravi,सरस्वति प्रावि प्युठान,Saraswati Pravi,"Marbhung, Mallarani Rural Municipality, Pyuthan, Lumbini Province",Matched with school name of B
5598,54934,Sarasvati Pravi,सरस्वती प्रावि दक्षिण् बाँके,Saraswati Pravi,"Kareli Bhagra, Baijanath Rural Municipality, Banke, Lumbini Province",Matched with school name of B
17541,23971,Sarasvati Pravi,सरस्वती प्रावि चोचा रंगपुर रौतहट,Saraswati Pravi,"Chocha, Gujara Municipality, Rautahat, Madhesh Province",Matched with school name of B
9637,43464,Sarasvati Pravi,सरस्वती प्रावि कास्की,Saraswati Pravi,"Chaura , Sardikhola, Machhapuchchhre Rural Municipality, Kaski, Gandaki Province",Matched with school name of B
6315,35749,Sarasvati Pravi,सरस्वती प्रावि काभ्रेपलान्चोक,Saraswati Pravi,"Fediche, Temal Rural Municipality, Kavrepalanchok, Bagamati Province",Matched with school name of B
23468,43465,Sarasvati Pravi,सरस्वती प्रावि घान्द्रुक कास्की,Saraswati Pravi,"Kurani Tarkang, Madi Rural Municipality, Kaski, Gandaki Province",Matched with school name of B
17898,43468,Sarasvati Pravi,सरस्वती प्रावि रुन्मा म्याग्दी,Saraswati Pravi,"Beni Mun, Beni Municipality, Myagdi, Gandaki Province",Matched with school name of B
11090,35747,Sarasvati Pravi,सरस्वती प्रावि ठूलोधादिङ सिन्धुपाल्चोक,Saraswati Pravi,"Indrawati, Indrawati Rural Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
4866,35746,Sarasvati Pravi,सरस्वती प्रावि लागर्चे सिन्धुपाल्चोक,Saraswati Pravi,"Sunkoshi Ga Pa. Kallabari, Sunkoshi Rural Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
21030,35744,Sarasvati Pravi,सरस्वती प्रावि विगु दोलखा,Saraswati Pravi,"Jhamarsi, Kalinchok Rural Municipality, Dolakha, Bagamati Province",Matched with school name of B
17112,35743,Sarasvati Pravi,सरस्वती प्रावि दुधपोखरी दोलखा,Saraswati Pravi,"Gaurishankar, Gaurishankar Rural Municipality, Dolakha, Bagamati Province",Matched with school name of B
17089,35742,Sarasvati Pravi,सरस्वती प्रावि दोलखा,Saraswati Pravi,"Nepanetar, Tamakoshi Rural Municipality, Dolakha, Bagamati Province",Matched with school name of B
1360,54921,Sarasvati Pravi,सरस्वती प्रावि रुपाकोट गुल्मी,Saraswati Pravi,"Kaligandaki, Kaligandaki Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
2960,54922,Sarasvati Pravi,सरस्वती प्रावि गुल्मीदरवार गुल्मी,Saraswati Pravi,"Madane 4 Myalpokhari, Madane Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
6105,43467,Sarasvati Pravi,सरस्वती प्रावि म्याग्दी,Saraswati Pravi,"Malika 5, Malika Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
11290,54923,Sarasvati Pravi,सरस्वती प्रावि कालिगण्डकी पूर्तिघाट गुल्मी,Saraswati Pravi,"Dhurkot 2, Dhurkot Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
19409,54925,Sarasvati Pravi,सरस्वती प्रावि अर्खले गुल्मी,Saraswati Pravi,"Dhurkot 7, Dhurkot Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
9866,54926,Sarasvati Pravi,सरस्वती प्रावि ज्यामिरे नवलपरासी,Saraswati Pravi,"Susta, Susta Rural Municipality, Nawalparasi, Lumbini Province",Matched with school name of B
11071,54927,Sarasvati Pravi,सरस्वती प्रावि नवलपरासी,Saraswati Pravi,"bandevi, Susta Rural Municipality, Nawalparasi, Lumbini Province",Matched with school name of B
11070,54927,Sarasvati Pravi,सरस्वती प्रावि जौबारी नवलपरासी,Saraswati Pravi,"bandevi, Susta Rural Municipality, Nawalparasi, Lumbini Province",Matched with school name of B
8883,54928,Sarashvati Pravi,सरश्वती प्रावि कपिलबस्तु,Saraswati Pravi,"Gadahawa, Suddhodhan Rural Municipality, Kapilbastu, Lumbini Province",Matched with school name of B
14166,54929,Sarasvati Pravi,सरस्वती प्रावि लोहरौला कपिलबस्तु,Saraswati Pravi,"Yashodhara, Yashodhara Rural Municipality, Kapilbastu, Lumbini Province",Matched with school name of B
17902,43469,Sarasvati Pravi,सरस्वती प्रावि सिप म्याग्दी,Saraswati Pravi,"Malika 3, Malika Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
15288,54924,Sarasvati Pravi,सरस्वती प्रावि रेसुङ्गा न पा गुल्मी,Saraswati Pravi,"Chandrakot, Chandrakot Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
8151,54955,Sarasvati Pravi,सरस्वती प्रावि सुमेरगढ सेमरा रुपन्देही,Saraswati Pravi,"sonwal, Lumbini Sanskritik Municipality, Rupandehi, Lumbini Province",Matched with school name of B
14000,54944,Sarasvati Pravi,सरस्वती प्रावि गोवरडिहा दाङ,Saraswati Pravi Bachani,"Bachani, Banglachuli Rural Municipality, Dang, Lumbini Province",Matched with old school name1 of B
11493,54937,Sarasvati Pravi,सरस्वती प्रावि वेलश्वारा रजहर नवलपरासी,Saraswati Pravi Barari,"Ramgram, Ramgram Municipality, Nawalparasi, Lumbini Province",Matched with old school name1 of B
7228,15539,Sarasvati Pravi,सरस्वती प्रावि उदयपुर,Saraswati Pravi Bhalmanti,"Bhalmanti, Belaka Municipality, Udayapur, Koshi Province",Matched with old school name1 of B
18510,62811,Sarasvati Pravi,सरस्वती प्रावि भाटभीटे पिपलनेटा सल्यान,Saraswati Pravi Danbang Salyan,"Kapurkot, Kapurkot Rural Municipality, Salyan, Karnali Province",Matched with old school name1 of B
13149,15547,Sarasvati Pravi,सरस्वती प्रावि मुगा धनकुटा,Saraswati Pravi Darmedada,"Pakhribas-10, Chungmang, Dhankuta, Pakhribas Municipality, Dhankuta, Koshi Province",Matched with old school name2 of B
21072,15547,Sarasvati Pravi,सरस्वती प्रावि भुवरे डाँडाखर्क पाख्रीवास न पा धनुकटा,Saraswati Pravi Darmedada,"Pakhribas-10, Chungmang, Dhankuta, Pakhribas Municipality, Dhankuta, Koshi Province",Matched with old school name2 of B
24032,15548,Sarasvati Pravi,सरस्वती प्रावि जितपुर धनकुटा,Saraswati Pravi Falate,"Bhuvare, Pakhribas Municipality, Dhankuta, Koshi Province",Matched with old school name2 of B
13952,15548,Sarasvati Pravi,सरस्वती प्रावि धनकुटा फुलाँटे,Saraswati Pravi Falate,"Bhuvare, Pakhribas Municipality, Dhankuta, Koshi Province",Matched with old school name2 of B
6349,62833,Sarasvati Pravi,सरस्वती प्रावि मायाताल सुर्खेत,Saraswati Pravi Kamaighari,"Lekbeshi, Lekbesi Municipality, Surkhet, Karnali Province",Matched with old school name1 of B
18838,23975,Sarasvati Pravi,सरस्वती प्रावि महोत्तरी,Saraswati Pravi Seraha,"Serha, Aurahi Municipality, Mahottari, Madhesh Province",Matched with old school name1 of B
21592,15541,Sarasvati Pravi,सरस्वती प्रावि सापा भोजपुर,Saraswati Pravi Shadananda Na Pa Boya Bhojpur,"Patal, Shadananda Municipality, Bhojpur, Koshi Province",Matched with old school name1 of B
6519,15550,Sarasvati Purnaratna Avi,सरस्वती पुर्णरत्न आवि सोलुखुम्बु,Saraswati Purna Ratna Avi,"Khalpa Salyan, Nechasalyan Rural Municipality, Solukhumbu, Koshi Province",Matched with school name of B
9519,15551,Sarasvati Sadana Avi,सरस्वती सदन आवि बुढिगंगा नेमुवा मोरङ,Saraswati Sadan Avi,"Nemuwa, Budhiganga Rural Municipality, Morang, Koshi Province",Matched with school name of B
23267,43503,Sarasvati Sadana Avi,सरस्वती सदन आवि लमजुङ,Saraswati Sadan Avi,"Pamchok, Marsyangdi Rural Municipality, Lamjung, Gandaki Province",Matched with school name of B
6157,43504,Sarasvati Sadana Mavi,सरस्वती सदन मावि सिन्दुरे लमजुङ,Saraswati Sadan Mavi,"Thuloswara, Sundarbazar Municipality, Lamjung, Gandaki Province",Matched with school name of B
14564,15552,Sarasvati Satana Mavi,सरस्वती सतन मावि इटहरी सुनसरी,Saraswati Satan Mavi,"Khola Toli Gaisar, Itahari Sub Metropolitan City, Sunsari, Koshi Province",Matched with school name of B
22908,15590,Sarasvati Mavi,सरस्वती मावि बरडंगा मोरङ,Saraswati Seconday School,"Kadupada, Ratuwamai Municipality, Morang, Koshi Province",Matched with old school name1 of B
3599,35779,Sarasvati Shamkara Mavi,सरस्वती शंकर मावि बाह्रविसे सिन्धुपाल्चोक,Saraswati Shankar Mavi,"Thagam, Barhabise Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
17188,43511,Sarasvati Tika Mavi,सरस्वती टीका मावि कास्की,Saraswati Tika Mavi,"Bharatpokhari Chirgadi, Pokhara Metropolitan City, Kaski, Gandaki Province",Matched with school name of B
8297,35788,Sarasvati Mavi,सरस्वती मावि भरतपुर दाङ,Saraswoti Mavi,"Kakrabari, Suryabinayak Municipality, Bhaktapur, Bagamati Province",Matched with old school name1 of B
4536,35792,Sarasvati Mavi,सरस्वती मावि भुग्देउ काभ्रेपलाञ्चोक,Saraswoti Mavi,"Badalgaun, Dhulikhel Municipality, Kavrepalanchok, Bagamati Province",Matched with old school name1 of B
18768,43522,Sarasvati Mavi,सरस्वती मावि थप्रेक तनहुँँ,Saraswoti Mavi,"Thaprek, Shuklagandaki Municipality, Tanahun, Gandaki Province",Matched with old school name1 of B
18587,43519,Sarasvati Namuna Mavi,सरस्वती नमूना मावि खैरेनीटार तनहुँँ,Saraswoti Namuna Mavi,"Khairenitar, Shuklagandaki Municipality, Tanahun, Gandaki Province",Matched with school name of B
29673,43520,Sarasvati Pravi,सरस्वती प्रावि बन्दिपुर तनहुँ,Saraswoti Pravi,"Alainche, Shuklagandaki Municipality, Tanahun, Gandaki Province",Matched with old school name1 of B
11496,43521,Sarasvati Samudayika Pravi,सरस्वती सामुदायिक प्रावि तित्याङ बाग्लुङ,Saraswoti Samudayik Pramary School,"Ba.Na.Pa, Baglung Municipality, Baglung, Gandaki Province",Matched with old school name1 of B
9033,43523,Sarasvati Vidya Mandira Mavi,सरस्वती विद्या मन्दिर मावि स्याङजा,Saraswoti Vidhya Mandir Mavi,"Chapakot, Chapakot Municipality, Syangja, Gandaki Province",Matched with school name of B
13192,55005,Sarasvati Pravi,सरस्वती प्रावि दोभान पाल्पा,Sarawati Pravi,"Simaldi, Purbakhola Rural Municipality, Palpa, Lumbini Province",Matched with school name of B
16234,35799,Sarva Mavi,सर्व मावि जिलु दोलखा,Sarba Mavi,"Jilu, Bhimeshwor Municipality, Dolakha, Bagamati Province",Matched with school name of B
20994,15606,Sarvajanika Avi,सार्वजनिक आवि सुनसरी,Sarbajanik Avi,"Lohani, Itahari Sub Metropolitan City, Sunsari, Koshi Province",Matched with school name of B
21112,55007,Sarvajanika Avi,सार्वजनिक आवि व सु पश्चिम नवलपरासी,Sarbajanik Avi,"Sunwal, Sunwal Municipality, Nawalparasi, Lumbini Province",Matched with school name of B
9742,15603,Sarvajanika Avi,सार्वजानिक आवि पैयाँपानी भोजपुर,Sarbajanik Avi,"Paiyanpani, Bhojpur Municipality, Bhojpur, Koshi Province",Matched with school name of B
7836,15605,Sarvajanika Nimavi,सार्वजनिक निमावि पाचथर,Sarbajanik Avi,"Kummayak, Kummayak Rural Municipality, Panchthar, Koshi Province",Matched with old school name1 of B
5355,15607,Sarbajanika Pravi,सार्बजनिक प्रावि तेह्रथुम,Sarbajanik Avi,"Myanglung Municipality, Myanglung Municipality, Tehrathum, Koshi Province",Matched with old school name1 of B
14269,15608,Sarvajanika Avi,सार्वजनिक आवि सुनवर्षी मोरङ,Sarbajanik Avi Dhanapatti,"Dhanapatti, Rangeli Municipality, Morang, Koshi Province",Matched with old school name1 of B
27324,15609,Sarvajanika Pravi,सार्वजनिक प्रावि उदयपुर,Sarbajanik Avi Rupla Balamta,"Balamta, Limchungbung Rural Municipality, Udayapur, Koshi Province",Matched with old school name1 of B
21899,23987,Sarvajanika Janata Pravi,सार्वजनिक जनता प्रावि जानकीनगर सर्लाही,Sarbajanik Janata Avi Bakainiya,"Bakainiya, Godaita Municipality, Sarlahi, Madhesh Province",Matched with old school name1 of B
17175,23988,Sarvajanika Mavi,सार्वजनिक मावि निजगढ बागदेव बारा,Sarbajanik Mavi,"Bagdev, Nijgadh Municipality, Bara, Madhesh Province",Matched with school name of B
16767,15613,Sarvajanika Mavi,सार्वजनिक मावि मिक्लाजुङ पाँचथर,Sarbajanik Mavi,"Limba, Miklajung Rural Municipality, Panchthar, Koshi Province",Matched with school name of B
4513,43524,Sarvajanika Mavi,सार्वजनिक मावि मालुङ्गा स्याङजा,Sarbajanik Mavi,"GALYANG, Galyang Municipality, Syangja, Gandaki Province",Matched with school name of B
11035,43525,Sarvajanika Mavi,सार्वजनिक मावि कुश्मा न पा कटुवाचौपारी पर्वत,Sarbajanik Mavi,"Kushma Napa 09, Katuwachaupari, Kushma Municipality, Parbat, Gandaki Province",Matched with school name of B
2666,55009,Sarvajanika Mavi,सार्वजनिक मावि छत्रगञ्ज अर्घाखाँची,Sarbajanik Mavi,"Chhatradev, Chhatradev Rural Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
6676,15610,Sarvajanika Mavi,सार्वजनिक मावि केरावारी मोरङ,Sarbajanik Mavi,"Baijanathpur, Biratnagar Metropolitan City, Morang, Koshi Province",Matched with school name of B
14215,15604,Sarvajanika Mavi,सार्वजनिक मावि लालिगुरास तेह्रथुम,Sarbajanik Mavi,"Phulek, Laligurans Municipality, Tehrathum, Koshi Province",Matched with school name of B
15633,23989,Sarvajanika Mavi,सार्वजनिक मावि बेगाडावर धनुषा,Sarbajanik Model Mavi Bengadawar,"Mithila Municipality, Mithila Municipality, Dhanusha, Madhesh Province",Matched with old school name1 of B
21883,23990,Sarvajanika Pravi,सार्वजनिक प्रावि सर्लाही,Sarbajanik Pravi,"Gangapur Khatwe Tole, Barahathawa Municipality, Sarlahi, Madhesh Province",Matched with school name of B
6777,35803,Sarvamamgala Mavi,सर्वमंगला मावि पाँचखाल काभ्रेपलाञ्चोक,Sarbamangala Mavi,"Aglekot, Panchkhal Municipality, Kavrepalanchok, Bagamati Province",Matched with school name of B
970,55010,Sarvodaya Avi,सर्वोदय आवि अर्घाखाँची,Sarbodaya Avi,"Panini-3 Khidim, Panini Rural Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
22207,55011,Sarvodaya Avi,सर्वोदय आवि बाँसगढी बर्दिया,Sarbodaya Avi,"Satahariya, Bansgadhi Municipality, Bardiya, Lumbini Province",Matched with school name of B
571,15615,Sarvodaya Avi,सर्वोदय आवि सुनसरी,Sarbodaya Avi,"Khatwe Tole, Inaruwa Municipality, Sunsari, Koshi Province",Matched with school name of B
11690,43527,Sarvaedaya Janaka Mavi,सर्वाेदय जनक मावि विनामारे बागलुङ,Sarbodaya Janak Mavi,"Binamare, Jaimini Municipality, Baglung, Gandaki Province",Matched with school name of B
17681,23993,Sharada Janata Pravi,शारदा जनता प्रावि महिनाथपुर सार्लाही,Sarbodaya Janata Pravi,"Doctortol, Harion Municipality, Sarlahi, Madhesh Province",Matched with school name of B
6171,43530,Sarvodaya Mavi,सर्वोदय मावि लम्जुङ,Sarbodaya Mavi,"Bishnubatika, Sundarbazar Municipality, Lamjung, Gandaki Province",Matched with school name of B
13694,43531,Sarvodaya Mavi,सर्वोदय मावि बाग्लुङ,Sarbodaya Mavi,"Bareng Bazzar, Bareng Rural Municipality, Baglung, Gandaki Province",Matched with school name of B
6733,15616,Sarvodaya Mavi,सर्वोदय मावि कदमाहा मोरङ,Sarbodaya Mavi,"Dhanpalthan, Dhanapalthan Rural Municipality, Morang, Koshi Province",Matched with school name of B
23280,35806,Sarvodaya Mavi,सर्वोदय मावि सिन्धुपाल्चोक,Sarbodaya Mavi,"Chhajogang, Helambu Rural Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
2625,55019,Sarvodaya Mavi,सर्वोदय मावि तानसेन पाल्पा,Sarbodaya Mavi,"Boughagumha, Tansen Municipality, Palpa, Lumbini Province",Matched with school name of B
24313,55015,Sarvodaya Pravi,सर्वोदय प्रावि अर्घातोष अर्घाखाँची,Sarbodaya Pravi,"Panini-5 Maidan, Panini Rural Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
3814,55014,Sarvodaya Pravi,सर्वोदय प्रावि मैदान अर्घाखाँची,Sarbodaya Pravi,"Ghaderi, Malarani Rural Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
10862,43528,Sarvodaya Pravi,सर्वोदय प्रावि पर्वत,Sarbodaya Pravi,"Thotneri, Jaljala Rural Municipality, Parbat, Gandaki Province",Matched with school name of B
29093,35807,Sarvoddhara Mavi,सर्वोद्धार मावि तेमाल काभ्रेपलाञ्चोक,Sarboddhwar Mavi,"Chukha Mayalchaur, Temal Rural Municipality, Kavrepalanchok, Bagamati Province",Matched with school name of B
26405,55020,Sariprakasha Pravi,सरीप्रकाश प्रावि प्युठान,Sari Prakash Avi,"Sarima, Naubahini Rural Municipality, Pyuthan, Lumbini Province",Matched with old school name1 of B
4688,73669,Sarita Mavi,सरिता मावि रामारोन अछाम,Sarita Mavi Melrukh,"Melrukh, Ramaroshan Rural Municipality, Achham, Sudurpashchim Province",Matched with old school name1 of B
20709,35808,Sarkathali Avi,सर्कथली आवि हेलम्बु सिन्धुपाल्चोक,Sarkathali Avi,"Sarkathali, Helambu Rural Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
11401,62864,Sarkideu Pravi,सर्किदेउ प्रावि हुम्ला,Sarkidau Avi,"Tuling Dandafaya, Simkot Rural Municipality, Humla, Karnali Province",Matched with old school name1 of B
11298,62866,Sarkideva Pravi,सर्किदेव प्रावि कालिका लमही हुम्ला,Sarkidev Pravi Lamahi,"Lamahi, Adanchuli Rural Municipality, Humla, Karnali Province",Matched with old school name1 of B
4528,35810,Saramathali Pravi,सरमथली प्रावि सिन्धुपाल्चोक,Sarmathali Pravi,"Attarpur, Lisankhu Pakhar Rural Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
14698,35811,Sarsepu Avi,सर्सेपु आवि गौरीशंकर दोलखा,Sarsepu Avi,"Sarsepu, Gaurishankar Rural Municipality, Dolakha, Bagamati Province",Matched with school name of B
12261,55024,Sarasvati Avi,सरस्वती आवि शान्तिनगर गा पा दाङ,Sarswati Avi,"Chhotki Sisahaniya, Rapti Rural Municipality, Dang, Lumbini Province",Matched with school name of B
29520,15619,Sarasvati Avi,सरस्वती आवि मिक्लाजुङ पाँचथर,Sarswati Avi,"Mukubung, Yangwarak Rural Municipality, Panchthar, Koshi Province",Matched with school name of B
4690,73677,Sarasvati Mavi,सरस्वती मावि कैलारी कैलाली,Sarswati Mavi,"Lamki Chuha 1 Bhuruwa Kailali Nepal, Lamkichuha Municipality, Kailali, Sudurpashchim Province",Matched with school name of B
9643,24003,Sarasvati Mavi,सरस्वती मावि सर्लाही,Sarswati Mavi,"Ishworpur, Ishworpur Municipality, Sarlahi, Madhesh Province",Matched with school name of B
27016,55025,Sarasvati Mavi,सरस्वती मावि रोल्पा,Sarswati Mavi,"Mwalekhala, Gangadev Rural Municipality, Rolpa, Lumbini Province",Matched with school name of B
14121,15621,Saratapa Mavi,सारताप मावि पाँचथर,Sartap Mavi,"Pauwasartap, Phalgunanda Rural Municipality, Panchthar, Koshi Province",Matched with school name of B
1945,35812,Sarvashanti Mavi,सर्वशान्ति मावि इच्छाकामना चितवन,Sarva Shanti Mavi,"Kurintar, Ichchhakamana Rural Municipality, Chitwan, Bagamati Province",Matched with school name of B
23814,43533,Sarvodaya Avi,सर्वोदय आवि छोप्राक गोरखा,Sarvodaya Avi,"Gairiban, Siranchowk Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
9922,24008,Sarvodaya Mavi,सर्वोदय मावि सप्तरी,Sarvodaya Mavi Kanchanpur Saptari,"Sarbodaya, Kanchanroop Municipality, Saptari, Madhesh Province",Matched with old school name1 of B
23209,43534,Sarva Nandana Pravi,सर्व नन्दन प्रावि लमजुङ,Sarwa Nandan Pravi,"jita kot, Madhya Nepal Municipality, Lamjung, Gandaki Province",Matched with school name of B
28425,15625,Sarvajanika Avi,सार्वजानिक आवि पशुपतिनगर इलाम,Sarwajanik Avi,"Suryodaya Municipality, Suryodaya Municipality, Ilam, Koshi Province",Matched with school name of B
15700,15624,Sarvajanika Mavi,सार्वजनिक मावि विराटनगर बेजनाथपुर मोरङ,Sarwajanik Mavi,"Morang, Urlabari Municipality, Morang, Koshi Province",Matched with school name of B
20939,15626,Sarvajanika Mavi,सार्वजनिक मावि जहदा शिसवनी मोरङ,Sarwajanik Mavi,"Jahada, Jahada Rural Municipality, Morang, Koshi Province",Matched with school name of B
21638,15627,Sarvajanika Pravi,सार्वजनिक प्रावि दर्वेशा माेरङ,Sarwajanik Pravi,"Ranjani, Rangeli Municipality, Morang, Koshi Province",Matched with school name of B
14060,43536,Sarvajyoti Mavi,सर्वज्योति मावि व्यास तनहुँँ,Sarwajyoti Mavi,"Tanahun, Vyas Municipality, Tanahun, Gandaki Province",Matched with school name of B
24730,43537,Sarvodaya Mavi,सर्वोदय मावि भुरुङ्ग तातोपानी म्याग्दी,Sarwodaya Mavi,"Annapurna Rural Municipality-2, Bhurung-Tatopani, Myagdi, Annapurna Rural Municipality, Myagdi, Gandaki Province",Matched with school name of B
6415,35818,Saptakanya Pravi,सप्तकन्या प्रावि नुवाकोट,Sat Kanya Pravi,"KAKANI NEPANI, Kakani Rural Municipality, Nuwakot, Bagamati Province",Matched with school name of B
28238,35819,Sata Kanya Pravi,सात कन्या प्रावि मकवानपुर,Sat Kanya Pravi,"Jagdanda, Thaha Municipality, Makwanpur, Bagamati Province",Matched with school name of B
26728,15630,Satasi Pravi,सतासी प्रावि झापा,Satashi Avi,"Dudhe, Shivasatakshi Municipality, Jhapa, Koshi Province",Matched with old school name1 of B
14093,35822,Satathara Avi,सातथर आवि धादिङ,Satathar Avi,"Gangajamuna, Gangjamuna Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
28374,35824,Satadhara Avi,सातधारा आवि किउल सिन्धुपाल्चोक,Satdhara Avi,"Helambu, Helambu Rural Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
11651,43540,Satidhu~Nga Mavi,सतीढुङ्गा मावि जैदी बाग्लुङ,Sati Dhunga Mavi,"Jaidi, Jaimini Municipality, Baglung, Gandaki Province",Matched with school name of B
16093,43543,Sata Kanya Devi Mavi,सात कन्या देवी मावि गोरखा,Satkanya Devi Mavi,"Khorla, Dharche Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
4925,35831,Satakanya Mavi,सातकन्या मावि सिन्धुपाल्चोक,Satkanya Mavi,"Ratamata, Melamchi Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
29415,35832,Salakanya Devi Avi,सालकन्या देवी आवि सिन्धुपाल्चोक,Satkanyadevi Avi,"Bhotang, Panchpokhari Thangpal Rural Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
23395,55034,Sata Kumari Sherachana Mavi,सत कुमारी शेरचन मावि कपिलवस्तु,Satkumari Serchan Mavi,"suddodhan,kapilbastu, Suddhodhan Rural Municipality, Kapilbastu, Lumbini Province",Matched with school name of B
6138,35834,Satamula Mavi,सातमुल मावि कानपुरकालापानी बोहोरे काभ्रपालाञ्चोक,Satmul Mavi,"Bohore, Namobuddha Municipality, Kavrepalanchok, Bagamati Province",Matched with school name of B
1099,73685,Sataphari Avi,सातफरी आवि डोटी,Satphari Avi,"Satphari, Bogtan Fudsil Rural Municipality, Doti, Sudurpashchim Province",Matched with school name of B
12375,55035,Sata Pokhari Mavi,सात पोखरी मावि टारी पाल्पा,Satpokhari Mavi,"Mathagadhi-6, Gothadee, Palpa, Nepal, Mathagadhi Rural Municipality, Palpa, Lumbini Province",Matched with school name of B
18387,24015,Shatrughana Mavi,शत्रुघन मावि नेगडा बैरिया सप्तरी,Satrughan Mavi Negda Bairiya Yogiya Bode Barsain Saptari,"Negada, Bodebarsain Municipality, Saptari, Madhesh Province",Matched with old school name1 of B
28005,62872,Satyadevi Avi,सत्यदेवी आवि ठाटिकाँध दैलेख,Sattya Devi Avi,"Agra, Thantikandh Rural Municipality, Dailekh, Karnali Province",Matched with school name of B
28109,43544,Satyadevi Pravi,सत्यदेवी प्रावि घिरिङ तनहुँँ,Sattya Devi Pravi,"Siphulung, Ghiring Rural Municipality, Tanahun, Gandaki Province",Matched with school name of B
26967,62874,Satya Pravi,सत्य प्रावि हुम्ला,Satya Avi,"Jodkholshi, Namkha Rural Municipality, Humla, Karnali Province",Matched with old school name2 of B
19018,15635,Satyadevi Pravi,सत्यदेवी प्रावि भोजपुर,Satya Dev Pravi Temkemaiyung,"Sanitar, Temkemaiyung Rural Municipality, Bhojpur, Koshi Province",Matched with old school name1 of B
2242,55036,Satyadevi Avi,सत्यदेवी आवि धनचौर अर्घाखाँची,Satya Devi Avi,"Sengling, Bhumikasthan Municipality, Arghakhanchi, Lumbini Province",Matched with school name of B
10911,35838,Sati Devi Pravi,सती देवी प्रावि सिन्धुली,Satya Devi Pravi,"Golanjor, Golanjor Rural Municipality, Sindhuli, Bagamati Province",Matched with school name of B
5477,43546,Satyadevi Pravi,सत्यदेवी प्रावि लम्जुङ,Satya Devi Pravi,"Sundarbazar, Sundarbazar Municipality, Lamjung, Gandaki Province",Matched with school name of B
