school_id,location,district,modified_name_transliterated
54970,shitaganga,arghakhanchi,saraswati mA vi
54971,ballepokhari,rolpa,saraswati mA vi
54972,ghusbang rolpa,rolpa,saraswati mA vi
54973,bniyabhar,kapilbastu,saraswati mA vi baniyabhar
54974,chava,pyuthan,saraswati mA vi chava
54975,simkhola,rukum purba,saraswati mA vi simkhola
54976,chhatradev,arghakhanchi,saraswati mA vi suryathum
54977,gadhawa 3 gobardiha,dang,saraswati mA vi vidyanagar
54978,devdaha,rupandehi,saraswati shikshyalaya
54979,hati bangai,rupandehi,saraswati shishu sadan rupandehi
54980,mayadevi,rupandehi,saraswati shishu sadan rupandehi
54981,jitpur,nawalparasi,saraswati universal academy
54982,jumlekula,dang,saraswoti aa bi jumlekula
54983,gadhawa 7 chandanpur,dang,saraswoti A vi chandanpur
54984,"ghorahi 12, marakot",dang,saraswoti bal kalyan prA vi marakot
54985,"shantinagar-1, baghkhor",dang,saraswoti A vi baghkhor
54986,dhamauli,rupandehi,saraswoti devi educational ebs
54987,babai,dang,saraswoti janata mA vi gangate
54988,"kathekol, bharatpur",dang,saraswoti mA vi bharatarpur
54989,charakmatiya,dang,saraswoti mA vi charakmatiya
54990,damargaun,dang,saraswoti mA vi damargaun
54991,tansen municipality,palpa,saraswoti nath prA vi
54992,rainadevi chhahara gaunpalika,palpa,saraswoti prA vi
54993,tinau gaunpalika,palpa,saraswoti prA vi
54994,mathagadhi gaunpalika,palpa,saraswoti prA vi
54995,nisdi gaunpalika,palpa,saraswoti prA vi
54996,"ramgram- 15, nawalparasi",nawalparasi,saraswoti prA vi sukrauli
54997,jaljala,dang,saraswoti prA vi jaljala
54998,majgaun,dang,saraswoti prA vi majagaun
54999,gadhawa 3 supaila,dang,saraswoti prA vi supaila
55000,tikulidamar,dang,saraswoti prA vi tikulidamar
55001,gulmidarbar bhattechaur,gulmi,saraswoti prA vi bhattechaur
55002,musotkhola,dang,saraswoti prA vi musotkhola
55003,sukakhola,dang,saraswoti prA vi sukakhola
55004,sangharsanagar,bardiya,sarawati padma prA vi
55005,simaldi,palpa,sarawati prA vi
55006,bhaiskurma,dang,sarayu A vi bhaiskurma
55007,sunwal,nawalparasi,sarbajanik A vi
55008,malarani-4,arghakhanchi,sarbajanik prA vi
55009,chhatradev,arghakhanchi,sarbajanik mA vi
55010,panini-3 khidim,arghakhanchi,sarbodaya A vi
55011,satahariya,bardiya,sarbodaya A vi
55012,bhaigaun,arghakhanchi,sarbodaya A vi chhatradev
55013,sisahaniya,dang,sarbodaya mA vi
55014,ghaderi,arghakhanchi,sarbodaya prA vi
55015,panini-5 maidan,arghakhanchi,sarbodaya prA vi
55016,mainapokhar,bardiya,sarbodaya prA vi
55017,budhaura,dang,sarbodaya prA vi budhaura
55018,gadhawa,dang,sarbodaya prA vi gadhawa
55019,boughagumha,palpa,sarbodaya mA vi
55020,sarima,pyuthan,sari prakash A vi
55021,"lungri-2, rolpa",rolpa,sarikot prA vi
55022,das number,kapilbastu,sarswati bal bikash kendra
55023,tilottama,rupandehi,sarswati basic level rehara
55024,chhotki sisahaniya,dang,sarswati A vi
55025,mwalekhala,rolpa,sarswati mA vi
55026,badanda,pyuthan,sarumarani english boarding vi
55027,tansen municipality,palpa,sarvajanik prA vi
55028,musikot,gulmi,sarwahit bal bi k
55029,"ghorahi sub-metropolatian city -2, surkudangi",dang,saryu ratri prA vi surkedangi
55030,bangain,dang,satbariya academy
55031,,kapilbastu,satendra memorial ebs
55032,bhawaniyapur,banke,satibhawani A vi bhawaniyapur
55033,omsatiya,rupandehi,satiya english vi
55034,"suddodhan,kapilbastu",kapilbastu,satkumari serchan mA vi
55035,"mathagadhi-6, gothadee, palpa, nepal",palpa,satpokhari mA vi
55036,sengling,arghakhanchi,satya devi A vi
55037,sujinpur,pyuthan,satya gorakh nath prathamik vi
55038,bolipokhara,palpa,satya kalika prA vi
55039,tilottama,rupandehi,satya laxmi A vi
55040,omesatiya 3 karuwani,rupandehi,satya rawani netking b vi
55041,daderi,pyuthan,satya mA vi
55042,rainadevi chhahara gaunpalika,palpa,satyadevi prA vi
55043,panena,arghakhanchi,satyatari darshan A vi
55044,satyawati -4,gulmi,satyawati A vi
55045,rainadevi chhahara gaunpalika,palpa,satyawati mA vi
55046,tinau,palpa,satyawati prA vi
55047,gulmi,gulmi,satyawati mA vi
55048,lakuri,palpa,satyawoti primary
55049,badarbhariya,bardiya,saubhagya devi prA vi
55050,mathagadhi gaunpalika,palpa,saubhagya mA vi
55051,parsa,dang,saudiyar children academy parsa
55052,resunga municipality,gulmi,saunethum A vi
55053,rapti sonari,banke,savyata english medium vi kusum
55054,ramgram,nawalparasi,sayapatri english mA vi
55055,dadagaun,pyuthan,sayapatri prA vi
55056,ghorahi 6 bergai,dang,scholar land english boarding vi
55057,butwal,rupandehi,scholars home boarding mA vi
55058,sundabari,dang,vi of steam education
55059,buddhabhumi 9 imiliya,kapilbastu,mA vi imiliya
55060,kuchhiwang,rukum purba,mA vi kuchiwang
55061,lagdahawa karkando,banke,mA vi lagdahawa
55062,mahuwa,kapilbastu,mA vi mahuwa baba
55063,marchawari rural municipality,rupandehi,semara A vi
55064,tilottama -7,rupandehi,semara bazar mA vi
55065,tilottama -13,rupandehi,semari A vi
55066,semari,rupandehi,semari mA vi
55067,amargunj,palpa,sen mA vi
55068,maurighat,dang,serene valley public english mA vi
55069,nisdi gaunpalika,palpa,sero devi prA vi
55070,sibangdhara,rolpa,seto gurans babike
55071,dhagithum,gulmi,seto gurans balbikas kendra
55072,bhanghotana,banke,seto gurans balbikas kendra bhangotana
55073,thulapokhara,arghakhanchi,settari balbikas kendra
55074,resunga municipality,gulmi,seugha A vi
55075,padsari,rupandehi,seven heaven academy
55076,devdaha 2 dhekawar rupandehi,rupandehi,seven star english boarding vi
55077,satbhara,kapilbastu,shahdev awasiya sanskrit vi
55078,"duduwa-4, banke",banke,shahid babike khalemasaha
55079,jyamire,dang,shahid basanta langhali prA vi jyamire
55080,bhume,rukum purba,shahid basu smriti namuna A vi kyangsi
55081,ramgram,nawalparasi,shahid jagadis paswan A vi
55082,padari,nawalparasi,shahid jagadis paswan A vi
55083,chhatradev,arghakhanchi,shahid memorial english boarding vi
55084,rampur nagarpalika,palpa,shahid multiple campus
55085,sepath,palpa,shahid shree lakhan thapa prA vi
55086,sima,rukum purba,shahid shukra mA vi
55087,khoriya,banke,shahid smarak A vi khoriya
55088,dudilagaira,rukum purba,shahid smriti A vi dudillagaira
55089,tansen municipality,palpa,shailochaya ebs
55090,phuliban,rolpa,shakha A vi
55091,krishnanagar,kapilbastu,shakti babike
55092,shaktinagar,bardiya,shakti prA vi
55093,kaligandaki,gulmi,shaligram beed bedang saskrit vi
55094,jherudi,palpa,shambhu mA vi
55095,rapti sonari,banke,shamshergunj english medium boarding vi perani
55096,nepaljung,banke,shandipani bidya niketan
55097,resunga municipality,gulmi,shankar balbikas centre
55098,kotharpur,banke,shankar balbikash kendra
55099,"rampur, palpa",palpa,shankar A vi
55100,"devdaha, rupandehi",rupandehi,shankar A vi
55101,siddhrapokhara,arghakhanchi,shankar janasewa prA vi
55102,betahi,rupandehi,shankar mA vi
55103,pipari,dang,shankar mA vi
55104,phoksingkot,palpa,shankar naresh prA vi
55105,karangakhola,dang,shankar prA vi karangakhola
55106,lauri,arghakhanchi,shankarjyoti A vi
55107,tilottama,rupandehi,shankarnagar durgadatta mA vi
55108,palhinandan,nawalparasi,shankarpur A vi
55109,kharadria,dang,shanker mA vi khardariya
55110,siyari rural  municapility  rupandehi,rupandehi,shanta jyoti mA english vi
55111,malika,gulmi,shantasamaj balbikas kendra
55112,"sangam basti,bardiya",bardiya,shanti A vi
55113,"duduwa- 5, banke",banke,shanti babike jabdahwa dalaipur
55114,kalika sthan karagar,rupandehi,shanti bagaincha A vi
55115,ghumti,arghakhanchi,shanti A vi
55116,jhirra,arghakhanchi,shanti A vi
55117,tikkari,arghakhanchi,shanti A vi
55118,kumaragaun,bardiya,shanti A vi
55119,gaudibazar,rupandehi,shanti bhumi A vi
55120,jayarampurwa,banke,shanti bidya niketan
55121,dhamboji,banke,shanti bidya niketan banke pvltd
55122,bichauwapur,rupandehi,shanti deep balbikas kendra
55123,butwal-17,rupandehi,shanti deep english vi
55124,sano sadawa,kapilbastu,shanti ecd sano sadawa
55125,krishnanagar,kapilbastu,shanti english boarding vi
55126,dharapani,arghakhanchi,shanti mA vi
55127,bhumikasthan-6,arghakhanchi,shanti mA vi
55128,malarani-5,arghakhanchi,shanti mA vi
55129,nawalpur,dang,shanti mA vi nawalpur
55130,tilottama-5,rupandehi,shanti namuna mA vi
55131,50,kapilbastu,shanti niketan children academy
55132,bijaypur,nawalparasi,shanti niketan vi of science and management
55133,"ghorahi, dang",dang,shanti niketan vi
55134,bardaghat,nawalparasi,shanti nikunja mA vi
55135,rainadevi chhahara,palpa,shanti prA vi
55136,phedi,palpa,shanti prA vi
55137,rampur,palpa,shanti prA vi
55138,rambha gaunpalika,palpa,shanti prA vi
55139,malarani-4,arghakhanchi,shanti prA vi
55140,chhahare,arghakhanchi,shanti prA vi
55141,baireni damar,pyuthan,shanti prA vi
55142,bagmatinagar,banke,shanti prA vi
55143,bhulkhola,palpa,shanti prA vi
55144,bansgadhi 3 shantipur,bardiya,shanti samaj A vi
55145,barbardiya,bardiya,shanti sikshya niketan basic ebs
55146,ghorahi,dang,shanti sudha english boarding vi
55147,buddhabhumi-2,kapilbastu,shantideep boarding vi gorusinghe
55148,tulsipur,dang,shantideep ebs
55149,singaha,rupandehi,shantipriya A vi
55150,chherlung,palpa,sharada mA vi
55151,madanpokhara,palpa,sharada mA vi
55152,purbakhola,palpa,sharada A vi
55153,malarani,arghakhanchi,sharada A vi
55154,panini-4 patauti,arghakhanchi,sharada A vi
55155,santichour,palpa,sharada mA vi
55156,mainapokhar,bardiya,sharada mA vi mainapokhar
55157,gulmi,gulmi,sharada mA vi
55158,arjewa,gulmi,sharada mA vi
55159,sarang,gulmi,sharada mA vi
55160,myalpokhara,gulmi,sharada mA vi
55161,chaurpani,pyuthan,sharada mA vi
55162,tulsipur,dang,sharada sisne ebs
55163,tulsipur,dang,sharada viddhya mandir
55164,shahipur,bardiya,sharda A vi shahipur
55165,sarumarani,pyuthan,sharmrani prathamik vi mandre
55166,madane 2 bajhakateri,gulmi,sherr topre aadharabhut vi
55167,panini-4 patauti,arghakhanchi,shibasandhya ebs
55168,gulmi,gulmi,shibashakti balbikas kendra
55169,babai 7 dang,dang,shibsakti prA vi kalitara
55170,belbash,pyuthan,shiddababa prA vi
55171,neware,pyuthan,shiddeshwori A vi neware
55172,kohalpur-8,banke,shikha academy kohalpur prA vi
55173,tulsipur,dang,shikha ebs
55174,adguri,arghakhanchi,shikhar A vi
55175,npj,banke,shining future academy
55176,kohalpur,banke,shining star em vi
55177,majhahatiya,arghakhanchi,shining star ebs
55178,"butwal-7, deepnagar",rupandehi,shining star english boarding vi
55179,khajura,banke,shining star montessori
55180,kothari,dang,shining sun beam education
55181,shishai,rupandehi,shishai mA vi
55182,butwal-4,rupandehi,shishu gyan kunj
55183,"gulmi darbar-6, gulmi",gulmi,shishu kalyan balbikas kendra
55184,ashwara,dang,shishu niketan ebs ashwara
55185,marchawari rural municipality,rupandehi,shiso semara A vi
55186,rehara,kapilbastu,shitala baks mA vi
55187,sitalabazar,bardiya,shitala mahila namuna prA vi
55188,pipari,kapilbastu,shiv adarsh english boarding vi
55189,tinau gaunpalika,palpa,shiv prA vi
55190,krishnanagar -12 hridaynagar,kapilbastu,shiv shakti aA viidyalay ramwapur
55191,thumahawa,rupandehi,shiv shakti english boarding vi
55192,suddhodhan,kapilbastu,shiva adharbhoot biddayalaya taranagar
55193,gaidhwa 5,rupandehi,shiva A vi
55194,"duduwa- 6, banke",banke,shiva ba bi ke bhangotana
55195,malika rural municipality 7 ghamir,gulmi,shiva balbikas kendra
55196,kaligandaki 7 bhurtung neta,gulmi,shiva A vi
55197,mudera,nawalparasi,shiva A vi
55198,bhaluhi,kapilbastu,shiva A vi
55199,uttar bhakari,bardiya,shiva A vi
55200,"runtigadhi-6, sapdanda",rolpa,shiva A vi sapdanda
55201,madhuwan,bardiya,shiva bidya sadan
55202,durgapur,bardiya,shiva durga mA vi
55203,"lungri-2, rolpa",rolpa,shiva jyoti prA vi
55204,pashupatinagar,bardiya,shiva jyoti prA vi
55205,arghakhanchi,arghakhanchi,shiva madan mA vi
55206,"bijaynagar   5,dalpur",kapilbastu,shiva mA vi
55207,germa,nawalparasi,shiva parwati A vi
55208,musikot,gulmi,shiva prA vi
55209,sandhikharka-6,arghakhanchi,shiva prA vi
55210,nayaguranspur,banke,shiva prA vi nayaguranspur
55211,sim ratipokhari,dang,shiva prA vi simratipokhari
55212,bangalachuli 1,dang,shiva prA vi khada
55213,ramuwadaha,kapilbastu,shiva prA vi
55214,susta,nawalparasi,shiva sambhu prA vi
55215,naubahini,pyuthan,shiva mA vi
55216,perani,banke,shiva shakti mA vi perani
55217,premnagar,banke,shiva shakti A vi
55218,hyapla,rukum purba,shiva shakti adha v
55219,khatang,palpa,shiva shakti A vi
55220,shivalaya mandir,rupandehi,shiva shakti A vi
55221,gulmidarbar,gulmi,shiva shakti balbikas kendra
55222,sarawal,nawalparasi,shiva shakti ebs
55223,gumchal,rolpa,shiva shakti ebs
55224,mayadevi,kapilbastu,shiva shakti english boarding vi
55225,dhanauri,dang,shiva shakti mA vi dhanauri
55226,bhauwanaka,dang,shiva shakti mA vi rajpur rm bhauwanaka
55227,bhuwari,rupandehi,shiva shakti prA vi
55228,okhate,arghakhanchi,shiva shakti prA vi
55229,bardiya,bardiya,shiva shakti prA vi
55230,madanpur,pyuthan,shiva shakti prA vi
55231,nisdi gaunpalika,palpa,shiva shankar prA vi
55232,musikot,gulmi,shiva shankar mA vi
55233,malarani-7,arghakhanchi,shiva shanti A vi
55234,dangsing,arghakhanchi,shivadaha mA vi
55235,"shivaraj-1, kapilvastu",kapilbastu,shivagadhi english vi
55236,bijgauri,kapilbastu,shivagadhi prA vi bijgauri kapilvastu
55237,susta,nawalparasi,shivaganga prA vi
55238,shugapa,kapilbastu,shivajeet english boarding vi
55239,"isma rm-5,thapakachaur,gulmi",gulmi,shivaji prA vi
55240,madelchaur,arghakhanchi,shivalaya ecd chhatradev
55241,"sunil smriti gaunpaliak-7, tewang",rolpa,shivalaya pra bi
55242,palta,kapilbastu,shivapur A vi
55243,shivraj,kapilbastu,shivapur english vi
55244,tilottama,rupandehi,shivapur mA vi
55245,shivraj mun dhankhola kapilvastu,kapilbastu,shivaraj A vi
55246,baghmarawa,kapilbastu,shivaraj children academy
55247,rudurpur,kapilbastu,shivaraj english boarding vi
55248,motipur,banke,shivashakti balbikash
55249,buddhabhumi,kapilbastu,shivashakti A vi gorusinghe
55250,dhairichour,arghakhanchi,shivashakti ecd chhatradev
55251,dhankot,pyuthan,shivashakti prathamik vi dhankot
55252,mathagadhi gaunpalika,palpa,shivawani A vi
55253,mathagadhi gaunpalika,palpa,shivdeep prA vi
55254,shivpuri,banke,shivpuri mA vi
55255,hardauna,kapilbastu,shivshakti english boarding vi
55256,saunri,banke,shivshakti prA vi saunri
55257,unwaiya,kapilbastu,shobha samudaik prA vi
55258,budhichaur,pyuthan,shramrani mA vi
55259,roshanpurwa,banke,shre nepal rastriya A vi roshanpurwa
55260,"kotahimai , 2 padrahawa   rupandehi",rupandehi,shree shreeram mA vi
55261,machhai,dang,shree babai english boarding vi
55262,butwal 4 rupandehi,rupandehi,shree laxmi mA vi
55263,baibanga,dang,shree ratri A vi
55264,padmpur yakali,dang,shree saraswati A vi
55265,bangalachuli,dang,shree A vi marpes
55266,sandhikharka,arghakhanchi,shree aadarsha A vi
55267,dhanchaur,pyuthan,shree aadhar A vi
55268,chhatradev,arghakhanchi,shree adarsha A vi
55269,yasodhara,kapilbastu,shree A viidyalaya purnihawa
55270,piparhawa,kapilbastu,shree A bidhhalay piparhawa
55271,chhoti  halbaldoli,banke,shree A vi choti halbaldoli
55272,pachehara,kapilbastu,shree A viiddyalaya katuwa
55273,arkhale,palpa,shree A vi
55274,gadhawa 5 kakrahawa,dang,shree A vi kakrahawa
55275,dandakateri,pyuthan,shree aishworya A vi
55276,marchawari rural municipality,rupandehi,shree amawa mA vi amawa
55277,bhurtung,gulmi,shree amrai balsikshya kendra
55278,"banganga-5, kopawa, kapilvastu",kapilbastu,shree annapurna vidhya mandir mA vi
55279,triveni,rolpa,shree araniko mA vi triveni nuwagaun rolpa
55280,resunga,gulmi,shree arjun prA vi
55281,arkha pyuthan,pyuthan,shree arkha mA vi gaumukhi arkha
55282,malika,gulmi,shree arkhawang mA vi
55283,kumaltar,pyuthan,shree aruna bhawanishwori A vi
55284,"shantinagar, dang",dang,shree b p koirala mA vi bayale simtara
55285,baijanath,banke,shree bp memorial mA vi
55286,baijanath,banke,shree bageshowary mA vi
55287,bhawangchaur,rolpa,shree bageshwari mA vi
55288,yashodhara,kapilbastu,shree bageshwari viddya mandir english boarding vi
55289,tigra,pyuthan,shree bagishwori mA vi
55290,arkha,pyuthan,shree baishmula prA vi
55291,bararukha,arghakhanchi,shree bal bikash A vi chhatradev
55292,risalchaur,rukum purba,shree bal janajagaran A vi
55293,kutedanda,pyuthan,shree bal jyoti ne raA vi
55294,dahabang,rolpa,shree bal jyoti prA vi bisaunichheda dahabang
55295,gulmi,gulmi,shree bal kalyan A vi
55296,semari,kapilbastu,shree bal kalyan prA vi
55297,"sunil smriit gaunpalika-8, dharakharka",rolpa,shree bal kalyan pra bi
55298,shivraj,kapilbastu,shree bal shikshya mA vi
55299,rainadevi chhahara gaunpalika,palpa,shree bal vinod aA vi
55300,shivraj,kapilbastu,shree balahansa sangabed sanskrit patshala
55301,balithum,gulmi,shree balithum narhari kandel mA vi
55302,gadhawa 6 balakhutti,dang,shree balkalyan aA vi balakhutti
55303,mayadevi rural municipality,kapilbastu,shree balkalyan A vi bargadwa
55304,dhoreni,rolpa,shree balkalyan model A vi triveni dhoreni rolpa
55305,yari kareti,rolpa,shree balkalyan mA vi triveni yari kareti rolpa
55306,maintapokhari,pyuthan,shree balklayan A vi
55307,pratappur-9 khairahani,nawalparasi,shree balmiki A vi
55308,"dhakabang,samnegaun",arghakhanchi,shree balshikshya mA vi
55309,bharaiya,banke,shree balshikshya mA vi
55310,machchhi,pyuthan,shree balsikshya mA vi
55311,mahadev,kapilbastu,shree baluhawa basic shool
55312,chautara,gulmi,shree bamgha basic level vi
55313,rurukshetra,gulmi,shree bamgha tahatim A vi
55314,khung thulabesi,pyuthan,shree baraha english boarding vi
55315,badachaur,rolpa,shree baraha kshetra mA vi lungri badachaur rolpa
55316,barahaneta,arghakhanchi,shree barahaneta A vi
55317,dangisharan,dang,shree A vi
55318,malahikhola,dang,shree A vi
55319,kapilbastu napa,kapilbastu,shree A vi sano bargadawa
55320,githepani fursekhali,dang,shree A vi githepani
55321,imiliya,kapilbastu,shree A vi imiliya purba
55322,sisne 2 lampakha,rukum purba,shree A vi lampakha
55323,vijayanagar,kapilbastu,shree A vi mayanari
55324,neulagunj,kapilbastu,shree A vi newalaganj
55325,duduwa,banke,shree A vi shivapuri
55326,vijayanagar,kapilbastu,shree A vi tharauli
55327,hardasdihawa,kapilbastu,shree A vi hardasdihawa
55328,belahiya gyan path,rupandehi,shree belahiya mA vi
55329,butwal-14,rupandehi,shree belbhariya A vi
55330,"resunga municipality -3,bhadgaun,gulmi",gulmi,shree bhadgaun mA vi
55331,padariya,kapilbastu,shree bhadra mA vi
55332,dhapkhola,dang,shree bhadrakshi devi A vi
55333,arbeni,gulmi,shree bhagawati A vi
55334,musikot,gulmi,shree bhagawati A vi
55335,chhatradev,arghakhanchi,shree bhagawati A vi
55336,pariwangadah,rolpa,shree bhagawati A vi
55337,mainihawa,kapilbastu,shree bhagawati A vi mainihawa
55338,arbeni,gulmi,shree bhagawati mA vi
55339,dahaban,rolpa,shree bhagawati mA vi triveni dahaban rolpa
55340,thulo bargadawa,kapilbastu,shree bhagwandas mA vi
55341,bhainsahi,rupandehi,shree bhainsahi mA vi
55342,rainadevi chhahara,palpa,shree bhairab navadeep mA vi
55343,arbeni,gulmi,shree bhairabpur A vi
55344,thulo lumpek dansinga,gulmi,shree bhanu A vi
55345,bajhbot  rolpa,rolpa,shree bhanu A vi triveni bajbot rolpa
55346,prasaduwa,dang,shree bhanu mA vi
55347,rurukshetra rural municipality,gulmi,shree bharek A vi
55348,gulmi,gulmi,shree bharse janasahayog mA vi
55349,bhartapur,kapilbastu,shree bhartapur bascic vi ward no
55350,rurukshetra,gulmi,shree bhatkuwa A vi
55351,bhawanipur,bardiya,shree bhawani A viidhyalay
55352,jaspur,pyuthan,shree bhawanishwori A vi
55353,bamgemarote,pyuthan,shree bhimsen A vi
55354,"lungri-4, rolp[a",rolpa,shree bijayashwari A vi lungri saldanda rolpa
55355,pratappur-3 bargadawa,nawalparasi,shree birendra A vi
55356,hekuli,dang,shree birendra mA vi
55357,gang,rolpa,shree birendra mA vi triveni gang rolpa
55358,dohani,kapilbastu,shree bishwa maitry A vi dohani
55359,"pratappur-1,nawalparasi",nawalparasi,shree bramha baba A vi jamuniya
55360,"krishnanagar-8, bahadurganj",kapilbastu,shree buddha academy
55361,khungai,rupandehi,shree buddha adarsh mA vi
55362,ganeshpur,banke,shree buddha e m mA vi baspark
55363,sainamaina,rupandehi,shree buddha english vi
55364,"resunga-4, gulmi",gulmi,shree buddha mA vi
55365,khorbari,palpa,shree buddha shanti samudayik viddhya mandir
55366,phoksing,gulmi,shree chaiya chalise A vi
55367,panthe,palpa,shree chandrodaya mA vi
55368,malika,gulmi,shree chhapahile mA vi
55369,musikot,gulmi,shree chhatra A vi
55370,"mayadevi rural municipality-01, pakadi,kapilvastu",kapilbastu,shree chhatrapali tirthadevi mA vi
55371,chisabang,pyuthan,shree chirayu mA vi
55372,singraha,kapilbastu,shree chuda kumari samudayik A vi
55373,baganaha,bardiya,shree chure mA vi
55374,arbeni,gulmi,shree dabhaukhani mA vi
55375,"baijanath rm chyama, banke",banke,shree dahit A vi
55376,rurukshetra,gulmi,shree damar saurdanda prA vi
55377,gulmidarbar,gulmi,shree deepjyoti A vi
55378,harmichaur,gulmi,shree deurali mA vi
55379,khadgakot,gulmi,shree deurali mA vi
55380,tallo malai,dang,shree deuti mA vi
55381,madhawanagar,kapilbastu,shree dev pratap mA vi
55382,shivanagar,kapilbastu,shree devi bidhya pith mA via
55383,"tansen - 2, palpa",palpa,shree devwani sanskrit tatha sadharan mA vi
55384,phoksing,gulmi,shree dipendra A vi
55385,chiddharaa,pyuthan,shree dipendra A vi
55386,rurukshetra,gulmi,shree dobata A vi
55387,khajura,banke,shree durba tara vidhya mandir vi
55388,nayamil tilottama,rupandehi,shree durga baidik sanskrit bidyapeeth
55389,chhapadanda,arghakhanchi,shree durga A vi
55390,bhurtung,gulmi,shree durga bhawan mA vi
55391,lamputali,rolpa,shree durga bhawani A vi triveni lamputalichaur rolpa
55392,barrohiya,kapilbastu,shree durga mai gurukul sanskrit vi
55393,bagahiya,kapilbastu,shree durgabhawani kanya mA vi
55394,shivrajnagarnagarpalika,kapilbastu,shree durgesh nandani A vi
55395,chudari pakhara,pyuthan,shree ekhna bhagawati prA vi
55396,gulmi,gulmi,shree eksing mA vi
55397,kushumba bazar,bardiya,shree ggn english medium vi
55398,nagawa,kapilbastu,shree gadul ganga A vi nagawa
55399,gair gatti,rupandehi,shree gair gatti ram dulare mishra mA vi
55400,gajedi,rupandehi,shree gajedi mA vi
55401,yogipokhara,palpa,shree ganapati secondray vi
55402,bangetal,rolpa,shree ganatantra A vi
55403,gandi,arghakhanchi,shree gandi A vi
55404,dhikaban,pyuthan,shree ganesh A vi
55405,upallo tiram,pyuthan,shree ganesh A vi
55406,butwal,rupandehi,shree ganesh gyanjyoti public mA vi
55407,tiram,pyuthan,shree ganesh mA vi
55408,"pratappur-5,basahiya",nawalparasi,shree ganesh mA vi basahiya
55409,"chiniyapokhari, charpala",gulmi,shree ganga A vi
55410,chutrabesi,arghakhanchi,shree ganga A vi
55411,bikramsota,arghakhanchi,shree ganga basics vi
55412,ratchaur,gulmi,shree ganga prA vi
55413,"rampur-8, palpa",palpa,shree ganga mA vi
55414,rainadevi chhahara gaupaika,palpa,shree ganga mA vi
55415,shikhra,arghakhanchi,shree gauri A vi
55416,banganga,kapilbastu,shree gauri bhawani mA vi
55417,"lungri-4, rolp[a",rolpa,shree gauri shankar mA vi lungri thulonamja rolpa
55418,sadwa,kapilbastu,shree gautam buddha A vi
55419,khadaicha,kapilbastu,shree gautam buddha A vi
55420,hastichaur,gulmi,shree gayatri bidhyapith
55421,resunga municipality,gulmi,shree ghorle mA vi
55422,baletaksar,gulmi,shree gnawa baletaksar mA vi
55423,gulmi,gulmi,shree gogalpur A vi
55424,"lungri-2, rolpa",rolpa,shree gokul mA vi lungri sirpa rolpa
55425,bansgadhi 9 machhagadh,bardiya,shree golden chisapani academy
55426,dumla,rolpa,shree govinda mA vi triveni dumla rolpa
55427,sunbang,rolpa,shree gurudaya mA vi
55428,deurali,gulmi,shree gwadi mA vi
55429,bhauka,dang,shree gyan jyoti A vi
55430,dharampur,nawalparasi,shree gyan jyoti A vi dharampur
55431,khaluwachis,dang,shree gyan jyoti prav
55432,dangisharan rural municipality ward no7 bogati dang,dang,shree gyan jyoti prA vi dangisharan bokati dang
55433,musikot,gulmi,shree gyanjyoti A vi
55434,harre,gulmi,shree gyanjyoti A vi
55435,pokharathok,palpa,shree gyanjyoti community vi public educational guthi
55436,arbeni,gulmi,shree gyanodaya A vi
55437,gulmi,gulmi,shree gyanodaya A vi
55438,basanta,bardiya,shree gyanodaya prA vi rajapur bardiya
55439,"tulsipur,balapur dang",dang,shree gyanodaya vi prA vi
55440,"ramgram, devgaung",nawalparasi,shree hansa gyan english vi ramgram fulwariya nawalparasi basupa
55441,chakarchauda,kapilbastu,shree hari bansha A vi
55442,rurukshetra,gulmi,shree harismriti A vi
55443,harmichour,gulmi,shree harmichour mA vi
55444,"lungri-2, rolpa",rolpa,shree hikmateshwor A vi lungri dulepani sirpa rolpa
55445,bhurtung,gulmi,shree himalaya A vi
55446,pelma,rukum purba,shree himalaya A vi
55447,khewase,rolpa,shree indreshwary mA vi
55448,baijanath,banke,shree ishwari mA vi h gaun
55449,"pratappur, guthi prasauni",nawalparasi,shree jan jagriti mA vi guthi parasauni
55450,jhimruk rm,pyuthan,shree jana bikash A vi
55451,baijanath,banke,shree jana jagaran A vi
55452,ruru-5,gulmi,shree jana jagaran prA vi
55453,satakhola,gulmi,shree jana jagriti A vi
55454,jugar,rolpa,shree jana jagriti mA vi triveni jugar rolpa
55455,gumchal,rolpa,shree jana jyoti mA vi lungri rolpa
55456,simpani,rolpa,shree jana kalyan mA vi triveni budhagaun rolpa
55457,rurukshetra,gulmi,shree jana sahayog saraswati A vi
55458,kunapani,rolpa,shree jana sudhar A vi kunapani
55459,"rampur, palpa",palpa,shree jana vikas mA vi
55460,rurukshetra,gulmi,shree janabodh mA vi
55461,musikot,gulmi,shree janajagirti mA vi
55462,ruru-5,gulmi,shree janajyoti A vi
55463,butwal-3,rupandehi,shree janajyoti A vi
55464,dhanchaur,pyuthan,shree janajyoti A vi
55465,saruwa,rolpa,shree janajyoti A vimadi saruwa rolpa
55466,rurukshetra,gulmi,shree janajyoti mA vi
55467,jang,rukum purba,shree janajyoti mA vi
55468,khadgakot,gulmi,shree janakalyan A vi
55469,aafardada,palpa,shree janakalyan A vi
55470,patihalna,pyuthan,shree janakalyan prA vi
55471,phoksing,gulmi,shree janakalyan mA vi
55472,maharajgunj,kapilbastu,shree janaki mA vi
55473,kotahimai,rupandehi,shree janaki mA vi
