school_id,Potential_School_Name,Potential_School_Name_transliterated,Potential_District_Name,Potential_District_Name_transliterated,Matched_District_Name,Assigned_District_Name
28273,खप्तडी आ वि,khaptaDI A vi,कैलाली,kailali,kailali,kailali
28274,सुखौरा प्रा वि,sukhaurA prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
28275,जनकल्याण मा वि,janakalyANa mA vi,रामेछाप,ramechapa,ramechapa,ramechapa
28276,दुर्गा आ वि,durgA A vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
28277,महंकाली आ वि,mahaMkAlI A vi,भोजपुर,bhojapura,bhojapura,bhojapura
28278,आ वि,A vi,सिरहा,siraha,siraha,siraha
28279,बाघभैरव आ वि,bAghabhairava A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28280,छुलेनिले प्रा वि,Chulenile prA vi,गोरखा,gorakha,gorakha,gorakha
28281,ज्योति आ वि,jyoti A vi,काभ्रेपलाञ्चोक,kabhrepala~nchoka,kabhrepala~nchoka,kabhrepala~nchoka
28282,हायूखोला आ वि,hAyUkholA A vi,काभ्रे,kabhre,kabhrepala~nchoka,kabhrepala~nchoka
28283,देउराली प्रा वि,deurAlI prA vi,तनहुँ,tanahu.n,tanahu.n,tanahu.n
28284,कुण्डलादेवी मा वि,kuNDalAdevI mA vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28285,धनसिरा मा वि,dhanasirA mA vi,गोरखा,gorakha,gorakha,gorakha
28286,जलकन्या मा वि,jalakanyA mA vi,गोर्खा,gorkha,gorakha,gorakha
28287,आधुनिक प्रा वि,Adhunika prA vi,रौतहट,rautahata,rautahata,rautahata
28288,सिद्धार्थ प्रा वि,siddhArtha prA vi,दाङ,da~na,da~nga,da~nga
28289,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
28290,शंकर प्रा वि,shaMkara prA vi,दाङ,da~na,da~nga,da~nga
28291,हरि ऊँ प्रा वि,hari U.N prA vi,दाङ,da~na,da~nga,da~nga
28292,सरस्वती प्रा वि,sarasvatI prA vi,दाङ,da~na,da~nga,da~nga
28293,भद्राक्षी देबी प्रा वि,bhadrAkShI debI prA vi,दाङ,da~na,da~nga,da~nga
28294,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
28295,जनश्रम सरस्वती आ वि,janashrama sarasvatI A vi,दाङ,da~na,da~nga,da~nga
28296,लक्ष्मी प्रा वि,lakShmI prA vi,भोजपुर,bhojapura,bhojapura,bhojapura
28297,सिद्धदेवी प्रा वि,siddhadevI prA vi,भोजपुर,bhojapura,bhojapura,bhojapura
28298,राष्ट्रिय मा वि,rAShTriya mA vi,कपिलबस्तु,kapilabastu,kapilavastu,kapilavastu
28299,नेपाल राष्ट्रिय जनता आ वि,nepAla rAShTriya janatA A vi,महोत्तरी,mahottari,mahottari,mahottari
28300,आ वि,A vi,चितवन,chitavana,chitavana,chitavana
28301,कृष्ण आ वि,kRRiShNa A vi,दैलेख,dailekha,dailekha,dailekha
28302,सिद्धबाबा आ वि,siddhabAbA A vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28303,नमूना प्रा वि,namUnA prA vi,बाँके,ba.nke,ba.nke,ba.nke
28304,महादेव आ वि,mahAdeva A vi,दार्चुला,darchula,darchula,darchula
28305,पुथा हिमालय मा वि,puthA himAlaya mA vi,पूर्व,purva,parvata,parvata
28306,अपिपथ प्रदर्शक मा वि,apipatha pradarshaka mA vi,दार्चुला,darchula,darchula,darchula
28307,शिव ज्योति प्रा वि,shiva jyoti prA vi,बर्दिया,bardiya,bardiya,bardiya
28308,सिद्धार्थ वौद्ध आ वि,siddhArtha vauddha A vi,रामेछाप,ramechapa,ramechapa,ramechapa
28309,दुर्गा प्रा वि,durgA prA vi,सल्यान,salyana,salyana,salyana
28310,शिव पार्वती आ वि,shiva pArvatI A vi,डडेल्धुरा,dadeldhura,dadeldhura,dadeldhura
28311,जनशक्ति आ वि,janashakti A vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28312,जनजागृति आ वि,janajAgRRiti A vi,सिन्धुली,sindhuli,sindhuli,sindhuli
28313,परमसिंहदेवी मा वि,paramasiMhadevI mA vi,ताप्लेजुङ,tapleju~na,tapleju~na,tapleju~na
28314,लोकतान्त्रिक आ वि,lokatAntrika A vi,सल्यान,salyana,salyana,salyana
28315,रैथाने मा वि,raithAne mA vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28316,मंगलादेवी आ वि,maMgalAdevI A vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
28317,नेपाल राष्टिय आ वि,nepAla rAShTiya A vi,बाँके,ba.nke,ba.nke,ba.nke
28318,पंचदेवल आ वि,paMchadevala A vi,दैलेख,dailekha,dailekha,dailekha
28319,पाङबोचे आ वि,pA~Naboche A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
28320,कृष्ण आ वि,kRRiShNa A vi,रामेछाप,ramechapa,ramechapa,ramechapa
28321,जयन्ती आ वि,jayantI A vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28322,नौलिङ्गेश्वरी आ वि,nauli~NgeshvarI A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28323,ऐश्वर्य आ वि,aishvarya A vi,पश्चिम,pashchima,rukuma pashchima,rukuma pashchima
28324,काली भूमे मा वि,kAlI bhUme mA vi,दोलखा,dolakha,dolakha,dolakha
28325,जलमुखी प्रा वि,jalamukhI prA vi,गोरखा,gorakha,gorakha,gorakha
28326,नारायण प्रा वि,nArAyaNa prA vi,बारा,bara,bara,bara
28327,नारायण आ वि,nArAyaNa A vi,जुम्ला,jumla,jumla,jumla
28328,जनज्योति आ वि,janajyoti A vi,गोरखा,gorakha,gorakha,gorakha
28329,दिपेन्द्र आ वि,dipendra A vi,पश्चिम,pashchima,rukuma pashchima,rukuma pashchima
28330,भैरव आ वि,bhairava A vi,डोल्पा,dolpa,dolpa,dolpa
28331,कालिकादेवी प्रा वि,kAlikAdevI prA vi,रसुवा,rasuva,rasuva,rasuva
28332,अर्गल प्रा वि,argala prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
28333,ध्रुवज्योती आ वि,dhruvajyotI A vi,संखुवसभा,samkhuvasabha,samkhuvasabha,samkhuvasabha
28334,चण्डेश्वरी आ वि,chaNDeshvarI A vi,गोरखा,gorakha,gorakha,gorakha
28335,शिवादह मा वि,shivAdaha mA vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28336,नबचन्द्रज्योति आ वि,nabachandrajyoti A vi,पश्चिम,pashchima,rukuma pashchima,rukuma pashchima
28337,हाङमारानी आ वि,hA~NamArAnI A vi,संखुवासभा,samkhuvasabha,samkhuvasabha,samkhuvasabha
28338,जनविकास मा वि,janavikAsa mA vi,पश्चिम,pashchima,rukuma pashchima,rukuma pashchima
28339,सोनफी प्रा वि,sonaphI prA vi,सर्लाही,sarlahi,sarlahi,sarlahi
28340,बालकल्याण आ वि,bAlakalyANa A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28341,भुवनेश्वरी आ वि,bhuvaneshvarI A vi,बैतडी,baitadi,baitadi,baitadi
28342,शान्ती प्रकाश आ वि,shAntI prakAsha A vi,बैतडी,baitadi,baitadi,baitadi
28343,अमर ज्याेति मा वि,amara jyAeti mA vi,बाँके,ba.nke,ba.nke,ba.nke
28344,भवानी मा वि,bhavAnI mA vi,दार्चुला,darchula,darchula,darchula
28345,बनदेवी आ वि,banadevI A vi,नुवाकोट,nuvakota,nuvakota,nuvakota
28346,कफलकट्टेश्वर आ वि,kaphalakaTTeshvara A vi,डोटी,doti,doti,doti
28347,कामधेनु मा वि,kAmadhenu mA vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
28348,गौतम आ वि,gautama A vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28349,जनइच्छा आ वि,janaichChA A vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28350,जनता मा वि,janatA mA vi,सर्लाही,sarlahi,sarlahi,sarlahi
28351,ज्योती प्रा वि,jyotI prA vi,झापा,jhapa,jhapa,jhapa
28352,रामकृष्ण आ वि,rAmakRRiShNa A vi,लमजुङ,lamaju~na,lamaju~na,lamaju~na
28353,गणेश आ वि,gaNesha A vi,दोलखा,dolakha,dolakha,dolakha
28354,बालविकास आ वि,bAlavikAsa A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
28355,साहुमारा आ वि,sAhumArA A vi,ललितपुर,lalitapura,lalitapura,lalitapura
28356,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
28357,सूर्यज्याेति प्रा वि,sUryajyAeti prA vi,गोरखा,gorakha,gorakha,gorakha
28358,नेपाल राष्टिय आ वि,nepAla rAShTiya A vi,संखुवासभा,samkhuvasabha,samkhuvasabha,samkhuvasabha
28359,श्री चन्द्री देवी आ वि,shrI chandrI devI A vi,सिरहा,siraha,siraha,siraha
28360,रा प्रा वि,rA prA vi,चितवन,chitavana,chitavana,chitavana
28361,भैरबनाथ प्रा वि,bhairabanAtha prA vi,दैलेख,dailekha,dailekha,dailekha
28362,सूर्यज्योति मा वि,sUryajyoti mA vi,लमजुङ,lamaju~na,lamaju~na,lamaju~na
28363,शहिद स्मृति मा वि,shahida smRRiti mA vi,रामेछाप,ramechapa,ramechapa,ramechapa
28364,चनदेवी प्रा वि,chanadevI prA vi,ललितपुर,lalitapura,lalitapura,lalitapura
28365,इच्छा आ वि,ichChA A vi,गोरखा,gorakha,gorakha,gorakha
28366,ईश्वरीमाला आ वि,IshvarImAlA A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28367,दुर्गमस्थली आ वि,durgamasthalI A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28368,सरस्वती आ वि,sarasvatI A vi,संखुवासभा,samkhuvasabha,samkhuvasabha,samkhuvasabha
28369,श्री सुर्यादय मा वि,shrI suryAdaya mA vi,कपिलबस्तु,kapilabastu,kapilavastu,kapilavastu
28370,विष्णु जनज्योति मा वि,viShNu janajyoti mA vi,रामेछाप,ramechapa,ramechapa,ramechapa
28371,नेत्र आ वि,netra A vi,रोल्पा,rolpa,rolpa,rolpa
28372,महान शहिद जन प्रा वि,mahAna shahida jana prA vi,सप्तरी,saptari,saptari,saptari
28373,काँक्राखोर आ वि,kA.NkrAkhora A vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
28374,सातधारा आ वि,sAtadhArA A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28375,मिलनेश्वरी आ वि,milaneshvarI A vi,रामेछाप,ramechapa,ramechapa,ramechapa
28376,जनता आ वि,janatA A vi,बाँके,ba.nke,ba.nke,ba.nke
28377,पर्वत मा वि,parvata mA vi,पूर्व,purva,parvata,parvata
28378,जनता आ वि,janatA A vi,सिरहा,siraha,siraha,siraha
28379,गोरखनाथ आ वि,gorakhanAtha A vi,पूर्व,purva,parvata,parvata
28380,नेपाल आ वि,nepAla A vi,दैलेख,dailekha,dailekha,dailekha
28381,महेन्द्र मा वि,mahendra mA vi,मकवानपुर,makavanapura,makavanapura,makavanapura
28382,ग्रामदेवता आ वि,grAmadevatA A vi,सप्तरी,saptari,saptari,saptari
28383,सूर्यकीरण आ वि,sUryakIraNa A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28384,शान्ति आ वि,shAnti A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
28385,श्रृजना आ वि,shrRRijanA A vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28386,जनकल्याण प्रा वि,janakalyANa prA vi,रुपदेन्ही,rupadenhi,rupandehi,rupandehi
28387,नवज्योति आ वि,navajyoti A vi,सुनसरी,sunasari,sunasari,sunasari
28388,जनजागृती प्रा वि,janajAgRRitI prA vi,गोर्खा,gorkha,gorakha,gorakha
28389,नेपाल राष्ट्रिय आ वि,nepAla rAShTriya A vi,पर्सा,parsa,parsa,parsa
28390,पृथ्वी आ वि,pRRithvI A vi,पश्चिम,pashchima,rukuma pashchima,rukuma pashchima
28391,रा प्रा वि,rA prA vi,महोत्तरी,mahottari,mahottari,mahottari
28392,वलेवाङ्ग आ वि,valevA~Nga A vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28393,पकवादी भञ्ज्याङ मा वि,pakavAdI bha~njyA~Na mA vi,स्याङजा,sya~naja,sya~ngaja,sya~ngaja
28394,जनचेतना प्रा वि,janachetanA prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
28395,नेपाल राष्टिय प्रा वि,nepAla rAShTiya prA vi,पार्सा,parsa,parsa,parsa
28396,कनरा नि मा विा वि,kanarA ni mA viA vi,कैलाली,kailali,kailali,kailali
28397,श्री आ वि,shrI A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28398,भगवती आ वि,bhagavatI A vi,पाल्पा,palpa,palpa,palpa
28399,शहिद गंगालाल प्रा वि,shahida gaMgAlAla prA vi,डोल्पा,dolpa,dolpa,dolpa
28400,नेपाल राष्ट्रिय प्रा वि,nepAla rAShTriya prA vi,पर्सा,parsa,parsa,parsa
28401,जुवाला आ वि,juvAlA A vi,पश्चिम,pashchima,rukuma pashchima,rukuma pashchima
28402,ने रा प्रा वि,ne rA prA vi,बाँके,ba.nke,ba.nke,ba.nke
28403,देवकोटा आ वि,devakoTA A vi,इलाम,ilama,ilama,ilama
28404,सिरिसे मा वि,sirise mA vi,इलाम,ilama,ilama,ilama
28405,जनता कल्याण आ वि,janatA kalyANa A vi,इलाम,ilama,ilama,ilama
28406,मूल्चोक राष्ट्रिय आ वि,mUlchoka rAShTriya A vi,इलाम,ilama,ilama,ilama
28407,महाराजथान आ वि,mahArAjathAna A vi,मोरङ,mora~na,mora~na,mora~na
28408,जनता आ वि,janatA A vi,इलाम,ilama,ilama,ilama
28409,तिल्पुङ्ग आ वि,tilpu~Nga A vi,इलाम,ilama,ilama,ilama
28410,जागेश्वरी आ वि,jAgeshvarI A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28411,सेमरा आ वि,semarA A vi,रुपन्देही,rupandehi,rupandehi,rupandehi
28412,सूर्यनारायण रा प्रा वि,sUryanArAyaNa rA prA vi,महोत्तरी,mahottari,mahottari,mahottari
28413,तारा आ वि,tArA A vi,तनहुँँ,tanahu.n.n,tanahu.n,tanahu.n
28414,राईढुंगा आ वि,rAIDhuMgA A vi,कालिकोट,kalikota,kalikota,kalikota
28415,घर्तिश्वरा आ वि,ghartishvarA A vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28416,बनशक्ति प्रा वि,banashakti prA vi,पर्सा,parsa,parsa,parsa
28417,महाँकाली प्रा वि,mahA.NkAlI prA vi,काभ्रेपलाञ्चोक,kabhrepala~nchoka,kabhrepala~nchoka,kabhrepala~nchoka
28418,मस्याङ्दी प्रा वि,masyA~NdI prA vi,गोरखा,gorakha,gorakha,gorakha
28419,अन्वाडी आ वि,anvADI A vi,डोटी,doti,doti,doti
28420,कंकाली प्रा वि,kaMkAlI prA vi,मकवानपुर,makavanapura,makavanapura,makavanapura
28421,देउराली प्रा वि,deurAlI prA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
28422,जालपादेवी आ वि,jAlapAdevI A vi,कालिकोट,kalikota,kalikota,kalikota
28423,ज्योति आ वि,jyoti A vi,इलाम,ilama,ilama,ilama
28424,जन सिद्ध आ वि,jana siddha A vi,इलाम,ilama,ilama,ilama
28425,सार्वजानिक आ वि,sArvajAnika A vi,इलाम,ilama,ilama,ilama
28426,नव सिर्जना आ वि,nava sirjanA A vi,इलाम,ilama,ilama,ilama
28427,मा वि,mA vi,धनुषा,dhanusha,dhanusha,dhanusha
28428,मा वि,mA vi,धनुषा,dhanusha,dhanusha,dhanusha
28429,आदर्श सिद्ध आ वि,Adarsha siddha A vi,इलाम,ilama,ilama,ilama
28430,अंशुवर्मा आ वि,aMshuvarmA A vi,इलाम,ilama,ilama,ilama
28431,बालमन्दिर आ वि,bAlamandira A vi,इलाम,ilama,ilama,ilama
28432,हियालाल आ वि,hiyAlAla A vi,सप्तरी,saptari,saptari,saptari
28433,भगवती राप्रा वि,bhagavatI rAprA vi,धनुषा,dhanusha,dhanusha,dhanusha
28434,दुम्सी नि मा विा वि,dumsI ni mA viA vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28435,शारदा सदन प्रा वि,shAradA sadana prA vi,लम्जुङ,lamju~na,lamaju~na,lamaju~na
28436,देउराली आ वि,deurAlI A vi,सोलुखुम्वु,solukhumvu,solukhumbu,solukhumbu
28437,पाल्ही भगवती आ वि,pAlhI bhagavatI A vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
28438,मणिकण्ठेश्वरी आ वि,maNikaNTheshvarI A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28439,दियालो नि मा विा वि,diyAlo ni mA viA vi,इलाम,ilama,ilama,ilama
28440,शान्ति मा वि,shAnti mA vi,अछाम,achama,achama,achama
28441,त्रिभुवन आ वि,tribhuvana A vi,इलाम,ilama,ilama,ilama
28442,नेपाल राष्ट्रिय नि मा विा वि,nepAla rAShTriya ni mA viA vi,पर्सा,parsa,parsa,parsa
28443,गौतमवुद्ध आ वि,gautamavuddha A vi,संखुवासभा,samkhuvasabha,samkhuvasabha,samkhuvasabha
28444,आर्य आ वि,Arya A vi,सुनसरी,sunasari,sunasari,sunasari
28445,जनता आ वि,janatA A vi,कपिलवस्तु,kapilavastu,kapilavastu,kapilavastu
28446,नेपाल राष्ट्रिय प्रा वि,nepAla rAShTriya prA vi,पर्सा,parsa,parsa,parsa
28447,रत्न आ वि,ratna A vi,गोरखा,gorakha,gorakha,gorakha
28448,अरुणोदय मा वि,aruNodaya mA vi,रामेछाप,ramechapa,ramechapa,ramechapa
28449,आ वि,A vi,रौतहट,rautahata,rautahata,rautahata
28450,पञ्चकन्या भगवती आ वि,pa~nchakanyA bhagavatI A vi,भोजपुर,bhojapura,bhojapura,bhojapura
28451,नेपाल राष्ट्रिय आ वि,nepAla rAShTriya A vi,बारा,bara,bara,bara
28452,सिद्धदीप आ वि,siddhadIpa A vi,बैतडी,baitadi,baitadi,baitadi
28453,रम्भादेवी माता आ वि,rambhAdevI mAtA A vi,पर्वत,parvata,parvata,parvata
28454,जन सेवा प्रा वि,jana sevA prA vi,पर्वत,parvata,parvata,parvata
28455,बाजुङ्ग आ वि,bAju~Nga A vi,पर्वत,parvata,parvata,parvata
28456,गुजर मा वि,gujara mA vi,बैतडी,baitadi,baitadi,baitadi
28457,खड्ग देवी मा वि,khaDga devI mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
28458,ज्वला प्रा वि,jvalA prA vi,लम्जुङ,lamju~na,lamaju~na,lamaju~na
28459,जन जागृति आ वि,jana jAgRRiti A vi,पर्वत,parvata,parvata,parvata
28460,घुरुङ्गा प्रा वि,ghuru~NgA prA vi,पर्वत,parvata,parvata,parvata
28461,मातृ शिशु कल्याण प्रा वि,mAtRRi shishu kalyANa prA vi,पर्वत,parvata,parvata,parvata
28462,शिशु निकेतन सामुदायिक आ वि,shishu niketana sAmudAyika A vi,पर्वत,parvata,parvata,parvata
28463,कृष्ण आ वि,kRRiShNa A vi,पर्वत,parvata,parvata,parvata
28464,थामे आ वि,thAme A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
28465,पञ्च आ वि,pa~ncha A vi,कालीकोट,kalikota,kalikota,kalikota
28466,महेन्द्र ज्योति प्रा वि,mahendra jyoti prA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
28467,बटैराज प्रा वि,baTairAja prA vi,बैतडी,baitadi,baitadi,baitadi
28468,शारदा आ वि,shAradA A vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
28469,अरनिको जनता आ वि,araniko janatA A vi,सर्लाही,sarlahi,sarlahi,sarlahi
28470,सुन्दरी देवी प्रा वि,sundarI devI prA vi,लमजुङ,lamaju~na,lamaju~na,lamaju~na
28471,छौडे आ वि,ChauDe A vi,दोलखा,dolakha,dolakha,dolakha
28472,माझ खर्क प्रा वि,mAjha kharka prA vi,वाग्लुङ,vaglu~na,bagalu~na,bagalu~na
28473,हुनैनाथ प्रा वि,hunainAtha prA vi,बैतडी,baitadi,baitadi,baitadi
28474,सिद्ध प्रा वि,siddha prA vi,पर्वत,parvata,parvata,parvata
28475,नेपाल राष्टिय आ वि,nepAla rAShTiya A vi,जाजरकोट,jajarakota,jajarakota,jajarakota
28476,विरेन्द्रशाली प्रा वि,virendrashAlI prA vi,लम्जुङ,lamju~na,lamaju~na,lamaju~na
28477,विपी आ वि,vipI A vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28478,राष्टिय आ वि,rAShTiya A vi,चितवन,chitavana,chitavana,chitavana
28479,हरीहर आ वि,harIhara A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28480,नृसिंह आ वि,nRRisiMha A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28481,सिदद्यकाली मा वि,sidadyakAlI mA vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28482,असिने आ वि,asine A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28483,शारदा आ वि,shAradA A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28484,गणेश आ वि,gaNesha A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28485,मुनारत्न आ वि,munAratna A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28486,जनता आ वि,janatA A vi,उदयपुर,udayapura,udayapura,udayapura
28487,शारदा आ वि,shAradA A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28488,सरस्वती आ वि,sarasvatI A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28489,धनजीत नि मा विा वि,dhanajIta ni mA viA vi,सुनसरी,sunasari,sunasari,sunasari
28490,कालिका आ वि,kAlikA A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28491,बौद्धि देवी प्रा वि,bauddhi devI prA vi,रौतहट,rautahata,rautahata,rautahata
28492,वीरेन्द्र प्रा वि,vIrendra prA vi,सर्लाही,sarlahi,sarlahi,sarlahi
28493,आ वि,A vi,बाँके,ba.nke,ba.nke,ba.nke
28494,अरनिको आ वि,araniko A vi,मकवानपुर,makavanapura,makavanapura,makavanapura
28495,गौरीशंकर प्रा वि,gaurIshaMkara prA vi,गुल्मी,gulmi,gulmi,gulmi
28496,गौरीशंकर आ वि,gaurIshaMkara A vi,कास्की,kaski,kaski,kaski
28497,कमलसा आ वि,kamalasA A vi,कञ्चनपुर,ka~nchanapura,ka~nchanapura,ka~nchanapura
28498,आरुभञ्ज्याङ्ग आ वि,Arubha~njyA~Nga A vi,ओखलढुंगा,okhaladhumga,okhaladhu~nga,okhaladhu~nga
28499,सन्सारीमाई मा वि,sansArImAI mA vi,सिन्धुपाल्चोक,sindhupalchoka,sindhupalchoka,sindhupalchoka
28500,दिव्य प्रा वि,divya prA vi,दाङ,da~na,da~nga,da~nga
28501,श्री राम मा वि,shrI rAma mA vi,बाँके,ba.nke,ba.nke,ba.nke
28502,महेन्द्र मा वि,mahendra mA vi,सुनसरी,sunasari,sunasari,sunasari
28503,श्री बासुदेव नि मा विा वि,shrI bAsudeva ni mA viA vi,कपिलबस्तु,kapilabastu,kapilavastu,kapilavastu
28504,नेपाल राष्ट्रिय आ वि,nepAla rAShTriya A vi,पर्सा,parsa,parsa,parsa
28505,भुमिराज मा वि,bhumirAja mA vi,डडेल्धुरा,dadeldhura,dadeldhura,dadeldhura
28506,सेतीदेवी प्रा वि,setIdevI prA vi,दोलखा,dolakha,dolakha,dolakha
28507,मंगलमय नेपालतारा प्रा वि,maMgalamaya nepAlatArA prA vi,वागलुङ,vagalu~na,bagalu~na,bagalu~na
28508,सुन्तलाचौर मा वि,suntalAchaura mA vi,बगलुङ,bagalu~na,bagalu~na,bagalu~na
28509,टाकतिलकपुर मा वि,TAkatilakapura mA vi,बैतडी,baitadi,baitadi,baitadi
28510,टिमुरेघाट प्रा वि,TimureghATa prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
28511,मनुष्यमारा पश्चिम प्रा वि,manuShyamArA pashchima prA vi,सर्लाही,sarlahi,sarlahi,sarlahi
28512,श्री बटुकी प्रा वि,shrI baTukI prA vi,गोर्खा,gorkha,gorakha,gorakha
28513,गंगेश्वर प्रा वि,gaMgeshvara prA vi,डडेेल्धुरा,dadeeldhura,dadeldhura,dadeldhura
28514,नेपाल राष्ट्रिय आ वि,nepAla rAShTriya A vi,बर्दिया,bardiya,bardiya,bardiya
28515,नारायण आ वि,nArAyaNa A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28516,शनिश्चरे आ वि,shanishchare A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28517,सार्वजनिक आ वि,sArvajanika A vi,मोरङ,mora~na,mora~na,mora~na
28518,विपी आ वि,vipI A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28519,धनजित आ वि,dhanajita A vi,सुनसरी,sunasari,sunasari,sunasari
28520,नागेश्वरी आ वि,nAgeshvarI A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28521,गढदेव आ वि,gaDhadeva A vi,सुनसरी,sunasari,sunasari,sunasari
28522,त्रिभुवन मा वि,tribhuvana mA vi,डोटी,doti,doti,doti
28523,इसिबू मा वि,isibU mA vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28524,ताल बराही आ वि,tAla barAhI A vi,कास्की,kaski,kaski,kaski
28525,नेपाल राष्टिय प्रा वि,nepAla rAShTiya prA vi,पर्सा,parsa,parsa,parsa
28526,नमुना ज्योति आ वि,namunA jyoti A vi,पाँचथर,pa.nchathara,ka~nchanapura,ka~nchanapura
28527,ग्रे आ वि,gre A vi,रसुवा,rasuva,rasuva,rasuva
28528,शिव आ वि,shiva A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28529,सिद्धेश्वर आ वि,siddheshvara A vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28530,युवा जनसहभागिता आ वि,yuvA janasahabhAgitA A vi,धनकुटा,dhanakuta,dhanakuta,dhanakuta
28531,जनता मा वि,janatA mA vi,सुनसरी,sunasari,sunasari,sunasari
28532,वालमकर मा वि,vAlamakara mA vi,तेह्रथुम,tehrathuma,tehrathuma,tehrathuma
28533,सुरुङ्गे प्रा वि,suru~Nge prA vi,धनकुटा,dhanakuta,dhanakuta,dhanakuta
28534,जनता शिव आ वि,janatA shiva A vi,जुम्ला,jumla,jumla,jumla
28535,वतासे आ वि,vatAse A vi,धादिङ,dhadi~na,dhadi~nga,dhadi~nga
28536,शम्भु आ वि,shambhu A vi,अर्घाखाँची,arghakha.nchi,arghakha.nchi,arghakha.nchi
28537,प्रगति मा वि,pragati mA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
28538,आ वि,A vi,धनुषा,dhanusha,dhanusha,dhanusha
28539,वाल प्रतिभा प्रा वि,vAla pratibhA prA vi,पर्वत,parvata,parvata,parvata
