school_id_A,school_id_B,Potential_School_Name_transliterated,modified_name_transliterated,district,district_A,Fuzzy_match_score,Match_Type
3004,5660,batasachulidevi pra vi,batas chule devi pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
3005,51124,darlamadamda ma vi,darlamdada ma vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
3007,42260,krrishna pra vi,krishna pra vi,lamjung,lamjung,3.0,"District: complete, School level: complete, Root name: complete"
3012,51028,chandraprabha ma vi,chandra prabha ma vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2977,43006,pashupati a vi,pashupati a vi,manang,manang,3.0,"District: complete, School level: complete, Root name: complete"
2974,32692,jana jagrriti pra vi,jana jagriti pra vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2940,54509,radhakrrishna pra vi,radhakrishna pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2973,52144,janashakti pra vi,jana shakti pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2943,4361,vala siddha ma vi,balsiddha ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2944,4516,bhanu ma vi,bhanu ma vi,manang,manang,3.0,"District: complete, School level: complete, Root name: complete"
2945,35087,kailasha pra vi,pra vi kailash,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2946,52630,malika pra vi,kalika pra vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2950,37155,shrrrijana pra vi,srijana pra vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2952,22893,nepala rashtriya ma vi,nepal rastriya ma vi,bara,bara,3.0,"District: complete, School level: complete, Root name: complete"
2955,51321,dobhana ma vi,dobhan ma vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2958,55946,siddheshvari pra vi,siddheshwori pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2959,35010,phula devi pra vi,phool devi pra vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2960,54918,sarasvati pra vi,saraswati pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2961,3968,bhumeshvari pra vi,bhumeshwori pra vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2962,22854,nepala rashtriya a vi,nepal rastriya a vi,bara,bara,3.0,"District: complete, School level: complete, Root name: complete"
2967,41751,janakalyana ma vi,jana kalyan ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2968,41140,diyalo a vi,diyalo a vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2970,33939,maharudra a vi,maharudra a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2971,43461,sarashvati pra vi,saraswati pra vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2972,41819,jana ma vi,jana ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2845,51222,devi prabhava ma vi,devi prabhav ma vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2843,12399,janakalyana pra vi,jana kalyan pra vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2678,51572,gorakhanatha a vi,gorakh nath a vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2730,54520,rainadevi pra vi,raina devi pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2721,4204,bakreka a vi,bakrek a vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2722,42632,matrribhumi janaprakasha pra vi,matri bhumi jana prakash pra vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2723,467,amarajyoti a vi,amar jyoti a vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2725,4914,chitu~na a vi,chitung a vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2726,42101,kalika ma vi,kalika ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2727,43547,satyashila ma vi,satya shila ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2728,71003,dharmadhara ma vi,dharmaghar ma vi,baitadi,baitadi,3.0,"District: complete, School level: complete, Root name: complete"
2729,54846,sarasvati a vi,saraswati a vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2733,53988,nepala rashtiya ma vi,nepal rastriya ma vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2842,34051,manarupi ma vi,manarupee ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2741,42205,khadgakali ma vi,khadgakali ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2742,3862,bhanu ma vi,bhanu ma vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2744,41796,janapriya ma vi,jana priya ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2746,5982,buddhivikasa pra vi,buddhi bikash pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2751,35683,sarasvati a vi,saraswati a vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2752,454,amala bha~nya~na ma vi,amala bhanjyang ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2754,4103,amvika ma vi,ambika ma vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2755,41709,janajyoti a vi,jana jyoti a vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2720,53015,madanadevi pra vi,madana devi pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2719,72665,manialeka ma vi,manilek ma vi,baitadi,baitadi,3.0,"District: complete, School level: complete, Root name: complete"
2718,72834,nagachamna ma vi,nagarchan ma vi,baitadi,baitadi,3.0,"District: complete, School level: complete, Root name: complete"
2717,52404,janata pra vi,janata pra vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2679,54462,prrithvi prakasha ma vi,prithivi prakash ma vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2682,33130,kalidevi a vi,kalidevi a vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2683,36068,sharada ma vi,sharada ma vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2686,52283,janapriya ma vi,janapriya ma vi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
2688,43209,ramarajya pra vi,ramrajya pra vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2689,4106,amilithuma a vi,amilithum a vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2690,42147,kamala a vi,kamal a vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2693,41840,janahita ma vi,janahit ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2694,43143,purnamrrita bhavani ma vi,purnamrit bhawani ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2695,5635,vasanta a vi,basanta a vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2696,52598,kalika a vi,kalika a vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2700,4483,bhagavati u ma vi,bhagawati ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2701,41502,shivalaya ma vi,himalaya ma vi,parbat,parbat,3.0,"District: complete, School level: complete, Root name: complete"
2704,43590,shalija ma vi,shalija ma vi,parbat,parbat,3.0,"District: complete, School level: complete, Root name: complete"
2713,5774,bhavani pra vi,bhawani pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2715,5168,amara pra vi,amar pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2716,5560,balakanya bhagavati a vi,balkanya bhagawati a vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2756,53871,nava kirana pra vi,navakiran pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2757,41840,janahita ma vi,janahit ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2759,41941,janata pra vi,janata pra vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2806,2343,bagamati ma vi,bagmati ma vi,sarlahi,sarlahi,3.0,"District: complete, School level: complete, Root name: complete"
2808,32937,jaru~na simatara a vi,jarung simtar a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2810,52750,kisana pra vi,kishan pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2812,35726,sarasvati vidyagrriha ma vi,saraswati bidyagriha ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2813,33581,kundaladevi ma vi,kundala devi ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2815,41237,galkota ma vi,galkot ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2817,5610,baraha pra vi,baraha pra vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2818,5536,balahita pra vi,balhit pra vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2819,32980,jivanapura kulachandra a vi,jiwanpur kulchandra a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2821,3144,amara adarsha ma vi,amar adarasha ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2826,42479,mahalakshmi ma vi,mahalaxmi ma vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2827,41703,janajyoti a vi,jana jyoti a vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2828,42820,navadurga a vi,nawadurga a vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2829,54537,rakamadevi a vi,rakama devi a vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2832,51806,himalaya a vi,himalaya a vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2836,31674,dhuvakota pra vi,dhuwakot pra vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2837,33588,kunneshvari a vi,kunneshwari a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2838,52271,janapriya a vi,janapriya a vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2807,32451,hindu~nga a vi,hindung a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2802,42244,kotakota a vi,kotakot a vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2761,41819,janata ma vi,jana ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2792,35471,rupa narayana ma vi,rup narayan ma vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2762,43951,kolma barahachaura ma vi,shree kolma barahchaur ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
2763,4639,vijaya bhavani ma vi,bijaya bhawani ma vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2764,41610,jalakanya pra vi,jal kanya pra vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2765,41608,jalakanya devi pra vi,jal kanya devi pra vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2767,41715,jivanajyoti pra vi,jana jyoti pra vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2768,5906,bramhavishnu a vi,bramha bishnu a vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2771,34883,pa~nchakanya ma vi,panchakanya ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2774,42900,nimela pra vi,nimel pra vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2775,1308,baguva pra vi,baguwa pra vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2776,11663,gauri pra vi,gauri pra vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2777,11661,gaurigamja ma vi,gauri ganj ma vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2779,51100,dadra pra vi,dadra pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2780,52297,janaseva pra vi,janasewa pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2781,32177,guheshvari ma vi,guheshwori ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
2784,51976,jana jagrrita a vi,jana jagrit a vi,nawalparasi,nawalparasi,3.0,"District: complete, School level: complete, Root name: complete"
2785,31948,gamgajamuna a vi,ganga jamuna a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2786,34949,pashupati ma vi,pashupati ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2351,31734,do~nadena devi ma vi,dongden devi ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
3013,36879,siddhi kamala devi ma vi,shree siddhi kamala devi ma vi,sindhupalchok,sindhupalchok,3.0,"District: complete, School level: complete, Root name: complete"
2174,35738,sarasvati ma vi,saraswati ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2090,35154,pragati shiksha sadana ma vi,pragati shiksha sadan ma vi,lalitpur,lalitpur,3.0,"District: complete, School level: complete, Root name: complete"
2135,13918,muchi pra vi,mechi pra vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2058,33908,mahakali ma vi,mahakali ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2236,14957,ramajanaki a vi,ram janaki a vi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
2238,41415,jana jyoti ma vi,gyan jyoti ma vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2059,33325,kanti bhairava ma vi,kanti bhairab ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
2241,52653,kalyana pra vi,kalyan pra vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2242,55036,satyadevi a vi,satya devi a vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2061,43447,sarashvati ma vi,saraswati ma vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2243,3113,ajada ma vi,ajad ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2297,12226,jalapa a vi,jalpa a vi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
2296,36042,shanti niketana ma vi,shanti niketan ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2245,44169,siddha baraha u ma vi,siddha baraha ma vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2294,54058,nepala rashtriya ma vi,nepal rastriya ma vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2129,37702,vidyarthi niketana ma vi,vidyarthi niketan ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2128,72047,kalika pra vi,kalika pra vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2054,55390,shri durga bhavana ma vi,shree durga bhawan ma vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2303,51775,hatiya pra vi,hatiya pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2139,12162,jalakanya a vi,jalakanya a vi,taplejung,taplejung,3.0,"District: complete, School level: complete, Root name: complete"
2147,4138,annapurna pra vi,annapurna pra vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2313,51858,indira ma vi,indira ma vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2312,41079,dhaulashri ma vi,dhaulashree ma vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2311,4588,bhuka deurali ma vi,bhuka deurali ma vi,parbat,parbat,3.0,"District: complete, School level: complete, Root name: complete"
2150,3341,bagehini ma vi,bagehini ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2310,35776,usarasvati ma vi,saraswati ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2149,33405,katu~nje a vi,katunje a vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2051,3338,badri vishala ma vi,badri bisal ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2235,1565,a vi,a vi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
2230,31104,bode ma vi,bode ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2232,34948,pashupati pra vi,pashupati pra vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
2307,54255,parvati a vi,parwati a vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2233,5334,bahrakhora a vi,bahakor a vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2140,1223,araniko ma vi,araniko ma vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2306,51506,gautama buddha a vi,gautam buddha a vi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
2247,56266,tilottama ma vi,tilottama ma vi,palpa,palpa,3.0,"District: complete, School level: complete, Root name: complete"
2067,32014,ghaira~na a vi,ghairang a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2068,73884,shodasha devi ma vi,shodasha devi ma vi,achham,achham,3.0,"District: complete, School level: complete, Root name: complete"
2263,4245,balajyoti a vi,bal jyoti a vi,parbat,parbat,3.0,"District: complete, School level: complete, Root name: complete"
2111,34591,netravati a vi,netrawati a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2261,42432,machapuchche ma vi,machhapuchhre ma vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2108,54959,sarasvati ma vi,saraswati ma vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2274,43096,prabhata pra vi,prabhat pra vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2273,41897,janaseva a vi,janasewa a vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2105,52622,kalika pra vi,kalika pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2266,71735,janaka pra vi,janata pra vi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
2276,13743,mahendra ratna ma vi,mahendra ratna ma vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2103,37574,tripurasundari ma vi,tripura sundari ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2102,34297,nagarjuna thulagau.n ma vi,nagarjun thula gaun ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
2101,343,achane ma vi,achane ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2268,12696,janata ma vi,janata ma vi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
2088,12944,kali u ma vi,kali ma vi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
2096,31210,buddha pra vi,buddha pra vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2075,73747,shamkara pra vi,shankar pra vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2112,35845,satyavati ma vi,satyawati ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2069,52058,janajyoti ma vi,jana jyoti ma vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2283,3338,badri vishala ma vi,badri bisal ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2248,4464,bhagavati a vi,bhagawati a vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2249,33908,mahakali ma vi,mahakali ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2288,33835,mahavishnu a vi,maha bishnu a vi,kavrepalanchok,kavrepalanchok,3.0,"District: complete, School level: complete, Root name: complete"
2286,41906,janaseva pra vi,janasewa pra vi,baglung,baglung,3.0,"District: complete, School level: complete, Root name: complete"
2250,51758,hari ma vi,hari ma vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2251,52283,janapriya ma vi,janapriya ma vi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
2282,42175,kanyajita pra vi,kanyajit pra vi,parbat,parbat,3.0,"District: complete, School level: complete, Root name: complete"
2113,35556,salyanatara ma vi,salyantar ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2125,34061,mandali ma vi,mandali ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2124,443,kalpa pra vi,akala pra vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2253,3817,bhairavi a vi,bhairabi a vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2258,14540,pa~ncharatna ma vi,pancharatna ma vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2280,4815,chandi pra vi,chandi pra vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2114,71775,janakalyana ma vi,jankalyan ma vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2151,71594,janabalyana pra vi,jana kalyan pra vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2314,55348,bharse janasahayoga ma vi,shree bharse janasahayog ma vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2050,54692,rudravati pra vi,rudrawati pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2026,34113,ma~njushri ma vi,manjushree ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2203,73587,sarasvati ma vi,saraswati ma vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2204,71439,himalaya ma vi,himalaya ma vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2022,3846,bhadara ma vi,bhandara ma vi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
2023,33950,mahendragrama ma vi,mahendra gram ma vi,lalitpur,lalitpur,3.0,"District: complete, School level: complete, Root name: complete"
2024,51812,himalaya ma vi,himalaya ma vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2205,41313,gaurishamkara ma vi,gauri shankar ma vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2027,33226,kalika ma vi,kalika ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2019,36135,shivapuri ma vi,shivapuri ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
2341,15770,sharada a vi,sharada a vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2340,5558,valakalyana pra vi,balkalyan pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2206,31919,ganesha ma vi,ganesh ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2171,37528,tinakanya pra vi,tin kanya pra vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2170,34819,pa~nchakanya a vi,pancha kanya a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2029,35028,pipalada.nda a vi,pipaldada a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2202,72723,mashtamandau ma vi,mastamandu ma vi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
2201,7312,barahi devi a vi,barahidevi a vi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
2030,37020,siddhima~ngala ma vi,siddhi mangal ma vi,lalitpur,lalitpur,3.0,"District: complete, School level: complete, Root name: complete"
2195,37401,tama~nakharka ma vi,tamang kharka ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2011,33335,kanyadevi a vi,kanya devi a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2189,41509,himalaya pra vi,himalaya pra vi,parbat,parbat,3.0,"District: complete, School level: complete, Root name: complete"
2190,43008,pashupati ma vi,pashupati ma vi,parbat,parbat,3.0,"District: complete, School level: complete, Root name: complete"
2185,3557,balambu ma vi,balambu ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
2184,35007,pharpi~na ma vi,pharping ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
2346,54930,sarasvati pra vi,saraswati pra vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2197,33503,kiranchoka karkidamda u ma vi,kiranchok karki danda ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2348,56080,sudha ma vi,sudha ma vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2345,33218,malika pra vi,kalika pra vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2178,73523,sarasvati a vi,saraswati a vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2015,31905,ganesha a vi,ganesh a vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2198,14540,pa~nchayata ma vi,pancharatna ma vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2177,3252,araniko ma vi,arniko ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2017,37255,sundari pra vi,sundari pra vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2227,34736,nyachopauva pra vi,nyacho pauwa pra vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2169,33566,kulamaya bhagavati ma vi,kulmaya bhagawati ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2031,35845,satyavati ma vi,satyawati ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2335,33760,loka hita a vi,lok hit a vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
2214,31338,chandidevi a vi,chandi devi a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2321,35342,ranipauva ma vi,ranipauwa ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2216,71679,janapriya ma vi,janapriya ma vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2320,34694,nira~njana u ma vi,niranjana ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2319,53688,mehalepaekhari ma vi,mehalepokhari ma vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2318,5244,araniko pra vi,araniko pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2158,4589,bhulabhula a vi,bhulbhula a vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2044,42860,netra jyoti pra vi,netra jyoti pra vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2317,54428,pragati ma vi,pragati ma vi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
2222,34150,medha ma vi,medha ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
2157,41930,janata a vi,janata a vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
2224,56364,vidya vinoda ma vi,vidhya vinod ma vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
