	Unnamed: 0.1	Unnamed: 0	School_level_transliterated	School_name_transliterated	Potential_district_transliterated	Location_1_transliterated	Matched_District	district_id_x	district_id_y	root_school_name
21198	21198	21198	0	shri	rautahata	karkacha karmaiya	rautahat	17	17	buddha milan
21199	21199	21199	0	janata	sindhuli	jalukeni	sindhuli	35	35	buddha montessori
21200	21200	21200	1	janaseva	sarlahi	inava	sarlahi	18	18	buddha
21201	21201	21201	3	ne ra	parsa		parsa	15	15	buddha
21202	21202	21202	0	jana seva	parsa	jagaranathapura sira	parsa	15	15	buddha
21203	21203	21203	3	rashtriya	chitavana	deujara	chitwan	29	29	buddha
21204	21204	21204	3	janata	mahottari	sahasaula ramagopalapura	mahottari	22	22	buddha
21205	21205	21205	0	ramgha	gulmi		gulmi	51	51	buddha samudayik ebs
21206	21206	21206	1	mavi	rautahata	mahammadapura garuda	rautahat	17	17	buddha
21207	21207	21207	1	mavi	rautahata	gaura	rautahat	17	17	buddha
21208	21208	21208	1	mavi	rautahata	basatapura	rautahat	17	17	buddhi
21209	21209	21209	1	krrishna	rautahata		rautahat	17	17	buddhi bikas
21210	21210	21210	2	ra	dhanusha	sakhuva bajara	dhanusha	20	20	buddhi bikash
21211	21211	21211	0	vidhajyoti	bardiya	jamuni	bardiya	58	58	buddhi bikash
21212	21212	21212	0	pravi	rautahata	pipara gausha	rautahat	17	17	buddhi bikash
21213	21213	21213	0	ra	nagara	kisana	bara	16	16	buddhodaya
21214	21214	21214	0	pashupatinatha	parsa	bhavanipura	parsa	15	15	budhi gandaki ebs
21215	21215	21215	3	khatamandira	udayapura		udayapur	14	14	budhi gandaki ebs
21216	21216	21216	0	kubhinde	udayapura		udayapur	14	14	buds education foundation
21217	21217	21217	3	buddha	mora~na	sundaraharaimcha na pa	morang	6	6	bungkot new horizon ebs
21218	21218	21218	1	mahendra	rautahata	paurai	rautahat	17	17	byash vidhya shram ebs
21219	21219	21219	1	mavi	dhanusha	mulachari bhimana	dhanusha	20	20	calyx ebs
21220	21220	21220	0	pravi	rautahata	karkacha	rautahat	17	17	capital shiksha sadan
21221	21221	21221	0	pravi	rautahata	inarava kha	rautahat	17	17	chabdi barahi babikash kendra
21222	21222	21222	2	ne ra	parsa		parsa	15	15	chachungu
21223	21223	21223	3	pamcha	rautahata	chetanagara virta chandrapura	rautahat	17	17	chadani
21224	21224	21224	1	mavi	rautahata	sa vishramapura	rautahat	17	17	chagchangdi
21225	21225	21225	0	pravi	rautahata	shivanagara	rautahat	17	17	chaingagur
21226	21226	21226	2	vindeshvari	navalaparasi		nawalparasi	48	48	chaitanya bhawani
21227	21227	21227	0	pravi	baitadi	malladehi	baitadi	70	70	chaitanyodaya
21228	21228	21228	1	ra	makavanapura	bhaise	makwanpur	28	28	chaitanyodaya
21229	21229	21229	1	kalika	rautahata	banavahuari	rautahat	17	17	chaitanyodaya satya
21230	21230	21230	3	raghobaba	dhanusha		dhanusha	20	20	chakra devi
21231	21231	21231	0	shri	rautahata	sarvaiya pipara	rautahat	17	17	chakra devi
21232	21232	21232	3	nepala rashtriya	bara	karaiyamai ga pa	bara	16	16	chakra devi
21233	21233	21233	1	mavi	rautahata	chikana jetharahiya	rautahat	17	17	chakradevi
21234	21234	21234	0	pravi	rautahata	dayalapura	rautahat	17	17	chakrakala
21235	21235	21235	3	manohara	bhaktapura	cha.ngunarayana na pa	bhaktapur	24	24	chamati
21236	21236	21236	0	nepala rashtiraya	bara	jhurajhura	bara	16	16	chamere gupha
21237	21237	21237	2	mahendra	rautahata		rautahat	17	17	champawati
21238	21238	21238	1	mavi	rautahata	vishramapura	rautahat	17	17	champawati
21239	21239	21239	0	barahi devi	sindhuli	lekharka	sindhuli	35	35	champawati
21240	21240	21240	0	pravi	sarlahi	rajaghata bhavanipura	sarlahi	18	18	chamunda mai
21241	21241	21241	1	phatakashila	sindhupalchoka		sindhupalchok	27	27	chamunda
21242	21242	21242	0	chanidadevi	dolakha		dolakha	32	32	chamuwa
21243	21243	21243	1	shri	rautahata	lakshminiya	rautahat	17	17	chanaute
21244	21244	21244	0	pravi	rautahata	thilalapura	rautahat	17	17	chanaute
21245	21245	21245	3	namuna simasara	sindhupalchoka		sindhupalchok	27	27	chanda chandra nagar
21246	21246	21246	0	khiraumle	solukhumbu		solukhumbu	10	10	chandee
21247	21247	21247	1	virendra	mora~na	gramathana	morang	6	6	chandeshwari
21248	21248	21248	0	rashtriya	saptari	banauli	saptari	21	21	chandeshwori
21249	21249	21249	1	mavi	mahottari	banauli	mahottari	22	22	chandeshwori
21250	21250	21250	1	ramajanaki	rautahata		rautahat	17	17	chandeshwori
21251	21251	21251	0	simasa	sindhuli		sindhuli	35	35	chandeshwori
21252	21252	21252	2	shri vitesha	dhadi~na	bharpa~na jogimara	dhading	31	31	chandeshwori
21253	21253	21253	1	mukrapadevi	dhadi~na	sertu~na	dhading	31	31	chandeshwori
21254	21254	21254	0	shailu~na	dolakha		dolakha	32	32	chandeshwori  masel
21255	21255	21255	1	mavi	rautahata	dumariya	rautahat	17	17	chandi
21256	21256	21256	1	j~nana vatika	parsa	suvarnapura	parsa	15	15	chandi
21257	21257	21257	3	megharaja	kaski	ghachoka	kaski	38	38	chandi
21258	21258	21258	0	rama janaki janata	sarlahi	salemapura	sarlahi	18	18	chandi
21259	21259	21259	0	jana jagrriti	sarlahi	ghurakauli	sarlahi	18	18	chandi danda
21260	21260	21260	0	kolachaura	okhaladhuga		okhaldhunga	7	7	chandi danda
21261	21261	21261	3	harihara janata	sarlahi		sarlahi	18	18	chandi deurali
21262	21262	21262	1	bala govinda janata	sarlahi	pipariya	sarlahi	18	18	chandi deurali  naram
21263	21263	21263	3	ne ra	parsa	dhore	parsa	15	15	chandi devi
21264	21264	21264	3	ramajanaki	sarlahi	vagadaha	sarlahi	18	18	chandi devi
21265	21265	21265	0	pravi	mahottari	kolhuva	mahottari	22	22	chandi devi
21266	21266	21266	3	balakalyana	rautahata	santapura	rautahat	17	17	chandi jana kalyan
21267	21267	21267	2	nimavi	dhanusha	khajuri chanha	dhanusha	20	20	chandi kalika bahira
21268	21268	21268	3	sanyasi	mora~na	sunavarshi	morang	6	6	chandi kalika
21269	21269	21269	2	shri nava jagrriti chandi	gorkha		gorkha	37	37	chandi
21270	21270	21270	1	siddhartha	parsa	viragamja	parsa	15	15	chandi
21271	21271	21271	0	shamkara nepala rashtriya	bara	bhagavanapura	bara	16	16	chandi
21272	21272	21272	0	nepala rashtriya	bara	kachorva	bara	16	16	chandi
21273	21273	21273	2	ginagara	bajura		bajura	72	72	chandi
21274	21274	21274	3	rashtiya	dhanusha	bhuchakrapura	dhanusha	20	20	chandi
21275	21275	21275	0	pragatishila ra	dhanusha	hathipura	dhanusha	20	20	chandi
21276	21276	21276	1	mahendra lila	gorakha	siranachoka ga pa	gorkha	37	37	chandidevi rastriya
21277	21277	21277	1	kanyadevi	bara	kalaiya	bara	16	16	chandika
21278	21278	21278	0	janata	mora~na	mrrigauliya	morang	6	6	chandika
21279	21279	21279	0	jammabhumi	mora~nga		morang	6	6	chandika
21280	21280	21280	3	sirjanashila	mora~na	sundaraharaicha	morang	6	6	chandika
21281	21281	21281	0	balaujjavala	kathamadaum		kathmandu	23	23	chandika
21282	21282	21282	0	gyasi	kailali		kailali	76	76	chandika
21283	21283	21283	0	pravi	rautahata	santapura	rautahat	17	17	chandika
21284	21284	21284	1	vi pra koirala ardasha	rautahata		rautahat	17	17	chandikalal
21285	21285	21285	0	parvati	arghakha.nchi		arghakhanchi	50	50	chandishwori
21286	21286	21286	3	janajagrrita	dhadi~na	siddhaleka	dhading	31	31	chandisthan
21287	21287	21287	0	bamgha tahatima	gulmi		gulmi	51	51	chandra academy ebs
21288	21288	21288	0	nepala rashtiya	bara	manasagara dhata	bara	16	16	chandra baraha
21289	21289	21289	3	janajagrriti	chitavana	bhalukhola	chitwan	29	29	chandra
21290	21290	21290	0	pravi	rautahata	pipra	rautahat	17	17	chandra devi
21291	21291	21291	0	ra ja	mahottari	maruahi	mahottari	22	22	chandra hansha
21292	21292	21292	3	mathillo mati	dolakha	bhi na pa	dolakha	32	32	chandra jyoti ba bi k
21293	21293	21293	0	chamka devi	tanahu.n		tanahun	46	46	chandra jyoti
21294	21294	21294	0	nepala rashtiraya	bara	lamgadatola	bara	16	16	chandra jyoti
21295	21295	21295	2	nepala rashtiraya	bara	vasatapu	bara	16	16	chandra jyoti
21296	21296	21296	0	pravi	sarlahi	diyatola	sarlahi	18	18	chandra jyoti
21297	21297	21297	1	thulochaura	dhadi~na		dhading	31	31	chandra jyoti
21298	21298	21298	3	janata	mahottari	khutta	mahottari	22	22	chandra jyoti
21299	21299	21299	1	mavi	sarlahi	pipariya	sarlahi	18	18	chandra jyoti
21300	21300	21300	1	virendra	jhapa	bhadrapura	jhapa	4	4	chandra jyoti
21301	21301	21301	2	nimavi	sarlahi	dhoviniya	sarlahi	18	18	chandra kala
21302	21302	21302	0	himalachuli	dhadi~na		dhading	31	31	chandra kala
21303	21303	21303	0	nepala rashtiraya	bara	santagamja	bara	16	16	chandra  khorpokhara
21304	21304	21304	2	nimavi	dhanusha	kumharauda	dhanusha	20	20	chandra  urampokhara
21305	21305	21305	3	raghobaba	dhanusha	raghopura nagaraina na pa	dhanusha	20	20	chandra nagar
21306	21306	21306	0	pravi	sarlahi	sahapura damariya	sarlahi	18	18	chandra
21307	21307	21307	1	himalaya	parvata	deurali	parbat	44	44	chandra prabha
21308	21308	21308	0	bhume sthana	sindhupalchoka		sindhupalchok	27	27	chandra surya ebs
21309	21309	21309	3	ta.nsinama	dolakha	gaurishamkara ga pa	dolakha	32	32	chandra surya
21310	21310	21310	0	pravi	da~na	ghorateri	dang	53	53	chandrajyoti
21311	21311	21311	0	ra	dhanusha	kathapulla	dhanusha	20	20	chandrama
21312	21312	21312	0	ra	dhanusha	ha.nsapura kathapulla	dhanusha	20	20	chandroday
21313	21313	21313	1	vaijanatha	ka~nchanapura	vedakota na pa	kanchanpur	77	77	chandrodaya
21314	21314	21314	0	pravi	rotahata	madhavanarayana na pa madhopura	rautahat	17	17	chandrodaya
21315	21315	21315	1	mavi	rautahata	tikuliya gaura	rautahat	17	17	chandrodaya
21316	21316	21316	3	bhrrikuti	jhapa	jhapa ga pa	jhapa	4	4	chandrodaya
21317	21317	21317	0	j~nanajyoti laduvati deva na yadava rashtriya	saptari	bhalahi	saptari	21	21	chandrodaya
21318	21318	21318	0	pravi	khatariya		saptari	21	21	chandrodaya
21319	21319	21319	0	janata	dolakha		dolakha	32	32	chandrodaya
21320	21320	21320	0	sekara si~na	solukhumbu	garma	solukhumbu	10	10	chandrodaya
21321	21321	21321	3	shivashakteshvara	bara	nijagadha na pa	bara	16	16	chandrodaya
21322	21322	21322	1	himalaya	tanahu.n.n	bhanu	tanahun	46	46	chandrodaya
21323	21323	21323	1	gupteshvara	dolakha	tamakoshi	dolakha	32	32	chapakot
21324	21324	21324	0	gaurisha~nkara	dolakha	lamavagara	dolakha	32	32	charang
21325	21325	21325	0	janata	sarlahi	mirja hathiaula	sarlahi	18	18	charang lekshey choeling chunmey lobta
21326	21326	21326	1	mavi	dhanusha	duhabigibarahi	dhanusha	20	20	chauraha
21327	21327	21327	0	enera kisana	navalaparasi		nawalparasi	48	48	chaurashi
21328	21328	21328	0	jalapa	kailali		kailali	76	76	chautare danda
21329	21329	21329	3	rashtriya	chitavana	bharatapura ma na pa	chitwan	29	29	chetana
21330	21330	21330	3	avi	siraha	thegahi	siraha	19	19	chetana
21331	21331	21331	0	pushpa	bhojapura		bhojpur	1	1	chetanshil
21332	21332	21332	3	tileshvari	siraha	khirauna	siraha	19	19	chhabdi barahi
21333	21333	21333	3	amara	doti		doti	75	75	chhabdi barahi ebs
21334	21334	21334	1	janata teja narayana dayavati	sarlahi		sarlahi	18	18	chhabdi
21335	21335	21335	1	vasakhali	solukhumbu		solukhumbu	10	10	chhairo
21336	21336	21336	2	tribhuvana	navalaparasi		nawalparasi	48	48	chhapali thok bal bikas kendra
21337	21337	21337	3	nepala rashtriya	bara	belvatola	bara	16	16	chharachhare
21338	21338	21338	1	dipendra	kailali		kailali	76	76	chhattisa devi
21339	21339	21339	3	bhavani	dolpa		dolpa	60	60	chhekam
21340	21340	21340	0	shahida dinesha	sarlahi	gamhariya	sarlahi	18	18	chhichimra pokhari
21341	21341	21341	3	devi chaura	jumla		jumla	63	63	chhimkeshwary
21342	21342	21342	1	garjepani	bajha~na	rayala	bajhang	71	71	chhisti
21343	21343	21343	0	janalyana	chanedhu~nga		okhaldhunga	7	7	chhoregaun
21344	21344	21344	3	sarasvati	tehthuma	atharai	tehrathum	13	13	chhorepatan ma  vi
21345	21345	21345	2	sham ja	dhanusha		dhanusha	20	20	chhunumunu kinder garden
21346	21346	21346	3	purnajyoti	ilama		ilam	3	3	chhunumunu kinder home
21347	21347	21347	0	araniko	arghakha.nchi		arghakhanchi	50	50	chilaunebas
21348	21348	21348	0	rashtriya	jhapa	gaurigamja	jhapa	4	4	child nature montessori
21349	21349	21349	3	nepala rashtriya	parsa	inarva viragamja	parsa	15	15	children glory ebs
21350	21350	21350	0	pravi	baitadi	thalakada	baitadi	70	70	children glory montessori
21351	21351	21351	0	sanathane	sindhuli		sindhuli	35	35	children herald academy
21352	21352	21352	3	j~nanodaya	sunasari	itahari	sunsari	11	11	children life ebs
21353	21353	21353	1	siddheshvara	kathamadaum	minabhavana	kathmandu	23	23	children village ebs
21354	21354	21354	2	yaj~namati	kathamadaum		kathmandu	23	23	children's academy
21355	21355	21355	0	janata	sarlahi	bhaktipura	sarlahi	18	18	chimkeshgwori eng ebs
21356	21356	21356	3	janata	kapilavastu	purushottamapura	kapilbastu	47	47	chimkeshwori mai
21357	21357	21357	1	mavi	rautahata	vijayapura phatuva vijayapura na pa	rautahat	17	17	chimkeshwori
21358	21358	21358	1	shahida dharmabhakta	jhapa	topagachi kerakha	jhapa	4	4	chimkhola
21359	21359	21359	2	jalakanya	tapleju~na	ha~napa~na	taplejung	12	12	chirag ebs
21360	21360	21360	1	devanandana devaraja	parsa	bahudaramai	parsa	15	15	chirgadi ebs
21361	21361	21361	0	kshitija janajagrriti	kathamadaum		kathmandu	23	23	chirshanti
21362	21362	21362	0	sarvajanika	sarlahi		sarlahi	18	18	chisapani
21363	21363	21363	1	gauri bhavani	kapilavastu		kapilbastu	47	47	chisapani devi
21364	21364	21364	0	ne ra	bara		bara	16	16	chisapani kot
21365	21365	21365	0	nepala rashtiya	parsa	basadilava	parsa	15	15	chisapani
21366	21366	21366	1	lamaju~na	lamju~na		lamjung	39	39	chisapani
21367	21367	21367	0	sumnama pokhari	sindhuli		sindhuli	35	35	chiti
21368	21368	21368	0	utapidita samudaya	sarlahi	chandranagara	sarlahi	18	18	chitikhola
21369	21369	21369	0	simheshvari	jhapa	arjunadhara na pa	jhapa	4	4	chitre bhanjyang garden ebs
21370	21370	21370	0	simhavahini	jhapa		jhapa	4	4	chitre pokhari
21371	21371	21371	3	bhanu	jhapa		jhapa	4	4	chitung
21372	21372	21372	0	rashtriya	dhanusha	basahiya	dhanusha	20	20	chiurikharka
21373	21373	21373	0	ra	saptari	govindapura	saptari	21	21	cholang
21374	21374	21374	0	nepala rashtiya	bara	sirasiya	bara	16	16	chule nile
21375	21375	21375	1	ibha~nga	ilama	ma~nasebu~nga	ilam	3	3	chumling
21376	21376	21376	1	sarasvati	palpa	nisdi ga pa	palpa	52	52	continental english boarding
21377	21377	21377	1	mavi	rautahata	rajapura pha	rautahat	17	17	corona academy
21378	21378	21378	0	sarvajanika janata	sarlahi	janakinagara	sarlahi	18	18	creative learning academy
21379	21379	21379	3	bhavani	ilama	suryodaya na pa maghe	ilam	3	3	creative minds academy
21380	21380	21380	0	janata	sarlahi	bramhasthana	sarlahi	18	18	dadhuwa durchha
21381	21381	21381	0	badhipidita sukumbasi bala	sarlahi	harivana	sarlahi	18	18	dagatun danda
21382	21382	21382	0	balabikasa	solukhumbu		solukhumbu	10	10	dahale
21383	21383	21383	3	phulavari	kailali		kailali	76	76	dahare
21384	21384	21384	0	nepala adarsha	gorakha	varapaka	gorkha	37	37	dahare deurali
21385	21385	21385	1	rashtiya	saptari	ratavala agnisara	saptari	21	21	dal bhanjyang
21386	21386	21386	1	satyeshvara	dolakha	pavati	dolakha	32	32	dalit uthan
21387	21387	21387	1	bala shiksha	sindhupalchoka		sindhupalchok	27	27	dalpokhari
21388	21388	21388	4	navajyoti tehrathuma	tehrathum		tehrathum	13	13	damauli
21389	21389	21389	0	janaseva	samkhuvasabha		sankhuwasabha	9	9	damauli future star ebs
21390	21390	21390	0	janajyoti	mora		morang	6	6	damauli model academy
21391	21391	21391	3	nepala rashtriya	parsa	pateva sugauli ga pa	parsa	15	15	damauli public ebs
21392	21392	21392	0	kalika	kailali		kailali	76	76	damgade
21393	21393	21393	0	janata	sarlahi	hajariya	sarlahi	18	18	dandabari babike
21394	21394	21394	0	kumala khanda	dailekha		dailekh	59	59	danfe patal
21395	21395	21395	3	siddha baijanatha	ka~nchanapura	chotebhakala lalajhadi	kanchanpur	77	77	dangse
21396	21396	21396	3	simalavadi	jhapa	jhapa ga pa	jhapa	4	4	daraun ebs
21397	21397	21397	1	mavi	rautahata	bhediyahi	rautahat	17	17	daraun
21398	21398	21398	3	rashtiya subba kutti janata	dhanusha	kasipura	dhanusha	20	20	darul ulum nure mahadddi madrasha
21399	21399	21399	0	rsavamamgala	kabhrepalanchoka		kavrepalanchok	26	26	darululum ajijiya madrassa
21400	21400	21400	1	sarasvati nepala rashtriya	bara		bara	16	16	darwang ebs
21401	21401	21401	1	bhagavati	mora~na	madhumalla	morang	6	6	dawn shine academy
21402	21402	21402	0	bhageshvara	kailali		kailali	76	76	dawning ebs
21403	21403	21403	0	jana jagarana rashtriya	saptari	itaharva	saptari	21	21	daya jyoti
21404	21404	21404	0	lamatari	gorakha	palu~ngatara na pa	gorkha	37	37	dayananda
21405	21405	21405	3	budha kinja	solukhumbu	bhakanje	solukhumbu	10	10	dedhgaun  dedhgaun
21406	21406	21406	0	durga	gorakha	ghairu~na	gorkha	37	37	deen dayalu
21407	21407	21407	1	ta~nlichoka	gorakha	gandaki ga pa	gorkha	37	37	deep joti
21408	21408	21408	0	lakshmi narayana	gorakha	harmi navalapura	gorkha	37	37	deep jyoti a viidhalaya
21409	21409	21409	3	nava yuvaka janata	dhanusha		dhanusha	20	20	deep jyoti
21410	21410	21410	0	ja ra	mahottari		mahottari	22	22	deep jyoti
21411	21411	21411	0	bagha bhairava	makavanapura	nivuvatara	makwanpur	28	28	deep jyoti
21412	21412	21412	1	jalapadevi	makavanapura		makwanpur	28	28	deep jyoti
21413	21413	21413	3	avi	kapilavastu	dharmanagara shivaraja	kapilbastu	47	47	deep jyoti
21414	21414	21414	1	prema milana	lamaju~na	taghri~na	lamjung	39	39	deep jyoti early child development center
21415	21415	21415	1	samskrritisadana	lamju~na		lamjung	39	39	deep jyoti ebs
21416	21416	21416	0	lamadada	lamju~na		lamjung	39	39	deep jyoti
21417	21417	21417	0	sevamandira	lamaju~na	pokharida.nda kuncha	lamjung	39	39	deep jyoti
21418	21418	21418	3	suryodaya	lamaju~na		lamjung	39	39	deep tara
21419	21419	21419	0	shanti	lamju~na	gau.nshahara	lamjung	39	39	deepak
21420	21420	21420	0	pa~nchavichara	lamaju~na	bhulabhule	lamjung	39	39	deepak
21421	21421	21421	0	dhodeni	lamju~na		lamjung	39	39	deepak
21422	21422	21422	0	ganesha devi	lamju~na		lamjung	39	39	deepdarpan academy
21423	21423	21423	0	shaileshvari	lamaju~na	simalachaura	lamjung	39	39	deepjyoti  simaldada
21424	21424	21424	0	pateni	lamaju~na	sundarabajara	lamjung	39	39	deepshikha bandipur ebs
21425	21425	21425	1	durga	baitadi	khaligada	baitadi	70	70	deepshikha
21426	21426	21426	1	vijayapura	baitadi	melauli	baitadi	70	70	deergheshwar
21427	21427	21427	0	pravi	baitadi	kumtadi	baitadi	70	70	deupur namuna ebs
21428	21428	21428	3	radha	mahottari	itaharva hanumanapura	mahottari	22	22	deurali
21429	21429	21429	0	pravi	baitadi	sundaratala	baitadi	70	70	deurali
21430	21430	21430	0	bala kalyana	lamju~na	taghri~na	lamjung	39	39	deurali balbikash kendra
21431	21431	21431	0	laligura.nsa	lamju~na		lamjung	39	39	deurali
21432	21432	21432	0	ghaleuttarakanya	lamaju~na	uttarakanya	lamjung	39	39	deurali
21433	21433	21433	0	manakamana	lamaju~na		lamjung	39	39	deurali
21434	21434	21434	1	rashtriya	tanahu.n.n		tanahun	46	46	deurali
21435	21435	21435	2	vipi smrriti	kailali		kailali	76	76	deurali
21436	21436	21436	1	majadura kisana	sunasari		sunsari	11	11	deurali
21437	21437	21437	0	thaljukanya	lamju~na		lamjung	39	39	deurali
21438	21438	21438	3	rashtriya	chitavana	ichchakamana	chitwan	29	29	deurali
21439	21439	21439	0	shubhakamana	dhanakuta	vataseda.nda	dhankuta	2	2	deurali
21440	21440	21440	2	siddhanatha	baitadi		baitadi	70	70	deurali
21441	21441	21441	0	vadhabhairava	lamju~na		lamjung	39	39	deurali
21442	21442	21442	0	chanaute	lamaju~na	besishahara	lamjung	39	39	deurali
21443	21443	21443	2	shri	udayapura	jogidaha	udayapur	14	14	deurali bhanjyang
21444	21444	21444	3	lilabhakta rama	mora~na		morang	6	6	deurali devi
21445	21445	21445	0	himalaya	lamju~na		lamjung	39	39	deurali
21446	21446	21446	0	manakamana	lamju~na		lamjung	39	39	deurali
21447	21447	21447	1	gamga milana	lamju~na		lamjung	39	39	deurali
21448	21448	21448	2	jana jyoti	lamju~na		lamjung	39	39	deurali
21449	21449	21449	0	ganosha malika	lamju~na		lamjung	39	39	deurali
21450	21450	21450	0	milana	lamju~na		lamjung	39	39	deurali
21451	21451	21451	2	yasobramha	siraha		siraha	19	19	deurali
21452	21452	21452	0	bhagavana	lamju~na		lamjung	39	39	deurali
21453	21453	21453	0	simbuka	tapleju~na		taplejung	12	12	deurali
21454	21454	21454	0	jalakanya	lamju~na		lamjung	39	39	deurali
21455	21455	21455	2	shaileshvara	baitadi		baitadi	70	70	deurali
21456	21456	21456	3	baraha milana	lamaju~na		lamjung	39	39	deurali
21457	21457	21457	0	ganosha	lamju~na		lamjung	39	39	deurali
21458	21458	21458	0	valodaya	lamju~na		lamjung	39	39	deurali
21459	21459	21459	1	bala kalyana	lamaju~na	ga.nushahara bhakunde	lamjung	39	39	deurali
21460	21460	21460	0	gaumati	lamju~na		lamjung	39	39	deurali
21461	21461	21461	0	samskrriti sadana	lamju~na		lamjung	39	39	deurali
21462	21462	21462	2	sailaputri	lamju~na		lamjung	39	39	deurali
21463	21463	21463	3	baijanatha baijani	udayapura		udayapur	14	14	deurali samudayik ebs
21464	21464	21464	0	tripura	baitadi		baitadi	70	70	dev wada chuli
21465	21465	21465	1	lakshmi	jhapa	vaniyani	jhapa	4	4	devachuli
21466	21466	21466	0	shahida ni shulka	jhapa	gauradaha belada.ngi	jhapa	4	4	devchuli
21467	21467	21467	2	nimavi	jhapa	sharanaamati	jhapa	4	4	devchuli
21468	21468	21468	1	mavi	mora~na	jhurkiya	morang	6	6	devchuli
21469	21469	21469	1	janata	jhapa	kohabara	jhapa	4	4	devchuli
21470	21470	21470	2	sarasvati balakrrishna	jhapa		jhapa	4	4	deveshwori
21471	21471	21471	0	tehrathuma	mya~nalu~nga		manang	40	40	devi
21472	21472	21472	1	parvati	mora~na	pachiyari harakapura	morang	6	6	devi
21473	21473	21473	1	vuddhodaya	lamju~na		lamjung	39	39	devi bhanjyang
21474	21474	21474	3	sarasvati chautara	da~na		dang	53	53	devi chaturmala
21475	21475	21475	0	nava durga	lamaju~na	dudhapokhari	lamjung	39	39	devi lila
21476	21476	21476	0	pravi	baitadi	sunakhola	baitadi	70	70	devi
21477	21477	21477	2	balairaja	vaitadi		baitadi	70	70	devi
21478	21478	21478	4	shri mathairaja bi hadakota baitadi	dhankuta		dhankuta	2	2	devi sadan
21479	21479	21479	3	nuvakota	baitadi		baitadi	70	70	devi sadan
21480	21480	21480	1	ramakota	kaski	rupa	kaski	38	38	devisthan babike
21481	21481	21481	3	sirjanasila	lamaju~na	dordi	lamjung	39	39	devisthan
21482	21482	21482	3	parashara	tanahu.n.n	vyasa	tanahun	46	46	devisthan
21483	21483	21483	0	chaitanyodaya	lamju~na		lamjung	39	39	devisthan
21484	21484	21484	0	grama kalyana	lamju~na		lamjung	39	39	devisthan
21485	21485	21485	3	grama sudhara	kathamadaum	gokarneshvara	kathmandu	23	23	devisthan
21486	21486	21486	0	shanti niketana	lamaju~na	sundarabajara	lamjung	39	39	devisthan
21487	21487	21487	0	nava jyoti	lamju~na		lamjung	39	39	devisthan
21488	21488	21488	0	shri	dhanusha	malhaniya	dhanusha	20	20	devisthan
21489	21489	21489	3	gau.npharka	kaski	rupa ga pa	kaski	38	38	devisthan
21490	21490	21490	1	bhairavakali	lamaju~na	madhyanepala	lamjung	39	39	devisthan
21491	21491	21491	1	panini samskrrita	lamju~na	chandreshvara	lamjung	39	39	devisthan
21492	21492	21492	1	sarasvati sadana	lamju~na		lamjung	39	39	devithan
21493	21493	21493	0	kedara	baitadi	ladaga.nu	baitadi	70	70	devkot
21494	21494	21494	1	godeshvara	belapura		bajura	72	72	devkota
21495	21495	21495	1	shri jana jagrrita	surkheta	toshra	surkhet	67	67	devsat ebs
21496	21496	21496	0	vana devi	makavanapa		makwanpur	28	28	devtapani
21497	21497	21497	0	budha bhimasena	dolakha		dolakha	32	32	devwani
21498	21498	21498	0	jugala	sindhupalchoka		sindhupalchok	27	27	dewal swaran
21499	21499	21499	0	pravi	rukum	kotagau	rukum purba	56	56	dewalya
21500	21500	21500	1	jageshvara	gorakha		gorkha	37	37	dhakmar bac v
21501	21501	21501	3	chatra	gulmi		gulmi	51	51	dhan gau jyoti
21502	21502	21502	3	janashakti	purva	rukuma	parsa	15	15	dhan janata
21503	21503	21503	0	shri rama janaki	sarlahi	haripurva	sarlahi	18	18	dhan jyoti
21504	21504	21504	0	ne ra	mahottari	bairagiya lakshmi niya	mahottari	22	22	dhanchina
21505	21505	21505	1	sarasvati	ba.nke	nepalagamja	banke	57	57	dhaneshwor
21506	21506	21506	0	vandali	achama		achham	69	69	dhansira
21507	21507	21507	1	shrimati krrishnadevi janata	sarlahi		sarlahi	18	18	dhanubanse bharuwa
21508	21508	21508	0	kalika	dhanakuta		dhankuta	2	2	dhanubas kalika
21509	21509	21509	1	netrashvari	doti		doti	75	75	dhanubas kalika
21510	21510	21510	1	chandeshvari	bhaejapura	amachoka	bajura	72	72	dhara
21511	21511	21511	0	devali~nageshvara	dolakha		dolakha	32	32	dhara
21512	21512	21512	0	sararuvati	navalaparasi		nawalparasi	48	48	dharapani
21513	21513	21513	0	nepala rashtiya	surkheta	alilipechaura	surkhet	67	67	dharapani
21514	21514	21514	3	pateshvari	ba.nke	nepalaganja u ma na pa bhujaigau.n	banke	57	57	dharma a via
21515	21515	21515	0	kalika	okhaladhuga		okhaldhunga	7	7	dharma bhakta
21516	21516	21516	0	chetanashila	dolakha		dolakha	32	32	dharma
21517	21517	21517	3	lakshmi	mora~na		morang	6	6	dharmasthali
21518	21518	21518	3	krrishna	jhapa		jhapa	4	4	dharmatma  machedi
21519	21519	21519	1	govardhana janata	saptari		saptari	21	21	dharmawati
21520	21520	21520	0	janta vala	mora		morang	6	6	dharmawati
21521	21521	21521	0	janakalyana	dolakha	lamida.nda	dolakha	32	32	dharmodaya
21522	21522	21522	1	mahendrodaya	khota~na		khotang	5	5	dharmodaya
21523	21523	21523	0	ratnachura	sindhuli		sindhuli	35	35	dharmodaya
21524	21524	21524	3	hanumana	mora~na	jahada	morang	6	6	dhaulagiri ebs
