school_id	school_transliterated	school_1_transliterated	School_level_transliterated	School_name_transliterated	Location_transliterated	Potential_district_transliterated	Location_1_transliterated
21448	gramonnati madhyamika vidyalaya, kabhre	gramonnati mavi kabhre	mavi	gramonnati	kabhre	kabhre	
21449	bahira tatha sustashravana avasiya adharabhuta vidyalaya basatapura, rajadevi na॰pa॰, rautahata	bahira tatha sustashravana avasiya avi basatapura rajadevi na pa rautahata	avi	bahira tatha sustashravana avasiya	basatapura rajadevi na pa rautahata	rautahata	basatapura rajadevi na pa
21450	ma bi pipara maluhiya, rautahata	mavi pipara maluhiya rautahata	mavi	mavi	pipara maluhiya rautahata	rautahata	pipara maluhiya
21451	balavikasa ni॰ma॰vi, bajha~na	balavikasa nimavi bajha~na	nimavi	balavikasa	bajha~na	bajha~na	
21452	pra॰vi॰sukhajoda, dhanusha	pravi sukhajoda dhanusha	pravi	pravi	sukhajoda dhanusha	dhanusha	sukhajoda
21453	rashtriya adharabhuta vidyalaya pipariya, chitavana	rashtriya avi pipariya chitavana	avi	rashtriya	pipariya chitavana	chitavana	pipariya
21454	chyasmitara madhyamika vidyalaya khota~na	chyasmitara mavi khota~na	mavi	chyasmitara	khota~na	khota~na	
21455	ne॰ra॰ni॰ma॰vi॰ vijayabasti, parsa	ne ra nimavi vijayabasti parsa	nimavi	ne ra	vijayabasti parsa	parsa	vijayabasti
21456	vishvavidyodaya pra vi, bhojapura	vishvavidyodaya pravi bhojapura	pravi	vishvavidyodaya	bhojapura	bhojapura	
21457	shri sarapu munilala ni ma bi, mahottari	shri sarapu munilala nimavi mahottari	nimavi	shri sarapu munilala	mahottari	mahottari	
21458	laliguramsa pra॰vi॰, ilama	laliguramsa pravi ilama	pravi	laliguramsa	ilama	ilama	
21459	janakalyana madhyamika vidyalaya, marga, dhanakuta	janakalyana mavi marga dhanakuta	mavi	janakalyana	marga dhanakuta	dhanakuta	marga
21460	bagishvari nimna madhyamika vidyalaya, ramdi, pyuthana	bagishvari nimavi ramdi pyuthana	nimavi	bagishvari	ramdi pyuthana	pyuthana	ramdi
21461	shivashamkara prathamika vidyalaya, kaski	shivashamkara pravi kaski	pravi	shivashamkara	kaski	kaski	
21462	prabhata kirana madhyamika vidhalaya, lapu gorakha	prabhata kirana mavi lapu gorakha	mavi	prabhata kirana	lapu gorakha	gorakha	lapu
21463	bhuvaneshvari ni ma vi, bhaktapura	bhuvaneshvari nimavi bhaktapura	nimavi	bhuvaneshvari	bhaktapura	bhaktapura	
21464	phakira giri rajeshvara giri madhyamika vidyalaya nagaula jitapura, bara	phakira giri rajeshvara giri mavi nagaula jitapura bara	mavi	phakira giri rajeshvara giri	nagaula jitapura bara	bara	nagaula jitapura
21465	mayaleshvara prabi, doti	mayaleshvara pravi doti	pravi	mayaleshvara	doti	doti	
21466	bhagavati nimna madhyamika vidhalaya dhartigau.n, rolpa	bhagavati nimavi dhartigau.n rolpa	nimavi	bhagavati	dhartigau.n rolpa	rolpa	dhartigau.n
21467	narayana adharabhuta vidyalaya, chatreshvari, salyana	narayana avi chatreshvari salyana	avi	narayana	chatreshvari salyana	salyana	chatreshvari
21468	parsatokara ma॰vi॰, sarlahi	parsatokara mavi sarlahi	mavi	parsatokara	sarlahi	sarlahi	
21469	pa.ncha kumara ramaautara lakshiya madhyamika vidyalaya hajaravigha, haripura na॰pa॰, sarlahi	pa.ncha kumara ramaautara lakshiya mavi hajaravigha haripura na pa sarlahi	mavi	pa.ncha kumara ramaautara lakshiya	hajaravigha haripura na pa sarlahi	sarlahi	hajaravigha haripura na pa
21470	manakamana devi ni॰ma॰vi॰, dhadi~na	manakamana devi nimavi dhadi~na	nimavi	manakamana devi	dhadi~na	dhadi~na	
21471	shamkara rashtiya prathamika vidhalaya dhanusha	shamkara rashtiya pravi dhanusha	pravi	shamkara rashtiya	dhanusha	dhanusha	
21472	setidevi madhyamika vidhalaya thakre-3 dhadi~na	setidevi mavi thakre dhadi~na	mavi	setidevi	thakre dhadi~na	dhadi~na	thakre
21473	pra॰vi॰ sitalapura, kapilabastu	pravi sitalapura kapilabastu	pravi	pravi	sitalapura kapilabastu	kapilabastu	sitalapura
21474	siddhachaura madhyamika vidyalaya ka.nkri, rukuma purva	siddhachaura mavi ka.nkri rukuma purva	mavi	siddhachaura	ka.nkri rukuma purva	purva	ka.nkri rukuma
21475	rama janaki adharabhuta vidyalaya majhaura vishnupura, mahottari	rama janaki avi majhaura vishnupura mahottari	avi	rama janaki	majhaura vishnupura mahottari	mahottari	majhaura vishnupura
21476	hilepani samskrrita ma vi, dolakha	hilepani samskrrita mavi dolakha	mavi	hilepani samskrrita	dolakha	dolakha	
21477	shri ja ma vi	shri ja mavi	mavi	shri ja			
21478	shri ne॰ra॰ni॰ma॰vi॰ vichoni, parsa	shri ne ra nimavi vichoni parsa	nimavi	shri ne ra	vichoni parsa	parsa	vichoni
21479	ni ma bi gathava tikuliya, rautahata	nimavi gathava tikuliya rautahata	nimavi	nimavi	gathava tikuliya rautahata	rautahata	gathava tikuliya
21480	rama janaki madhyamika vidhalaya santapura basantapura sarlahi	rama janaki mavi santapura basantapura sarlahi	mavi	rama janaki	santapura basantapura sarlahi	sarlahi	santapura basantapura
21481	sampada pra॰vi॰, sindhupalchoka	sampada pravi sindhupalchoka	pravi	sampada	sindhupalchoka	sindhupalchoka	
21482	ni॰ma॰vi॰ basabiti, dhanusha	nimavi basabiti dhanusha	nimavi	nimavi	basabiti dhanusha	dhanusha	basabiti
21483	sarasvati adharabhuta vidyalaya, va॰su॰purva navalaparasi	sarasvati avi va su purva navalaparasi	avi	sarasvati	va su purva navalaparasi	navalaparasi	va su purva
21484	ma bi basantapati, rautahata	mavi basantapati rautahata	mavi	mavi	basantapati rautahata	rautahata	basantapati
21485	mahendra ra॰pra॰vi॰ mujeliya, dhanusha	mahendra ra pravi mujeliya dhanusha	pravi	mahendra ra	mujeliya dhanusha	dhanusha	mujeliya
21486	shiva prathamika vidyalaya, mora~na viratanagara	shiva pravi mora~na viratanagara	pravi	shiva	mora~na viratanagara	viratanagara	mora~na
21487	ma bi jokaha dhiura, rautahata	mavi jokaha dhiura rautahata	mavi	mavi	jokaha dhiura rautahata	rautahata	jokaha dhiura
21488	shri vachchaladevi ma॰vi॰ghumta, sindhupalchoka	shri vachchaladevi mavi ghumta sindhupalchoka	mavi	shri vachchaladevi	ghumta sindhupalchoka	sindhupalchoka	ghumta
21489	putha himala prathamika vidyalaya, pimri, dolpa	putha himala pravi pimri dolpa	pravi	putha himala	pimri dolpa	dolpa	pimri
21490	janashiksha prathamika vidhalaya, bhojapura	janashiksha pravi bhojapura	pravi	janashiksha	bhojapura	bhojapura	
21491	jana ujvala pra॰, inavalaparasi	jana ujvala pravinavalaparasi	pravi	jana ujvala	navalaparasi	navalaparasi	
21492	shanti niketana ma vi, bhaktapura	shanti niketana mavi bhaktapura	mavi	shanti niketana	bhaktapura	bhaktapura	
21493	shiba adharabhuta vidyalaya kachanakavala, baniyani, jhapa	shiba avi kachanakavala baniyani jhapa	avi	shiba	kachanakavala baniyani jhapa	jhapa	kachanakavala baniyani
21494	lakshmi narayana madhyamika vidyalaya, jhapa	lakshmi narayana mavi jhapa	mavi	lakshmi narayana	jhapa	jhapa	
21495	kamalamai adharabhuta vidyalaya, solukhumbu	kamalamai avi solukhumbu	avi	kamalamai	solukhumbu	solukhumbu	
21496	charmavati pra॰vi palumnagara, gorkha	charmavati pravi palumnagara gorkha	pravi	charmavati	palumnagara gorkha	gorkha	palumnagara
21497	ma vi pushaaimalaya, rukuma	mavi pushaaimalaya rukuma	mavi	mavi	pushaaimalaya rukuma	rukuma	pushaaimalaya
21498	pra bi pharulapokhari, rukuma	pravi pharulapokhari rukuma	pravi	pravi	pharulapokhari rukuma	rukuma	pharulapokhari
21499	haripura pra॰vi॰, dhanusha	haripura pravi dhanusha	pravi	haripura	dhanusha	dhanusha	
21500	janajyoti pra॰vi tapla, gorkha	janajyoti pravi tapla gorkha	pravi	janajyoti	tapla gorkha	gorkha	tapla
21501	mirakota pra॰vi॰ mirakota prathamika vidhalaya	mirakota pravi mirakota pravi	pravi	mirakota	mirakota	mirakota	
21502	ishvari pra॰vi॰, gulmi	ishvari pravi gulmi	pravi	ishvari	gulmi	gulmi	
21503	sarasvati adharabhuta vidyalaya isma gulmi	sarasvati avi isma gulmi	avi	sarasvati	isma gulmi	gulmi	isma
21504	dolichaura pra॰vi॰, bajha~na	dolichaura pravi bajha~na	pravi	dolichaura	bajha~na	bajha~na	
21505	vahradeu ni॰ma॰vi॰, bajha~na	vahradeu nimavi bajha~na	nimavi	vahradeu	bajha~na	bajha~na	
21506	himala darshana madhyamika vidyalaya, solukhumbu	himala darshana mavi solukhumbu	mavi	himala darshana	solukhumbu	solukhumbu	
21507	vidyajyoti madhyamika vidyalaya babiyachaura, surkheta	vidyajyoti mavi baviyachaura surkheta	mavi	vidyajyoti	baviyachaura surkheta	surkheta	baviyachaura
21508	kalika prathamika vidhalaya patabhara-8 bardiya	kalika pravi patabhara bardiya	pravi	kalika	patabhara bardiya	bardiya	patabhara
21509	nilakantheshvara ma vi, dolakha	nilakantheshvara mavi dolakha	mavi	nilakantheshvara	dolakha	dolakha	
21510	deveshvari pra vi, rolpa	deveshvari pravi rolpa	pravi	deveshvari	rolpa	rolpa	
21511	kedara pra vi, solukhumbu	kedara pravi solukhumbu	pravi	kedara	solukhumbu	solukhumbu	
21512	kalika madhyamika vidyalaya, bhaluthumka, okhaladhumga	kalika mavi bhaluthumka okhaladhumga	mavi	kalika	bhaluthumka okhaladhumga	okhaladhumga	bhaluthumka
21513	bhumesthana adharabhuta vidyalaya, bhalayatara chishamkhugadhi ga॰pa॰, olakhadhumga	bhumesthana avi bhalayatara chishamkhugadhi ga pa olakhadhumga	avi	bhumesthana	bhalayatara chishamkhugadhi ga pa olakhadhumga	olakhadhumga	bhalayatara chishamkhugadhi ga pa
21514	kudule adharabhuta vidyalaya, chishamkhugadhi ga॰pa॰, okhaladhu~nga	kudule avi chishamkhugadhi ga pa okhaladhu~nga	avi	kudule	chishamkhugadhi ga pa okhaladhu~nga	okhaladhu~nga	chishamkhugadhi ga pa
21515	sharada uchcha madhyamika vidhalaya, doti	sharada mavi vi doti	mavi	sharada	vi doti	doti	vi
21516	nepala rashtiya prathamika vidyalaya, inarvamala, bara	nepala rashtiya pravi inarvamala bara	pravi	nepala rashtiya	inarvamala bara	bara	inarvamala
21517	basudeva dasa adharabhuta vidyalaya lagama purvari tola, dhanusha	basudeva dasa avi lagama purvari tola dhanusha	avi	basudeva dasa	lagama purvari tola dhanusha	dhanusha	lagama purvari tola
21518	ne॰ ra॰ pra॰vi॰ thakurapura, kapilabastu	ne ra pravi thakurapura kapilabastu	pravi	ne ra	thakurapura kapilabastu	kapilabastu	thakurapura
21519	navajyoti prathamika vidyalaya, hatuvagadhi, bhojapura	navajyoti pravi hatuvagadhi bhojapura	pravi	navajyoti	hatuvagadhi bhojapura	bhojapura	hatuvagadhi
21520	deula~nakhani prathamika vidhalaya dolakha	deula~nakhani pravi dolakha	pravi	deula~nakhani	dolakha	dolakha	
21521	janajyoti ma॰vi, bhojapura	janajyoti mavi bhojapura	mavi	janajyoti	bhojapura	bhojapura	
21522	shri ghiranatha samphula vishvasa madhyamika vidyalaya, mora~na	shri ghiranatha samphula vishvasa mavi mora~na	mavi	shri ghiranatha samphula vishvasa	mora~na	mora~na	
21523	ganesha nimna madhyamika vidhalaya dolakha	ganesha nimavi dolakha	nimavi	ganesha	dolakha	dolakha	
21524	mageshvari pra॰vi, samkhuvasabha	mageshvari pravi samkhuvasabha	pravi	mageshvari	samkhuvasabha	samkhuvasabha	
21525	kisana adharabhuta vidyalaya, mora~na	kisana avi mora~na	avi	kisana	mora~na	mora~na	
21526	devakota adharabhuta vidyalaya, samkhuvasabha	devakota avi samkhuvasabha	avi	devakota	samkhuvasabha	samkhuvasabha	
21527	kamala adharabhuta vidyalaya dolakha	kamala avi dolakha	avi	kamala	dolakha	dolakha	
21528	namuna prathamika vidyalaya magapauva, dolakha	namuna pravi magapauva dolakha	pravi	namuna	magapauva dolakha	dolakha	magapauva
21529	himashikhara adharabhuta vidyalaya, samkhuvasabha	himashikhara avi samkhuvasabha	avi	himashikhara	samkhuvasabha	samkhuvasabha	
21530	indrakali adharabhuta vidyalaya, samkhuvasabha	indrakali avi samkhuvasabha	avi	indrakali	samkhuvasabha	samkhuvasabha	
21531	umeshvara rashtiya prathamika vidyalaya, saptari	umeshvara rashtiya pravi saptari	pravi	umeshvara rashtiya	saptari	saptari	
21532	suryodaya madhyamika vidhalaya thulodamma bhojapura	suryodaya mavi thulodamma bhojapura	mavi	suryodaya	thulodamma bhojapura	bhojapura	thulodamma
21533	simhadevi prathamika vidhalaya patlepani bhojapura	simhadevi pravi patlepani bhojapura	pravi	simhadevi	patlepani bhojapura	bhojapura	patlepani
21534	navarkachana pra vi, dolakha	navarkachana pravi dolakha	pravi	navarkachana	dolakha	dolakha	
21535	setidevi adharabhuta vidyalaya, bhimeshvara na॰pa॰, dolakha	setidevi avi bhimeshvara na pa dolakha	avi	setidevi	bhimeshvara na pa dolakha	dolakha	bhimeshvara na pa
21536	kailasha madhyamika vidhalaya, bahavise samkhuvasabha	kailasha mavi bahavise samkhuvasabha	mavi	kailasha	bahavise samkhuvasabha	samkhuvasabha	bahavise
21537	shivodaya ni॰ma॰ vi॰, samkhuvasabha	shivodaya nimavi samkhuvasabha	nimavi	shivodaya	samkhuvasabha	samkhuvasabha	
21538	vishvapremi madhyamika vidyalaya yaku bhojapura	vishvapremi mavi yaku bhojapura	mavi	vishvapremi	yaku bhojapura	bhojapura	yaku
21539	behereshvara madhyamika vidyalaya, bhojapura	behereshvara mavi bhojapura	mavi	behereshvara	bhojapura	bhojapura	
21540	chaudandi adharabhuta vidyalaya, samkhuvasabha	chaudandi avi samkhuvasabha	avi	chaudandi	samkhuvasabha	samkhuvasabha	
21541	haleshvara prathamika vidhalaya, shyama, dolakha	haleshvara pravi shyama dolakha	pravi	haleshvara	shyama dolakha	dolakha	shyama
21542	sakechu~na pra vi, bhojapura	sakechu~na pravi bhojapura	pravi	sakechu~na	bhojapura	bhojapura	
21543	mamgaladevi pra vi, bhojapura	mamgaladevi pravi bhojapura	pravi	mamgaladevi	bhojapura	bhojapura	
21544	jalakanya adharabhuta vidyalaya gogane pa.nchakhapana na॰pa॰, sa~nkhuvasabha	jalakanya avi gogane pa.nchakhapana na pa sa~nkhuvasabha	avi	jalakanya	gogane pa.nchakhapana na pa sa~nkhuvasabha	sa~nkhuvasabha	gogane pa.nchakhapana na pa
21545	balasudhara pamchakanya pra vi, bhojapura	balasudhara pamchakanya pravi bhojapura	pravi	balasudhara pamchakanya	bhojapura	bhojapura	
21546	valayamda~na madhyamika vidyalaya, yamda~nga, samkhuvasabha	valayamda~na mavi yamda~nga samkhuvasabha	mavi	valayamda~na	yamda~nga samkhuvasabha	samkhuvasabha	yamda~nga
21547	seti devi pra vi, dolakha	seti devi pravi dolakha	pravi	seti devi	dolakha	dolakha	
21548	purvakshitija pra vi, bhojapura	purvakshitija pravi bhojapura	pravi	purvakshitija	bhojapura	bhojapura	
21549	tivari bha~njya~nga madhyamika vidyalaya, tivari bha~njya~nga, bhojapura	tivari bha~njya~nga mavi tivari bha~njya~nga bhojapura	mavi	tivari bha~njya~nga	tivari bha~njya~nga bhojapura	bhojapura	tivari bha~njya~nga
21550	himalaya madhyamika vidyalaya, kha.ndavari, sa~nkhuvasabha	himalaya mavi kha.ndavari sa~nkhuvasabha	mavi	himalaya	kha.ndavari sa~nkhuvasabha	sa~nkhuvasabha	kha.ndavari
21551	bimire pra॰vi, mora	vimire pravi mora	pravi	vimire	mora	mora	
21552	bindavaisani prathamika vidyalaya, barva goga, parsa	vindavaisani pravi barva goga parsa	pravi	vindavaisani	barva goga parsa	parsa	barva goga
21553	rajagare madhyamika vidyalaya, palu~natara, gorakha	rajagare mavi palu~natara gorakha	mavi	rajagare	palu~natara gorakha	gorakha	palu~natara
21554	jalpa prathamika vidhalaya chaukidada bhojapura	jalpa pravi chaukidada bhojapura	pravi	jalpa	chaukidada bhojapura	bhojapura	chaukidada
21555	aitavare adharabhuta vidyalaya, samkhuvasabha	aitavare avi samkhuvasabha	avi	aitavare	samkhuvasabha	samkhuvasabha	
21556	bhuvanoshvari pra॰vi bu~nkota, gorkha	bhuvanoshvari pravi bu~nkota gorkha	pravi	bhuvanoshvari	bu~nkota gorkha	gorkha	bu~nkota
21557	jhakrapuri prathamika vidhalaya muchchoka, gorakha	jhakrapuri pravi muchchoka gorakha	pravi	jhakrapuri	muchchoka gorakha	gorakha	muchchoka
21558	simhadevi ma vi, bhojapura	simhadevi mavi bhojapura	mavi	simhadevi	bhojapura	bhojapura	
21559	shiva adharabhuta vidyalaya gandaki ga॰pa॰, gorakha	shiva avi gandaki ga pa gorakha	avi	shiva	gandaki ga pa gorakha	gorakha	gandaki ga pa
21560	janaradhika prathamika vidyalaya, ramaprasadarai, ga॰pa॰, bhojapura	janaradhika pravi ramaprasadarai ga pa bhojapura	pravi	janaradhika	ramaprasadarai ga pa bhojapura	bhojapura	ramaprasadarai ga pa
21561	rashtiya ni ma vi, gorkha	rashtiya ni mavi gorkha	mavi	rashtiya ni	gorkha	gorkha	
21562	umli~na madhyamika vidyalaya, sa~nakhuvasabha	umli~na mavi sa~nakhuvasabha	mavi	umli~na	sa~nakhuvasabha	sa~nakhuvasabha	
21563	kalika prathamika vidhalaya sa~napa~na bhojapura	kalika pravi sa~napa~na bhojapura	pravi	kalika	sa~napa~na bhojapura	bhojapura	sa~napa~na
21564	pa~nchakanya madhyamika vidyalaya chya~nagre bhojapura	pa~nchakanya mavi chya~nagre bhojapura	mavi	pa~nchakanya	chya~nagre bhojapura	bhojapura	chya~nagre
21565	raktamala pra॰vi॰, sunasari	raktamala pravi sunasari	pravi	raktamala	sunasari	sunasari	
21566	pamchakanyabhagavati pra vi|, bhojapura	pamchakanyabhagavati pravi bhojapura	pravi	pamchakanyabhagavati	bhojapura	bhojapura	
21567	majhathara madhyamika vidyalaya sva.nra, gorakha	majhathara mavi sva.nra gorakha	mavi	majhathara	sva.nra gorakha	gorakha	sva.nra
21568	shamkharani nimna madhyamika vidhalaya ranivasa bhojapura	shamkharani nimavi ranivasa bhojapura	nimavi	shamkharani	ranivasa bhojapura	bhojapura	ranivasa
21569	amarasahida adharabhuta vidyalaya, samkhuvasabha	amarasahida avi samkhuvasabha	avi	amarasahida	samkhuvasabha	samkhuvasabha	
21570	simhadevi adharabhuta vidyalaya, mora~na	simhadevi avi mora~na	avi	simhadevi	mora~na	mora~na	
21571	sarasvati pra॰vi, sunasari	sarasvati pravi sunasari	pravi	sarasvati	sunasari	sunasari	
21572	shiksha premi prathamika vidhalaya deurali bhojapura	shiksha premi pravi deurali bhojapura	pravi	shiksha premi	deurali bhojapura	bhojapura	deurali
21573	balakanya ni ma vi, bhojapura	balakanya nimavi bhojapura	nimavi	balakanya	bhojapura	bhojapura	
21574	kanya adharabhuta vidyalaya, samkhuvasabha	kanya avi samkhuvasabha	avi	kanya	samkhuvasabha	samkhuvasabha	
21575	harelo prathamika vidyalaya harelo sumkhuvasabha	harelo pravi harelo sumkhuvasabha	pravi	harelo	harelo sumkhuvasabha	sumkhuvasabha	harelo
21576	vaneshvara adharabhuta vidyalaya, khahare, samkhuvasabha	vaneshvara avi khahare samkhuvasabha	avi	vaneshvara	khahare samkhuvasabha	samkhuvasabha	khahare
21577	bhadrakali adharabhuta vidyalaya samkhuvasabha	bhadrakali avi samkhuvasabha	avi	bhadrakali	samkhuvasabha	samkhuvasabha	
21578	bhireshvara adharabhuta vidyalaya, kha.ndabari, samkhuvasabha	bhireshvara avi kha.ndabari samkhuvasabha	avi	bhireshvara	kha.ndabari samkhuvasabha	samkhuvasabha	kha.ndabari
21579	heva adharabhuta vidyalaya kalleri, pa.nchakhapana, samkhuvasabha	heva avi kalleri pa.nchakhapana samkhuvasabha	avi	heva	kalleri pa.nchakhapana samkhuvasabha	samkhuvasabha	kalleri pa.nchakhapana
21580	amaruva madhyamika vidyalaya, akhibhui, samkhuvasabha	amaruva mavi akhibhui samkhuvasabha	mavi	amaruva	akhibhui samkhuvasabha	samkhuvasabha	akhibhui
21581	manakamana pra॰ vi॰, samkhuvasabha	manakamana pravi samkhuvasabha	pravi	manakamana	samkhuvasabha	samkhuvasabha	
21582	janodaya bhumika pra vi, bhojapura	janodaya bhumika pravi bhojapura	pravi	janodaya bhumika	bhojapura	bhojapura	
21583	vishnu adharabhuta vidyalaya, samkhuvasabha	vishnu avi samkhuvasabha	avi	vishnu	samkhuvasabha	samkhuvasabha	
21584	jalpa prathamika vidyalaya amachoka, bhojapura	jalpa pravi amachoka bhojapura	pravi	jalpa	amachoka bhojapura	bhojapura	amachoka
21585	mahakali adharabhuta vidyalaya, samkhuvasabha	mahakali avi samkhuvasabha	avi	mahakali	samkhuvasabha	samkhuvasabha	
21586	bhatabhotani adharabhuta vidyalaya, samkhuvasabha	bhatabhotani avi samkhuvasabha	avi	bhatabhotani	samkhuvasabha	samkhuvasabha	
21587	shri nimna madhyamika vidyalaya, phaksi, a.nkhibhui, samkhuvasabha	shri nimavi phaksi a.nkhibhui samkhuvasabha	nimavi	shri	phaksi a.nkhibhui samkhuvasabha	samkhuvasabha	phaksi a.nkhibhui
21588	himalaya nimna madhyamika vidhalaya indrapura, mora~na	himalaya nimavi indrapura mora~na	nimavi	himalaya	indrapura mora~na	mora~na	indrapura
21589	madhavaliya madhyamika vidhalaya, madhavaliya-2, rupandehi	madhavaliya mavi madhavaliya rupandehi	mavi	madhavaliya	madhavaliya rupandehi	rupandehi	madhavaliya
21590	pa॰ra॰vi॰ adharabhuta vidyalaya sa.ndha, mahottari	pa ra vi avi sa.ndha mahottari	avi	pa ra vi	sa.ndha mahottari	mahottari	sa.ndha
21591	ichchavati pra॰vi, bhojapura	ichchavati pravi bhojapura	pravi	ichchavati	bhojapura	bhojapura	
21592	sarasvati pra॰vi॰ sapa, bhojapura	sarasvati pravi sapa bhojapura	pravi	sarasvati	sapa bhojapura	bhojapura	sapa
21593	balakalyana pra vi, dolakha	balakalyana pravi dolakha	pravi	balakalyana	dolakha	dolakha	
21594	kalinaga ni ma vi, dolakha	kalinaga nimavi dolakha	nimavi	kalinaga	dolakha	dolakha	
21595	kalidevi pra vi, dolakha	kalidevi pravi dolakha	pravi	kalidevi	dolakha	dolakha	
21596	buddha prathamika vidyalaya jha.nkrichaura, dolakha	buddha pravi jha.nkrichaura dolakha	pravi	buddha	jha.nkrichaura dolakha	dolakha	jha.nkrichaura
21597	kalinachoka ma vi, dolakha	kalinachoka mavi dolakha	mavi	kalinachoka	dolakha	dolakha	
21598	vishnu madhyamika vidyalaya, baiteshvara, dolakha	vishnu mavi baiteshvara dolakha	mavi	vishnu	baiteshvara dolakha	dolakha	baiteshvara
21599	janajyoti, dolakha	janajyoti dolakha		janajyoti dolakha			
21600	maneda.nda pra vi, dolakha	maneda.nda pravi dolakha	pravi	maneda.nda	dolakha	dolakha	
21601	sanodaya ni ma vi, bhojapura	sanodaya nimavi bhojapura	nimavi	sanodaya	bhojapura	bhojapura	
21602	devi uchcha madhyamika vidhalaya bocha -9 dolakha	devi mavi vi bocha dolakha	mavi	devi	vi bocha dolakha	dolakha	vi bocha
21603	mandilashvari prathamika vidhalaya, pa~ncha bhojapura	mandilashvari pravi pa~ncha bhojapura	pravi	mandilashvari	pa~ncha bhojapura	bhojapura	pa~ncha
21604	bajyusthana prathamika vidhalaya, jiri, dolakha	bajyusthana pravi jiri dolakha	pravi	bajyusthana	jiri dolakha	dolakha	jiri
21605	shanti prathamika vidyalaya, jalathala, jhapa	shanti pravi jalathala jhapa	pravi	shanti	jalathala jhapa	jhapa	jalathala
21606	pra॰ vi॰ hathikhaaula, sarlahi	pravi hathikhaaula sarlahi	pravi	pravi	hathikhaaula sarlahi	sarlahi	hathikhaaula
21607	pa~nchakanya adharabhuta vidyalaya siddheshvara, bhojapura	pa~nchakanya avi siddheshvara bhojapura	avi	pa~nchakanya	siddheshvara bhojapura	bhojapura	siddheshvara
21608	janachetana adharabhuta vidyalaya, viratanagara, mora~na	janachetana avi viratanagara mora~na	avi	janachetana	viratanagara mora~na	mora~na	viratanagara
21609	vidyapokhari ma॰vi, bhojapura	vidyapokhari mavi bhojapura	mavi	vidyapokhari	bhojapura	bhojapura	
21610	durga madhyamika vidyalaya, pathari shanishchare, mora~na	durga mavi pathari shanishchare mora~na	mavi	durga	pathari shanishchare mora~na	mora~na	pathari shanishchare
21611	bhanubhakta adarsha nimna madhyamika vidhalaya, bhojapura	bhanubhakta adarsha nimavi bhojapura	nimavi	bhanubhakta adarsha	bhojapura	bhojapura	
21612	siddeshvara pra vi, bhojapura	siddeshvara pravi bhojapura	pravi	siddeshvara	bhojapura	bhojapura	
21613	shikshaprakasha pra vi, bhojapura	shikshaprakasha pravi bhojapura	pravi	shikshaprakasha	bhojapura	bhojapura	
21614	himalaya madhyamika vidyalaya, mya~nalu~nga, tehrathuma	himalaya mavi mya~nalu~nga tehrathuma	mavi	himalaya	mya~nalu~nga tehrathuma	tehrathuma	mya~nalu~nga
21615	chandreshvara madhyamika vidhalaya nagi bhojapura	chandreshvara mavi nagi bhojapura	mavi	chandreshvara	nagi bhojapura	bhojapura	nagi
21616	sharada prathamika vidhalaya mulapani bhojapura	sharada pravi mulapani bhojapura	pravi	sharada	mulapani bhojapura	bhojapura	mulapani
21617	balashakti prathamika vidyalaya katahare, amachoka, bhojapura	balashakti pravi katahare amachoka bhojapura	pravi	balashakti	katahare amachoka bhojapura	bhojapura	katahare amachoka
21618	hulaka prathamika vidhalaya chamkhu, dolakha	hulaka pravi chamkhu dolakha	pravi	hulaka	chamkhu dolakha	dolakha	chamkhu
21619	lakshmi adharabhuta vidyalaya silicho~na, samkhuvasabha	lakshmi avi silicho~na samkhuvasabha	avi	lakshmi	silicho~na samkhuvasabha	samkhuvasabha	silicho~na
21620	chara~na ni॰ma॰vi|, musta~na	chara~na nimavi musta~na	nimavi	chara~na	musta~na	musta~na	
21621	shiva pra॰ vi॰, parbata	shiva pravi parbata	pravi	shiva	parbata	parbata	
21622	navajyoti pra॰vi, kaski	navajyoti pravi kaski	pravi	navajyoti	kaski	kaski	
21623	jalapadevi pra vi, dolakha	jalapadevi pravi dolakha	pravi	jalapadevi	dolakha	dolakha	
21624	shri rama pra, iparbata	shri rama praviparbata	pravi	shri rama	parbata	parbata	
21625	nepala rashtriya prathamika vidyalaya, tinadobhiya, parsa	nepala rashtriya pravi tinadobhiya parsa	pravi	nepala rashtriya	tinadobhiya parsa	parsa	tinadobhiya
21626	balabalika adharabhuta vidyalaya jitapurasimara bara	balabalika avi jitapurasimara bara	avi	balabalika	jitapurasimara bara	bara	jitapurasimara
21627	nepala rashtiraya pra॰vi॰malahi, bara	nepala rashtiraya pravi malahi bara	pravi	nepala rashtiraya	malahi bara	bara	malahi
21628	maha~nkala prathamika vidhalaya chotha~na, dolakha	maha~nkala pravi chotha~na dolakha	pravi	maha~nkala	chotha~na dolakha	dolakha	chotha~na
21629	simhadevi madhyamika vidyalaya bhojapura	simhadevi mavi bhojapura	mavi	simhadevi	bhojapura	bhojapura	
21630	naragrama namuna madhyamika vidyalaya, mora~na	naragrama namuna mavi mora~na	mavi	naragrama namuna	mora~na	mora~na	
21631	sanyasi prathamika vidhalaya, govindapura 6, mora~na	sanyasi pravi govindapura mora~na	pravi	sanyasi	govindapura mora~na	mora~na	govindapura
21632	simhadevi madhyamika vidyalaya kanepokhari mora~na	simhadevi mavi kanepokhari mora~na	mavi	simhadevi	kanepokhari mora~na	mora~na	kanepokhari
