id,school,
27356,"Bhagwati Basic School, Okhaldhunga",
27357,"Jeevan Jyoti Basic School, Makwanpur",
27358,"Navjyoti Basic School, Rukum West",
27359,Bhakra Basic School Bhakra Manang,
27360,"Annapurna Secondary School, Nisyang, Manang",
27361,"Tanki Basic School, Nesyang, Tanki, Manang",
27362,National Secondary School Gorkha,
27363,"Shailaishwari Secondary School, Bajhang",
27364,"Panchadhura Secondary School, Bardiwas, Mahottari",
27365,"Rupadebi Basic School, Ramechhap",
27366,"Wageswari Basic School, Achham",
27367,"Public Service Primary School, Khotang",
27368,"Chandi Danda Secondary School, Syangja",
27369,"Janjeevraj Shushila Secondary School Wahoragaon, Baglung",
27370,Mrs. Krishna Devi Higher Secondary School,
27371,"Krishna Secondary School, Thackle, Ilam",
27372,"Paiyun Kalika Basic School Paiyun, Parvat",
27373,Mudhebas Secondary School Dhankuta,
27374,"Malika Primary School, Ruga, Mugu",
27375,"Nepal National Primary School, Balchaur, Mugu",
27376,"Siddhawa Primary School, Kailali",
27377,"Sunpalpanch Lower Secondary School, Masuria Kailali",
27378,"Primary School Patura, Moulapur District, Rautahat",
27379,"Dhuseni Basic School Satyavati, Gulmi",
27380,"Devisthan Primary School Chhatrakot, Gulmi",
27381,"Karangtung Primary School, Gulmi",
27382,"Kaule Primary School, Gulmi",
27383,"Harmichour Primary School, Gulmi",
27384,"Hermi Lower Secondary School, Gulmi",
27385,"Pragati Primary School, Gulmi",
27386,"Child Rescue Primary School, Gulmi",
27387,"Narmada Primary School, Gulmi",
27388,"Janajyoti Secondary School, Pallikot Gulmi",
27389,Ninyukhark Secondary School Gulmi,
27390,"Handrung Basic School, Taplejung",
27391,Wungrung Lower Secondary School Angkhop,
27392,"Khapareshwar Primary School, Bajhang",
27393,"Crystal Mountain Lower Secondary School Dho-Tarap, Dolpa",
27394,"Devi Basic School, Thuliberi District, Dolpa",
27395,"Navodaya Primary School, Nuwakot",
27396,"Jaldevi Basic School, Syangja",
27397,"Bhubaneswari Secondary School, Doti",
27398,"Bhairab Secondary School, Adarsh Village, Doti",
27399,"Lakshmi Basic School Vogtan, Doti",
27400,"Masanidev Basic School, Dat",
27401,"Tameshwari Basic School, Doti",
27402,"Krishna Secondary School, Doti",
27403,"Mahadev Basic School, Dumrakot, Doti",
27404,"Bhageshwar Basic School, Zorayal Village, Doti",
27405,"Shishu Darpan Basic School, Doti",
27406,Kadammandu Lower Secondary School,
27407,"Mahanyaleshwar Basic School, Doti",
27408,"Bhagwateswar Secondary School, Doti",
27409,"Bhavanisthan Secondary School, Doti",
27410,"Lakshmi Secondary School, Doti",
27411,"Vayla Primary School, Kailali",
27412,"Vageshwar Primary School, Doti",
27413,"Devasthal Secondary School, Bhumirajmandou",
27414,"Kapilas Basic School, Doti",
27415,"Devasthal Basic School, Doti",
27416,"Khaigad Primary School, Doti",
27417,"Anwadi Primary School, Doti",
27418,"Himalaya Primary School, Thaha, Makwanpur",
27419,"Chowkhan Secondary School, Dang, Doti",
27420,"Karkateswar Secondary School, Doti",
27421,"Siddhartha Secondary School, Parsa",
27422,"Shiksha Mandir Basic School, Sarada District, Salyan",
27423,"Kiranteshwar Primary School, Sindhupalchok",
27424,Kalidevi Basic School Lalitpur,
27425,"Durgesh Nandini Primary School, Kapilbastu",
27426,"Motibhari Secondary School, Lawni, Kapilbastu",
27427,"Surya Jyoti Primary School, Gurvakot, Surkhet",
27428,"Nageshwari Primary School, Dolakha",
27429,"Halchok Primary School, Kathmandu",
27430,"Dakshina Kalika Basic School, Madi District, Chitwan",
27431,People's Development Basic School Tachai Manang,
27432,Lok Priya Primary School has been repeated,
27433,"Raja Mahatma Purnabhadra Secondary School, Navalparasi",
27434,"Shahid Smriti Basic School, Rupandehi",
27435,"Devi Secondary School, Sindhupalchok",
27436,"Keling Basic School, Terhathum",
27437,"Public Primary School, Tehrathum",
27438,"Singhadebi Primary School Tehrathum, Tehrathum",
27439,"Bhagwati Secondary School, Ambung, Mangalung, Tehrathum",
27440,"Lakshmi Basic School, Tehrathum",
27441,"Mahendrodaya Primary School, Tehthum",
27442,"Saraswati Primary School Tehrathum, Tehrathum",
27443,"Mahakali Secondary School, Tehrathum",
27444,"Navjyoti Primary School, Tehrathum",
27445,"Hansavahini Primary School, Tehrathum",
27446,"Vigdawasini Misuzu Primary School, Rupandehi",
27447,"Tribhuvan Primary School, Simle, Tehrathum",
27448,"Netrajyoti Basic School, Fedap Tehrathum",
27449,"Democracy Basic School, Solma, Terhathum",
27450,"Bhagwati Secondary School, Thoklung, Tehrathum",
27451,"Kovek Basic School, Terhathum",
27452,"Sinhvahini Secondary School, Mangalung, Tehrathum",
27453,"Ramthala Basic School, Mangalung, Tehrathum",
27454,Amarsatya Primary School Rolpa,
27455,"Panchkanya Lower Secondary School, Chhathar Pokhari, Tehrathum",
27456,"Vouddha Pragati Basic School, Chuhandanda, Mansari, Tehrathum",
27457,"Siddharth Bal Niketan Kedar Pandey Secondary School, Mayadevi, Rupandehi",
27458,"Bhagwati Basic School, Okhre, Tehrathum",
27459,"Saraswati Nepal Secondary School, Morang",
27460,"Mahakali Basic School, Tehrathum",
27461,"Navadurga Primary School, Rupandehi",
27462,"Chilhiya Lower Secondary School, Rupandehi",
27463,"Chhapia Basic School Chhapia, Rupandehi",
27464,"Janata Basic School Mahdeiyan, Sammarimai, Rupandehi",
27465,"Jan Chetana Basic School, Mayadevi Ga.Pa. , Rupandehi",
27466,"Lower Secondary School Srinagar, Kapilbastu",
27467,"National Basic School, Manpur Buddhabhumi District, Kapilbastu",
27468,"Shanti Vidyashram Secondary School, Lonh, Lalitpur",
27469,"NERA SECONDARY SCHOOL, RUKUM WEST",
27470,"Gyanodaya Basic School, Lalitpur",
27471,"Bal Jyoti Primary School, Mugu",
27472,Janajagaran Secondary School Mugu,
27473,"Panchkanya Basic School, Solukhumbu",
27474,"Mahendra Saraswati Basic School, Bhimfedi District, Makwanpur",
27475,"Manikhel Basic School, Manichour, Lalitpur",
27476,"Mahankal Basic School, Lalitpur",
27477,"Anand Bhairav Secondary School, Banduchaur, Kathmandu",
27478,"Sinhakali Secondary School, Dhankuta",
27479,"Janhit Primary School, Lalitpur",
27480,"Tulsadevi Primary School, Lalitpur",
27481,"Krishna Secondary School Rambha, Palpa",
27482,"Nishanadevi Basic School, Palpa",
27483,"Lakshmi Secondary School, Palpa",
27484,"Dailatung Basic School, Khanigaon, Palpa",
27485,"Premadevi Secondary School, Dullu, Dailekh",
27486,"Public Service Primary School Milyal, Palpa",
27487,"Janjyoti Primary School, Palpa",
27488,"Bal Kalyan Primary School, Palpa",
27489,"Shri Bal Vikas Primary School, Palpa",
27490,"Gorakhnath Basic School, Nisdi, Palpa",
27491,"Lakshmi Basic School, Rampur District, Palpa",
27492,"National Basic School Bajrahi, Jaleshwar, Mahottari",
27493,"Janashanti Secondary School, Palpa",
27494,"Bakangejha Chapadanda Primary School, Nisdi, Palpa",
27495,"Srijana Basic School, Palpa",
27496,Bhawani Primary School Palpa,
27497,"Durga Bhawani Basic School, Palpa",
27498,"Mahakali Secondary School, Palpa",
27499,"Lakshmi Basic School, Chidis, Palpa",
27500,"Bal Jagran Primary School, Hoopsekot Village, BC Nawalparasi",
27501,"Saraswati Basic School, Palpa",
27502,"Sri Suryakirana Primary School, Palpa",
27503,"Sri Shiv Shankar Primary School, Palpa",
27504,"Maidan Devi Primary School, Palpa",
27505,Madrasah Nurul Hoda Ahle Sunnat Primary School Palpa,
27506,"Bal Kalyan Basic School, Rampur, Palpa",
27507,"Magran Devi Primary School, Rainadevi Chhahara, Palpa",
27508,"Chhamke Basic School, Rampur, Palpa",
27509,"Gyanodaya Primary School, Mathagadhi, Palpa",
27510,"Balakanya Bhagwati Basic School, Telgha, Palpa",
27511,"Taltung Secondary School, Ribdikoch Village, Palpa",
27512,"Sri Deepjyoti Primary School, Palpa",
27513,"Pragathi Basic School, Palpa",
27514,"Shri Chandradevi Primary School, Palpa",
27515,Mangala Devi Primary School Palpa,
27516,"Tribhuvan Basic School, Dumai District, Ilam",
27517,"Shri Ram Secondary School, Palpa",
27518,Baljyoti Secondary School West Nawalparasi,
27519,"Sri Navadurga Primary School, Palpa",
27520,"Sarada Model Basic School, Rukum West",
27521,"Shree Janata Primary School Pakdi, Palpa",
27522,"Nav Jagartu Primary School, Chidipani, Palpa",
27523,"Gahte Secondary School, Palpa",
27524,"Vishwajyoti Primary School Bhanu, Tanahun",
27525,"Suryadaya Primary School Rambha, Palpa",
27526,"Shankar Naresh Primary School Rambha Village, Palpa",
27527,"Kakhe Primary School, Humla",
27528,"Primary School, Jumlepani, Dang",
27529,Primary School Kaivadanda Primary School,
27530,"Durgabhavani Lower Secondary School Banganga, Kapilvastu",
27531,"Dalit Upliftment Primary School, Baglung",
27532,"Mahendra Bhrikuti Secondary School, Jawalakhel, Lalitpur",
27533,"Swara Primary School, Makwanpur",
27534,"Buddha Secondary School, Badegaon, Lalitpur",
27535,"Model Basic School, Mahankal District, Lilatpur",
27536,"Shishu Kalyan Basic School, Mahottari",
27537,"Gorakhnath Secondary School, Makwanpur",
27538,"Siddha Basic School, Suryodaya, Siddhigaon, Ilam",
27539,"Adarsh Madhyamik Vidya Mandir, Khandwari, Sankhuwasabha",
27540,"Durgeshwari Basic School, Pokhrang, Panchkhapan, Sankhuwasabha",
27541,"Janashram Basic School, Ilam",
27542,"Janata Primary School, Gulmi",
27543,Panchavati Basic School Bhojpur,
27544,"Decap Mahadev Primary School, Nuwakot",
27545,"Maisthan Bal Vidya Mandir Indu Lakhe Lower Secondary School, Parsa",
27546,"Jan Divya Basic School, Solukhumbu",
27547,"Nilgiri Secondary School, Hillihang District, Panchthar",
27548,Rapti Gyanodaya Secondary School Rukum West,
27549,"National Primary School Janakpur, Dhanusha",
27550,"Jaleshwari Basic School, Miklajung, Morang",
27551,"Bal Lakshmi Basic School, Morang",
27552,"Nagasa and Sanskrit Secondary School, Nawalparasi",
27553,"Bachladevi Secondary School, Dhading",
27554,"Maisthan Vidyapeeth Secondary School Birganj, Parsa",
27555,"National Primary School Sabala, Dhanusha",
27556,"Primary School Wal Mandir, Parsa",
27557,"Swara Basic School, Gulmi",
27558,"Primary School Uralo, Chandranagar, Sarlahi",
27559,"Shree Secondary School, Varamzhia, Dhanusha",
27560,"Janata Secondary School, Rajpur Farhadwa, Rautahat",
27561,"Anshuvarma Basic School, Humla",
27562,"Tripura General and Technical Secondary School, Jagdulla, Dolpa",
27563,"Nepal National Secondary School, Nalgad District, Jajarkot",
27564,"Shramik Basic School, Nuwakot",
27565,"Sarada Secondary School, Dhikura, Garagoth, Arghakhanchi",
27566,"Uttarganga Basic School Sera Waluwa, Rukum East",
27567,"Anu Basic School, Bafikot, Rukum West",
27568,Harihar Sanskrit and General Higher Secondary School,
27569,"Sri Pashupati Secondary School, Siraha",
27570,"Secondary School, Beriahi-Phoulkaha, Mahottari",
27571,"Sarveshwar Basic School, Kathmandu",
27572,"Janata National Primary School, Jamua, Saptari",
27573,"Janakalyan Basic School, Makwanpur",
27574,"Updidit Dalit Primary School, Sarlahi",
27575,"Janata Secondary School, Khajura Village, Banke",
27576,"Srishtikant Basic School Vanepa, Kavre",
27577,"Mahendradaya Secondary School, Fali Mohoria, Shadanand District, Bhojpur",
27578,"Chhattissa Devi Secondary School, Nawalparasi",
27579,"Janak Secondary School, Makwanpur",
27580,"Chandika Secondary School, Makwanpurgarhi, Makwanpur",
27581,"Munri National Basic School, Bhataulia Mahottari",
27582,"Birendra Secondary School, Morang",
27583,"Kuleshwar Basic School Salmedanda, Ramechhap",
27584,"Shivamai Secondary School, Ilam",
27585,"Secondary School Siwai, Udaipur",
27586,"Bhagwati Primary School, Mahavu Village, Dailekh",
27587,"Volcano Basic School, Mustang",
27588,"Deudhunga Primary School, Vigu, Dolakha",
27589,Mahendra Jyoti Basic School Ramechhap,
27590,"Mahadev Primary School, Sindhuli",
27591,"Chandeswari Primary School, Balajor, Sindhuli",
27592,"Basic School Pipalvanyang, Sindhuli",
27593,"Mahakali Basic School, Walding, Sindhuli",
27594,"Secondary School, Saluke, Ratnavati, Sindhuli",
27595,"Basic School Thuladhunga Bahrvise, Sindhuli",
27596,"Siddheshwar Primary School, Sindhuli",
27597,"Vindeshwari Basic School, Sindhuli",
27598,"Ne Ra Primary School Lekhgau, Surkhet",
27599,"Jan Prakash Primary School, Surkhet",
27600,"Chauthikot Basic School, Kotwada, Calicut",
27601,"Gramdevata Basic School, Dadha, Saptari",
27602,"Navjyoti Bahira Secondary School, Sindhuli",
27603,"Primary School Sumnam Okhrani, Sindhuli",
27604,"Kalika Devi Primary School, Sampu, Poku, Ramechhap",
27605,"Basic School Tinkhande Rai Village, Sindhuli",
27606,"Sarada Basic School, Bhaktapur",
27607,"Nepal National Basic School Nahagaon, Surkhet",
27608,"National Basic School Sakhuwa, Saptari",
27609,"Jan Vijay Basic School, Manthali District, Ramechhap",
27610,"Primary School, Pauti, Sindhuli",
27611,"Basic School Sirudanda, Kamalamai District, Sindhuli",
27612,"Girls' Primary School, Kerawari",
27613,"Saraswati Basic School, Mahashila, Parvat",
27614,"Rameshwar Basic School Buddhabhumi, Kapilbastu",
27615,"Basic School Chhepedhap Kalika, Chitwan",
27616,Bhakta Vidyashram Secondary School Kathmandu,
27617,"Gyanbhoomi Basic School, Mustang",
27618,"Vaidyanath Veda Vidyashram Lower Secondary School, Achham",
27619,"Nepal Secondary School, Nawalparasi",
27620,"Janajagruti Secondary School, Sindhuli",
27621,"Banauti Primary School, Gorkha",
27622,"Dharmar Primary School, Dhading",
27623,Panchkanya Basic School Ramechhap,
27624,"Gautam Buddha Basic School, Morang",
27625,"Pashupati Basic School, Khandadevi Village, Ramechhap",
27626,"Model Primary School, Sankhuwasabha",
27627,"Sundarjyoti Primary School, Bhojpur",
27628,"Pataldevi Primary School, Gorkha",
27629,Jalkali Lower Secondary School Tose Ramechhap,
27630,"Akladevi Secondary School, Siddhlek District, Dhading",
27631,"Basic School Haringara, Morang",
27632,"Vijay Secondary School, Bheri District, Jajarkot",
27633,"Jan Jagriti Secondary School, Besishahr, Lamjung",
27634,"Jagannath Secondary School, Surkhet",
27635,"Rosha Bhanjyang Primary School, Khotang",
27636,"Deep Jyoti Basic School, Mustang",
27637,"Lower Secondary School Baseri, Sindhuli",
27638,"Lakshmi Secondary School, Thalara Village, Bajhang",
27639,"Basic School Dharapani, Vitijore, Sindhuli",
27640,"Primary School Tikhedhunga, Kalimati, Sindhuli",
27641,"Netrakali Basic School Bandipur, Sindhuli",
27642,"Varuneshwar Secondary School, Varun Sisneri, Sindhuli",
27643,"Dakshinkali Basic School, BNP, Nuwakot",
27644,"Shikshajyoti Basic School, Bhojpur",
27645,"Suryodaya Secondary School, Dailekh",
27646,"Gyanjyoti Basic School, Mustang",
27647,"Shivpurgarhi Secondary School, Vinayi Triveni, Nawalparasi",
27648,"Child Education Niketan Secondary School Siswan Shankarpur, West Nawalparasi",
27649,"National Basic School, Devdiha, Nagarain District, Dhanusha",
27650,"Basic School Kholigaon, Kudari, Jumla",
27651,Mangaleshwari Basic School Nuwakot,
27652,"Ganga Basic School, Bajura",
27653,"Primary School Adarsh Chowk, Parsa",
27654,"Vidyavikas Secondary School, Rukum West",
27655,"KRISHNA PRIMARY SCHOOL, RAINAS NA, MAJIGAON, LAMJUNG",
27656,Deuradevi Basic School Acham,
27657,"Primary School Gharhari, Rautahat",
27658,Dharmeshwar Basic School Chitwan,
27659,"Basic School Pidrahani, Chitwan",
27660,"Siddhakamana National Basic School, Chitwan",
27661,"Kalika Secondary School, West Nawalparasi",
27662,"National Basic School Velhatta, Jagatpur, Chitwan",
27663,"Janasevi Primary School Nepane Damar, Sindhuli",
27664,Snow Lovers Primary School Lamjung,
27665,"Aranya Jyoti Basic School, Lamjung",
27666,"Banskhark Lower Secondary School, Mahadevasthan, Dhading",
27667,"Waskharak Basic School, Dhading",
27668,"Banskhark Secondary School, Dhading",
27669,"Valadevi Secondary School, Khari Kumaltari, Dhading",
27670,"Shivashakti Basic School, Lamakatiya, Jajarkoit",
27671,"Bhumeshwari Basic School, Wagmati Village, Lalitpur",
27672,"Tangwe Primary School, Mustang",
27673,"Ramaroshan Yashoda Secondary School, Acham",
27674,"Dharpaleshwar Secondary School, Kavre",
27675,"Divyadeep Secondary School, Mustang",
27676,"Nepal National Primary School, Simalkhet, Surkhet",
27677,"Dipjyoti Primary School, Surkhet",
27678,"Bhawani Basic School, Chiurigaira, Veriganga, Surkhet",
27679,"Basant Secondary School, West Nawalparasi",
27680,"Basic School Tamakhark, Udaipur",
27681,"Ne Ra Primary School, Panchapuri Surkhet",
27682,"Janajagrut Basic School Dulalathai, Surkhet",
27683,"Nepal National Secondary School, Simta Village, Surkhet",
27684,Janjivan Secondary School Okhaldhunga,
27685,"Nehra Secondary School, Gurvaket, Surkhet",
27686,"Siddha Basic School, Salyan",
27687,"Busti Basic School Vaiteshwar, Dolakha",
27688,"Ghodalunge Primary School, Kailali",
27689,"Arunodaya Primary School, Lamjung",
27690,"Ganesh Basic School Bhari, Jaleshwar, Mahottari",
27691,"Bhadgaon Sinuwari Secondary School, Jhumka, Sunsari",
27692,"National Basic School Salouli, Chitwan",
27693,"Manedanda Secondary School, Bhojpur",
27694,"Nepal Rashtriya Janata Primary School, Bathnaha, Sakari, Mahottari",
27695,"Ramcharana Shah Pannawal Lower Secondary School, Parsa",
27696,"Basic School Bairhani, Khairhani, Chitwan",
27697,"National Basic School, Madi Napa, Chitwan",
27698,"National Basic School, Madi, Chitwan",
27699,"Secondary School, Bahmannagar, Chitwan",
27700,"Nepal National Basic School, Shovanchaur, Surkhet",
27701,"Wal Uday Primary School Arughat, Gorkha",
27702,"Bajadi Basic School, Budhiganga, Bajadi, Bajura",
27703,"Gyanbhoomi Primary School, Arupokhari, Gorkha",
27704,"Child Development Secondary School, Dhamena, Bajhang",
27705,"Wavira Primary School, Kathekhola, Waglung",
27706,"Janashramik Basic School, Dolakha",
27707,"Rupa Devi Basic School, Calicut",
27708,"Sarada Basic School, Duhabi, Sunsari",
27709,"Khaptad Basic School, Chededah, Bajura",
27710,"Ramjanki Primary School, Kaudena District, Sarlahi",
27711,"Bachlamai Basic School, Sindhupalchok",
27712,"Bombeshwar Primary School, Khattar, Bhadrakali, Sindhuli",
27713,"Basic School Phulkahakatti, Siraha",
27714,"Sunkhani Primary School, Dhading",
27715,"Gara Basic School, Dhading",
27716,"Golmarani Basic School Siddlek, Dhading",
27717,"Gogane Basic School, Ramechhap",
27718,"Chandra Surya Basic School, Ramechhap",
27719,"Lapa Secondary School, Lapa, Sadachet, Dhading",
27720,"Kumpur Basic School, Dhading",
27721,"Machindra Secondary School, Tehrathum",
27722,"Janak Secondary School, Khaijanpur, Trincomalee, Udaipur",
27723,"Vaijnath Basic School, Shuklaphanta, Kanchanpur",
27724,"Jalpadevi Primary School, Amachok, Bhojpur",
27725,"Pashupati Janakalyan Primary School, Achham",
27726,"Basic School Archle, Ramechhap",
27727,"Tin Kanya Primary School, Tapkedanda, Sindhuli",
27728,"Shahid Baburam Smriti Basic School, Ramechhap",
27729,"Panchdeval Basic School, Dailekh",
27730,"Janakalyana Secondary School, Bajura",
27731,"Tribhuvan Secondary School, Kharwang, Baglung",
27732,"Basic School Chainpur, Dhangadhimai District, Siraha",
27733,"Kakeswar Primary School, Sindhuli",
27734,"Primary School, Balra, Sarlahi",
27735,"Basic School Banskateri, Sindhuli",
27736,"Brisheshwar Basic School Dhunibeshi, Dhading",
27737,"Baghbhairav Basic School, Thackeray, Hugdi, Dhading",
27738,"Bhandanda Lower Secondary School Sigana, Baglung",
27739,"Baljyoti Primary School Kangring, Sindhuli",
27740,"Harihar Basic School, Jajarkot",
27741,"Gumda Himali Primary School, Gorkha",
27742,"Janata Secondary School, Dewanganj Sunsari",
27743,"Devimandou Secondary School, Acham",
27744,"Kalika Basic School, Rukum West",
27745,Amarkhu Secondary School Dhading,
27746,"Dasharath Secondary School Thattikandh, Paduli, Dailekh",
27747,"Ram Primary School Rohini Village, Rupandehi",
27748,"Lakshmi Basic School Virtamod, Jhapa",
27749,"Bagar Baba Secondary School, Dang",
27750,"Public Model Secondary School, Belauri District, Kanchanpur",
27751,"Dungri Basic School, Dungri, Malikarjun, Darchula",
27752,"Bhrikuti Secondary School, Mohanyal, Khimdi, Kailali",
27753,"National Basic School, Baghoda, Chitwan",
27754,"Kalika Primary School Bhanu, Tanahun",
27755,"Naganagini Primary School, Tanahu",
27756,"Kedareshwar Basic School Chure, Kailali",
27757,"Indrodaya Primary School, Kailali",
27758,"Shiddhababa Basic School, Kailali",
27759,"Latinath Galinath Basic School, Baitadi",
27760,"Bhawani Secondary School, Khaptad Chededah, Bajura",
27761,"Rupakot Basic School, Jumla",
27762,"Umatirtha Basic School, Umakunda, Ramechhap",
27763,"Siddharth Kula Basic School Tinje, Dolpa",
27764,"Vijaya Basic School, Panchdeval Vinayak District, Achham",
27765,"Dilaram Primary School, Baijnath, Banke",
27766,"Badadevi Primary School, Kalaghiring, Lamjung",
27767,"Bhagwati Secondary School, Shadanand, Bhojpur",
27768,Wagwachhala Basic School Dhading,
27769,"Durga Mai Primary School, Lamjung",
27770,"Janakalyan Primary School, Dolakha",
27771,"Shiv Primary School, Patalchautari, Kaski",
27772,"Basic School Mastanarayan Pond, Dailekh",
27773,"Koshi Primary School, Arun, Bhojpur",
27774,"Jan Vikas Primary School Bagpati Banchare, Sindhuli",
27775,"Primary School, Kerawari, Sindhuli",
27776,"Janajagriti Secondary School Kogati, Sindhuli",
27777,"Bal Progressive Primary School Hamaldihi, Sindhuli",
27778,"Basic School Bramhpur, Chitwan",
27779,Prangbo Social Welfare Primary School Sindhuli,
27780,"Janakalyan Lower Secondary School, Bahrvise Mahadevasthan, Sindhuli",
27781,"Janata Basic School, Ishwarpur, Sarlahi",
27782,"Shakti Basic School, Radhapur, Mahendra Chowk, Chitwan",
27783,"Janapriya Basic School, Bullingtar, BC Nawalparasi",
27784,"Tribhuvan Secondary School, Thakurbaba District, Bardia",
27785,"Primary School Madhuvani, Sindhuli",
27786,"Lower Secondary School, Ratmata Wangring, Sindhuli",
27787,"Laliguras Primary School Ratamata, Majhinidmar, Sindhuli",
27788,"Kalika Amarjyoti Primary School, Namjung Ratemate, Gorkha",
27789,"Indian Secondary School, Dat",
27790,"Nepal National Basic School, Simta, Surkhet",
27791,"Bhairavi Basic School, Dhading",
27792,"Janaki Secondary School, Baijghat, Rupandehi",
27793,"Dharmodaya Basic School, Gaumul Village, Agar, Bajura",
27794,"Nepal National Secondary School Pripradhi, Bara",
27795,"Surendra Primary School, Lamjung",
27796,"Siddhartha Basic School, Rolpa",
27797,"Narendra Primary School Masyangdi, Lamjung",
27798,"Buddha Primary School, Dudhpokhri, Lamjung",
27799,Mukot Himal Basic School Dolpa,
27800,"Amar Jyoti Primary School Rainas, Lamjung",
27801,"Adarsh Basic School, Bhagwatimai, Dailekh",
27802,"Vandali Basic School, Acham",
27803,"Sundevi Primary School, Acham",
27804,"Dilli Savitri Secondary School, Dhading",
27805,"Mahendradaya Basic School, Temkemayud, Bhojpur",
27806,"Dipendra Primary School, Dailekh",
27807,"Creation Basic School, Rukum West",
27808,"Gyanjyoti Primary School, Gorkha",
27809,"Yarsa Primary School, Dolakha",
27810,"Bhimchandra Basic School, Chitwan",
27811,"Primary School Srinagi Hillekhark, Dhankuta",
27812,"NERA Lower Secondary School, Singaul Bara",
27813,BINOD NITA KANDEL PRIMARY SCHOOL WASSU-SPACHIM NAVALPARASI,
27814,"Lakshmi Basic School, Barju, Sunsari",
27815,"Malika Primary School Tulsipur, Dang",
27816,"Gupteshwar Primary School, Bhojpur District, Bhojpur",
27817,"Rakta Basic School, Kavrepalanchok",
27818,"Ramzan Primary School, Vrindavan, Rautahat",
27819,"Mandali Basic School, Dhola, Ratmate, Dhading",
27820,"Dharapani Secondary School, Arughat District, Gorkha",
27821,"Sahid Sijan Chintan Basic School, Ramechhap",
27822,"New Nepal Primary School, Manbu, Gorkha",
27823,"Basic School Athaviskot, Rukum West",
27824,"Kailash Pati Primary School, Sundersinghwada, PMI, Bajhang",
27825,"Mahadev Place Primary School, Kavrepalanchok",
27826,"Panchavati Basic School, Tinghare Danda, Sindhuli",
27827,"Bright Primary School Hayugaon, Sindhuli",
27828,"Raj Shri Basic School Kolte, Udaipur",
27829,"Janata Secondary School (Technical Stream), Bariyarpatti, Siraha",
27830,"Nepal National Basic School, Nigalibot, Mugu",
27831,"Shri Madhyamik Vidyalaya Pacharukhi, Sirthauli, Sindhuli",
27832,"Pragati Primary School Taklung, Gorkha",
27833,"Banspur Primary School Khanikhola, Kavre",
27834,"Sigada Secondary School, Bajura",
27835,"Nav Srijanshil Primary School, Baglung",
27836,"Prithvi Secondary School, BC Nawalparasi",
27837,"Mahendra Pratap Secondary School, Tripurasundari, Sindhupalchok",
27838,"Adarsh Basic School, Dhusha, Dhading",
27839,"Primary School Pakhriwas, Dhankuta",
27840,"Kalikadevi Secondary School, Nuwakot",
27841,"Adarsh Secondary School, Dhading",
27842,"Krishna Basic School, Sunsari",
27843,"Ganga Jamuna Basic School, Gorkha",
27844,"Kunchurung Basic School, Benighat Rorang, Dhading",
27845,"Dibya Basic School Dewanganj, Sunsari",
27846,"Sambabung Basic School, Meringden, Taplejung",
27847,"Chandi Deurali Primary School, Manakamana, Gorkha",
27848,"Primary School Thakarikot, Dang",
27849,"Kalidevi Secondary School, Dolakha",
27850,"Chitram National Basic School Mechhekong, Chitwan",
27851,"Azad Basic School, Kavre",
27852,"Sansari Devi Basic School, Namobuddha Village, Kavrepalanchok",
27853,"Mangaladevi Basic School, Suryagarhi District, Nuwakot",
27854,"Kumbheshwar Secondary School, Shivpuri, Nuwakot",
27855,"Sri Lower Secondary School, Basavitti Dhanusha",
27856,"Devati Secondary School Garagaon, Dailekh",
27857,"Community Basic School, Mahonpur, Saptari",
27858,"Haribansh National Primary School, Arnaha, Saptari",
27859,"Dhravatara Primary School, Acham",
27860,"Rumjatar Secondary School, Siddicharan District, Okhaldhunga",
27861,"Aishwarya Basic School Khaptadchanna Village, Bajhang",
27862,"Indrapuri Basic School, Tanahun",
27863,"National Primary School Sisampur, Dhanusha",
27864,"Basic School Labang, Rukum East",
27865,"Ganesh Secondary School, Jagannathpur, West Nawalparasi",
27866,National Primary School Narhia Dhanusha,
27867,"Saraswati Secondary School Joshipur, Kailali",
27868,"Janata Secondary School, Lakshmipur, West Nawalparasi",
27869,"Mahendra Basic School, Budhiganga District, Bajura",
27870,"Ratna Secondary School, Palpa",
27871,"Patkhauli Secondary School, Rupandehi",
27872,"Janata Basic School, Mayadevi Rural Municipality, Kapilvastu",
27873,"Saraswati Primary School Rohini, Rupandehi",
27874,"Hyangfedi Secondary School, Nuwakot",
27875,"Siddhartha Basic School, Kaski",
27876,"Chandeswari Basic School, Lamjung",
27877,"Dinabhadri Basic School Barchwa, Siraha",
27878,"Anand Lower Secondary School, Ratamate, Sanosree, Bardia",
27879,"Bhagwati Himalaya Secondary School, Shahidalkhan, Batase, Gorkha",
27880,"Prabuddha Basic School, Makalu, Nurbuchaur, Sankhuwasabha",
27881,"Baljyoti Secondary School, Tilpung, Ramechhap",
27882,"Janata Primary School Barbardia District, Bardia",
27883,"Balkalyan Basic School, Ramechhap",
27884,Timma Secondary School Timma Bhojpur,
27885,"Nepal National Primary School, Jajarkot",
27886,"Manakamana Primary School, Tanahu",
27887,"Walpanch Secondary School, Sanne, Dhankuta",
27888,"Shovit Primary School, Dhankuta",
27889,"Radhakrishna Basic School Kathari, Morang",
27890,"Dipendra Secondary School, Vinayi Triveni, BC Nawalparasi",
27891,Mahendra Basic School Pakhribas Dhankuta,
