school_id	name	name_processed	district_id
7815	Chandra Nath Basic School	Chandra Nath Basic School Lower Secondary , Budhinanda Bajura	72
7816	Chandra Secondry School	Chandra Secondry School Secondary , Bungal-2 Girau Bungal Bajhang	71
7817	Chandra Surya Aadharbhut School	Chandra Surya Basic School V. , Krishnapur Kanchanpur	77
7821	Chandramukhi Bbk	Chandramukhi Bbk , Dhangadhi Kailali	76
7822	Chandrapur Basic School	Chandrapur Basic School , Melauli Baitadi	70
7823	Chandrawal Basic School Simari	Chandrawal Basic School Simari , Punarbas Kanchanpur	77
7824	Chandrodaya Pra V	Chandrodaya Primary School , Sanfebagar Achham	69
7825	Chandrodaya Secondary School	Chandrodaya Secondary School , Kedarsyun Bajhang	71
7826	Chandrodaya Secondary School	Chandrodaya Secondary School , Chhabispathivera Bajhang	71
7827	Chandrodaya Secondary School, Phulbari	Chandrodaya Secondary School , Phulbari phulbari Dhangadhi Kailali	76
7828	Chanukada Basic  School	Chanukada Basic School Secondary , Bogtan Doti	75
7829	Charken Balbikas kendra	Charken Balbikas kendra , Badikedar Doti	75
7830	CHATURBAHU AA. VI.	CHATURBAHU Basic School , Pancheshwar Baitadi	70
7831	Chaturbhuj Pra V	Chaturbhuj Primary School , Patan Baitadi	70
7832	CHAUDEL BASIC SCHOOL	CHAUDEL BASIC SCHOOL , Badikedar Doti	75
7833	Chaudhari Secondary School	Chaudhari Secondary School , Durgathali Bajhang	71
7834	Chaudyal Basic School	Chaudyal Basic School Choudyal , Ghodaghodi Kailali	76
7835	Chaulani Adharbhut Vidyalaya	Chaulani Basic School , Apihimal Darchula	74
7838	Chauridhar Basic School Naji	Chauridhar Basic School Naji Primary , Byans Darchula	74
7840	Chetana Bal Bikash Kendra	Chetana Bal Bikash Kendra Khalgada Babike , Mangalsen Achham	69
7841	Chetana Basic School	Chetana Basic School (1-5) , Sigas Baitadi	70
7842	Chetana Pra V	Chetana Primary School , Panchadewal Achham	69
7843	Chetana Secondary School	Chetana Secondary School , Ajayameru Dadeldhura	73
7844	Chhadi  Ma. Vi.	Chhadi Secondary School , Ghodaghodi Kailali	76
7845	Chhadidev basic school	Chhadidev basic school Prv , K Doti	75
7846	Chhanna Tinkari Kanya Ma.Vi. School	Chhanna Tinkari Kanya Secondary School. School , Mahakali Darchula	74
7847	Chhapali Ma Vi  sayal 1 chapali	Chhapali Secondary School sayal 1 chapali Chapali , Sayal Doti	75
7848	Chhapari Basic School Chhapari	Chhapari Basic School Chapari , Mahakali Darchula	74
7849	Chhatara Basic	Chhatara Basic School , Chaurpati Achham	69
7850	Chhataradevi Basic School	Chhataradevi Basic School Khapar Devthali Lower Secondary , Triveni Bajura	72
7851	Chhimanand Adharbhut Vidyalaya Hasuliya	Chhimanand Basic School Hasuliya , Kailari Kailali	76
7852	Chhotelal Pra V	Chhotelal Primary School Chota Lal , Joshipur Kailali	76
7858	Chimesal Bal Bikash Kendra	Chimesal Bal Bikash Kendra Babike , Mangalsen Achham	69
7859	Chipulkedar Adharbhut Vidyalaya	Chipulkedar Basic School , Apihimal Darchula	74
7860	Chirasaini Basic school	Chirasaini Basic school Mad Bajhang , Bitthadchir Bajhang	71
7862	Chitrakut Pra V	Chitrakut Primary School , Aalital Dadeldhura	73
7863	Chitrakut Primary School	Chitrakut Primary School , Ganayapdhura Dadeldhura	73
7864	Chiurelimala Pra V Tiule	Chiurelimala Primary School Tiule , Mohanyal Kailali	76
7865	Choyakot Secondary School	Choyakot Secondary School , Badimalika Bajura	72
7866	Chudeleswor Basic School	Chudeleswor Basic School Prv , Dipayal Doti	75
7867	Chureparwat Basic school	Chureparwat Basic school Primary School Dadhigada , Parashuram Dadeldhura	73
7876	Dada Bagh Basic School	Dada Bagh Basic School Primary , Dilasaini Baitadi	70
7877	Dada Bagh Basic School	Dada Bagh Basic School Lower Secondary , Patan Baitadi	70
7878	Dada Bagh Basic School Mamroda	Dada Bagh Basic School Mamroda Primary , Dilasaini Baitadi	70
7879	Dada Bagh Pra V	Dada Bagh Primary School , Masta Bajhang	71
7881	Dada Bagh Pra V	Dada Bagh Primary School , Chhabispathivera Bajhang	71
7882	Dada Bagh Pra V	Dada Bagh Primary School , Bungal Bajhang	71
7883	Dada Bagh Pra V	Dada Bagh Primary School , Purchaudi Baitadi	70
7884	Dada Bagh Pra V Padithin	Dada Bagh Primary School Padithin , Marma Darchula	74
7885	Dada dewal Basic School	Dada dewal Basic School School,Leem Bajhang , Bitthadchir Bajhang	71
7886	Dadabag Amarjyoti Basic School, Aali	Dadabag Amarjyoti Basic School , Aali Primary Shikhar Doti	75
7887	Dadabag Basic School	Dadabag Basic School Primary , Thalara Bajhang	71
7888	Dadabag Basic School	Dadabag Basic School School, , Naugad Darchula	74
7889	Dadabag Basic School,	Dadabag Basic School , Primary Naugad Darchula	74
7890	Dadabag Basic School,	Dadabag Basic School , Primary Naugad Darchula	74
7891	Dadabag Pra V	Dadabag Primary School , Bungal Bajhang	71
7892	Dadabagh  basic school	Dadabagh basic school Dada Bagh Primary School , Apihimal Darchula	74
7893	Dadabajh Sishu Syahar Kendra	Dadabajh Sishu Syahar Kendra , Thalara Bajhang	71
7894	Dadamandu Basic School	Dadamandu Basic School Primary , Purbichauki Doti	75
7895	Dadameta Pra V	Dadameta Primary School , Purchaudi Baitadi	70
7896	Daddada pangaun balbikash kendra	Daddada pangaun balbikash kendra , Dhakari Achham	69
7897	dadhadev basic school	dadhadev basic school Dadha Dau Primary School , Talkot Bajhang	71
7898	Dageswori basic school	Dageswori basic school Basic School , Ajayameru Dadeldhura	73
7900	Dahadhar Basic School	DahBasic Basic School Primary , Duhun Darchula	74
7901	Dakshinakali Bahira AawashiyaAadharbhut Vidhyalaya, Bela	Dakshinakali Bahira AawashiyaBasic School , Bela Basic Dhangadhi Kailali	76
7902	Dakshinkali Basic School	Dakshinkali Basic School Primary , Chaurpati Achham	69
7904	Dalit basic school	Dalit basic school Primary School , Surma Bajhang	71
7905	Dalit Janchetana Pra V	Dalit Janchetana Primary School , Purchaudi Baitadi	70
7906	Dalitjanchatane Pra V	Dalitjanchatane Primary School , Purchaudi Baitadi	70
7907	Dalituthan Bbk	Dalituthan Bbk , Panchadewal Achham	69
7908	Dambarpur Pra V	Dambarpur Primary School , Bhageshwar Dadeldhura	73
7909	Damsila Basic School	Damsila Basic School damsila,Doti , Badikedar Doti	75
7910	Danda Bagh Basic School (1-5)	Danda Bagh Basic School (1-5) Dada Primary , Durgathali Bajhang	71
7911	Danda Bagh Pra V	Danda Bagh Primary School , Kedarsyun Bajhang	71
7912	Dandabagh Basic School Khumat	Dandabagh Basic School Khumat Primary , Dilasaini Baitadi	70
7913	Dandabagh basic school surnaya2	Dandabagh basic school surnaya2 Primary School , Surnaya Baitadi	70
7914	Daneswar Nagarjun Secondary School, Ratamata	Daneswar Nagarjun Secondary School , Ratamata Dasharathchanda Baitadi	70
7915	Daneswor Secondary School, Barakot	Daneswor Secondary School , Barakot Dasharathchanda Baitadi	70
7916	Danphepakha basic school	Danphepakha basic school Danphe pakha primary , Surma Bajhang	71
7918	Darakh Secondary School	Darakh Secondary School Harinagar , Ghodaghodi Kailali	76
7920	Darjakot Secondary School	Darjakot Secondary School , Bogtan Doti	75
7921	Darpur Basic School	Darpur Basic School Lower Secondary , Ganayapdhura Dadeldhura	73
7922	Dasharath Aa Vi Airigaun	Dasharath Basic School Airigaun Primary , Purchaudi Baitadi	70
7923	Dasharath Badalek Basic School	Dasharath Badalek Basic School Primary , Khaptad Bajura	72
7924	Dasharath Basic School, Gadhi	Dasharath Basic School , Gadhi Primary Dasharathchanda Baitadi	70
7925	Dasharath Chand Basic School Godawari	Dasharath Chand Basic School Godawari Primary , Kailali	76
7928	Dasharath Pra V	Dasharath Primary School , Shuklaphanta Kanchanpur	77
7929	Dasharath Secondary School	Dasharath Secondary School Uchha , Khaptad Bajura	72
7930	Dasharath Secondary School	Dasharath Secondary School , Ghodaghodi Kailali	76
7931	Dasharathnagar Basic School	Dasharathnagar Basic School Dasharath Primary , Mahakali Darchula	74
7932	DashpallePani secondary school	DashpallePani secondary school Dashpalle Pani Secondary School , Chaurpati Achham	69
7933	Dashrath Basic School	Dashrath Basic School , Bheemdatt Kanchanpur	77
7934	Dashrathchand Secondary School, Sundarkhali	Dashrathchand Secondary School , Sundarkhali Dasharath Chandra Dasharathchanda Baitadi	70
7936	Daulichour secondary school	Daulichour secondary school Secondary School , Surma Bajhang	71
7937	Daunagiri Basic School	Daunagiri Basic School Primary , Khaptad Bajura	72
7938	Daupal Primary school	Daupal Primary school School , Ganayapdhura Dadeldhura	73
7939	Daxinkali Bbk	Daxinkali Bbk , Dhangadhi Kailali	76
7940	Dayapipaltola Secondary school	Dayapipaltola Secondary school Daya Pipal Tola School , Chaurpati Achham	69
7941	Debeshwori Basic School,	Debeshwori Basic School , Primary Kaidamkot Naugad Darchula	74
7942	Debpur Basic school khalidada	Debpur Basic school khalidada Primary School , Malikarjun Darchula	74
7944	Deep Jyoti Basic School	Deep Jyoti Basic School Primary , Purchaudi Baitadi	70
7945	Deep Jyoti Basic School Ranchani	Deep Jyoti Basic School Ranchani Primary , Malikarjun Darchula	74
7946	Deep Jyoti Pra V	Deep Jyoti Primary School , Bungal Bajhang	71
7948	Deependra Charpate Secondary School, Bhada	Deependra Charpate Secondary School , Bhada Dhangadhi Kailali	76
7949	Deependra Secondary School	Deependra Secondary School , Lamkichuha Kailali	76
7950	Deepjyoti Balbikas kendra	Deepjyoti Balbikas kendra , Badikedar Doti	75
7951	DeepJyoti Basic School	DeepJyoti Basic School , Chyuribagad Darchula Naugad Darchula	74
7952	Deepjyoti Pra V	Deepjyoti Primary School , Dhakari Achham	69
7953	Deepnagar basic school	Deepnagar basic school Deep Nagar Primary School , Shuklaphanta Kanchanpur	77
7954	Delaseni Pra V	Delaseni Primary School , Purchaudi Baitadi	70
7956	Deudhari Adharbhut Vidyalaya	Deudhari Basic School , Mohanyal Kailali	76
7957	Deukhala Basic School Sayal-6 Biralkada Doti	Deukhala Basic School Sayal-6 Biralkada Doti , Sayal Doti	75
7958	Deulek Basic (1-5) School	Deulek Basic (1-5) School Primary , Sigas Baitadi	70
7959	Deura Devi Pra V	Deura Devi Primary School , Ramaroshan Achham	69
7961	Deva Laxmi Aa Vi	Deva Laxmi Basic School Primary , Kamalbazar Achham	69
7962	Devaki Basic Level School	Devaki Basic Level School Dewaki , Panchadewal Achham	69
7963	Devaki Pra V	Devaki Primary School , Aadarsha Doti	75
7964	Deval Basic School	Deval Basic School Primary , Mangalsen Achham	69
7965	Devastali Pra V	Devastali Primary School , Jaya Bajhang	71
7966	Devasthali Secondary School	Devasthali Secondary School , Khaptad Bajura	72
7967	Devbasthal Pra V	Devbasthal Primary School , Bogtan Doti	75
7968	Devdanda Secondary School	Devdanda Secondary School , Budhinanda Bajura	72
7969	Devdurga Basic School	Devdurga Basic School Primary , Thalara Bajhang	71
7970	Deveshwary Secondary School	Deveshwary Secondary School Shree , Bitthadchir Bajhang	71
7971	Deveshwor Basic School	Deveshwor Basic School Primary , Badikedar Doti	75
7972	Devesthali Basic School	Devesthali Basic School Primary , Gaumul Bajura	72
7973	Devi Adharbhut Vidyalaya Khamtad	Devi Basic School Khamtad , Lekam Darchula	74
7974	Devi Basic School	Devi Basic School Gadigad , Naugad Darchula	74
7975	Devi Basic School sayal 3 Seldhara Doti	Devi Basic School sayal 3 Seldhara Doti Primary , Sayal Doti	75
7976	Devi Basic(0-3) School Udai	Devi Basic(0-3) School Udai Primary , Mahakali Darchula	74
7977	Devi Rukha Bbk	Devi Rukha Bbk , Sanfebagar Achham	69
7978	Devimandu Ma.Vi	Devimandu Secondary School , Chaurpati Achham	69
7979	Devisthala Basic School	Devisthala Basic School , Kamalbazar Achham	69
7980	Devisthan Basic School	Devisthan Basic School Primary , Chaurpati Achham	69
7981	Deviwshari Pra V	Deviwshari Primary School , Bungal Bajhang	71
7982	Devkanya Basic School	Devkanya Basic School Dev Kanya , Chaurpati Achham	69
7983	Devstal Basic School	Devstal Basic School Primary , Purbichauki Doti	75
7984	DEVTAL PRA. VI.	DEVTAL Primary School , Pancheshwar Baitadi	70
7985	Devthala Ma VI	Devthala Secondary School , Pancheshwar Baitadi	70
7986	DEWAL SECONDARY SCHOOL	DEWAL SECONDARY SCHOOL Dewal Secondary School , Ajayameru Dadeldhura	73
7987	Dewalkot secondary school	Dewalkot secondary school Secondary School , Jagannath Bajura	72
7988	Dewasthal Secondary School 06 Phaledi	Dewasthal Secondary School 06 Phaledi Shree , K Doti	75
7989	Dhabalapura basic school	Dhabalapura basic school Primary School , Jagannath Bajura	72
7990	Dhailpur Bal Shiksha Bidhyalaya	Dhailpur Bal Shiksha Bidhyalaya , Kedarsyun Bajhang	71
7991	Dhamakot Adharbhut Bidyalay	Dhamakot Basic Bidyalay Primary School , Mohanyal Kailali	76
7992	Dhamkot Pra V	Dhamkot Primary School , Bannigadhi Achham	69
7993	Dhanajyoti Basic School	Dhanajyoti Basic School , Chaurpati Achham	69
7994	Dhanalta Basic School	Dhanalta Basic School Primary , Khaptad Bajura	72
7995	Dhanawantary  Secondary School	Dhanawantary Secondary School Dhanwantari , Panchadewal Achham	69
7996	Dhangadhi Model Technical  Secondary School, Dhangadhi Gaon	Dhangadhi Model Technical Secondary School , Gaon Dhangadhigaun Kailali	76
7997	Dhanrash Basic School	Dhanrash Basic School , Doti Jorayal Doti	75
7998	Dhanwantari Basic School	Dhanwantari Basic School Primary , Panchadewal Achham	69
7999	Dhari Basic school	Dhari Basic school school, , Bitthadchir Bajhang	71
71000	Dharipata Secondary School	Dharipata Secondary School , Duhun Darchula	74
71001	Dharma Janata Ma Vi Shuklaphanta 7	Dharma Janata Secondary School Shuklaphanta 7 Dhrma , Kanchanpur	77
71002	Dharmadev Jagannath Pra V	Dharmadev Jagannath Primary School , Shailyashikhar Darchula	74
71003	Dharmaghar Secondary School	Dharmaghar Secondary School , Melauli Baitadi	70
71004	Dharmodaya Basic School	Dharmodaya Basic School Primary , Gaumul Bajura	72
71005	Dhaulapaharu Basic School	Dhaulapaharu Basic School Primary , Chure Kailali	76
71006	Dhaulaun Secondary School	Dhaulaun Secondary School Basic , Saipal Bajhang	71
71007	Dhauldeu  secondary School	Dhauldeu secondary School Basic , Surma Bajhang	71
71008	dhauldeu Adharbhut Vidyalaya	dhauldeu Basic School , Jaya Bajhang	71
71009	Dhauldeu Basic School	Dhauldeu Basic School Dhauldenu Primary , Thalara Bajhang	71
71010	Dhauldeu Basic School (1-5)	Dhauldeu Basic School (1-5) Primary , Durgathali Bajhang	71
71011	Dhauldev Pra V	Dhauldev Primary School , Jaya Bajhang	71
71012	Dhaulpir Pra V	Dhaulpir Primary School , Bungal Bajhang	71
71013	Dhaulpur Basic School	Dhaulpur Basic School Primary , Bungal Bajhang	71
71014	Dhaulpur Besic School	Dhaulpur Besic School Dhaul Pur Primary , Bungal Bajhang	71
71015	Dhaulpur Pra V	Dhaulpur Primary School , Marma Darchula	74
71016	Dhaulpuri  Secondary School	Dhaulpuri Secondary School Lower , Triveni Bajura	72
71017	Dherkeshori Pra V	Dherkeshori Primary School , Bogtan Doti	75
71018	Dhilki Bal Bikash Kendra	Dhilki Bal Bikash Kendra , Dhakari Achham	69
71019	Dhruba Tara Ba.Bi.Ke	Dhruba Tara Ba.Bi.Ke Basic School , Chaurpati Achham	69
71020	Dhrubatara Basic School	Dhrubatara Basic School Dhruba Tara Primary , Turmakhad Achham	69
71021	Dhrubatara Janhit Aa. Vi Maure	Dhrubatara Janhit Basic School Maure Dhruba Tara Primary , Marma Darchula	74
71022	Dhuli Secondary School	Dhuli Secondary School Primary , Saipal Bajhang	71
71023	Dhumra Lochani Basic School	Dhumra Lochani Basic School Primary , Mangalsen Achham	69
71024	Dhuralsain Secondary School	Dhuralsain Secondary School , Budhiganga Bajura	72
71025	Dhurbatara Basic School Talkot 2 KunwarGaun Bajhang	Dhurbatara Basic School Talkot 2 KunwarGaun Bajhang Primary , Bajhang	71
71029	Dibbejoti Bbk	Dibbejoti Bbk , Panchadewal Achham	69
71030	Dilasaini ECD Center	Dilasaini ECD Center , Jorayal Doti	75
71031	DILASHAINI BASIC SCHOOL MALLADEHI	DILASHAINI BASIC SCHOOL MALLADEHI Dilaseni Basic School , Purchaudi Baitadi	70
71033	DILESHWARI NAMUNA SECONDARY SCHOOL	DILESHWARI NAMUNA SECONDARY SCHOOL SCHOOL. HAT , Purchaudi Baitadi	70
71034	Dinsi secondary school Dinsi	Dinsi secondary school Secondary School. , Malikarjun Darchula	74
71036	Dipendra Bal Bikash Kendar	Dipendra Bal Bikash Kendar Primary School , Bannigadhi Achham	69
71037	Dipendra Ma Vi	Dipendra Secondary School Dipandra , Kailari Kailali	76
71038	Dipendra Rastriya Basic School, Bhatkuri	Dipendra Rastriya Basic School , Bhatkuri Mohanyal Kailali	76
71039	Dipshikhar Basic School	Dipshikhar Basic School Dip Sikhar Primary , Punarbas Kanchanpur	77
71044	Doblanga Pra V	Doblanga Primary School , Aalital Dadeldhura	73
71045	Dodhara Bbk	Dodhara Bbk , Dhangadhi Kailali	76
71048	Dogada Bhumiraj Pra V	Dogada Bhumiraj Primary School , Dogadakedar Baitadi	70
71049	Dolari Pra V	Dolari Primary School , Bungal Bajhang	71
71050	Dolari Pra V	Dolari Primary School , Bungal Bajhang	71
71053	Dudhesilla  basic school	Dudhesilla basic school Primary School , Jagannath Bajura	72
71054	Dudhir Basic School	Dudhir Basic School Primary , Budhiganga Bajura	72
71055	Dudila Bhawani Basic School	Dudila Bhawani Basic School Primary , Apihimal Darchula	74
71056	Dugdeshwari Basic School	Dugdeshwari Basic School Dhartibada , Khaptadchhanna Bajhang	71
71057	Dugdheshwor Basic School	Dugdheshwor Basic School Lower Secondary , Thalara Bajhang	71
71058	Dugrikhan Ma VI	Dugrikhan Secondary School Dunrikhan , Pancheshwar Baitadi	70
71059	Duli Basic School	Duli Basic School Primary , Thalara Bajhang	71
71060	Dumrakot Basic School	Dumrakot Basic School Primary , K Doti	75
71061	Duna Basic School	Duna Basic School Primary , Badikedar Doti	75
71062	Dungari Basic School Dungari	Dungari Basic School Primary , Malikarjun Darchula	74
71063	DUNGRI BASIC SCHOOL	DUNGRI BASIC SCHOOL Dungri Primary School , Chaurpati Achham	69
71064	Dunta Balbkas Kendra	Dunta Balbkas Kendra , Dhakari Achham	69
71065	Durga  Basic School	Durga Basic School , Parashuram Dadeldhura	73
71066	Durga  Ma V  Janakbasti	Durga Secondary School Janakbasti , Punarbas Kanchanpur	77
71067	Durga Aa  V	Durga Secondary School Primary , Bungal Bajhang	71
71068	Durga Aa Vi Chalsa	Durga Basic School Chalsa Dhurga , Kamalbazar Achham	69
71069	Durga AA. VI.	Durga Basic School , Pancheshwar Baitadi	70
71070	Durga Aa.v- Bungal	Durga Basic School- Bungal School , Bungal-10 Tumeda Bajhang	71
71071	Durga Adhar V Mainawadada	Durga Basic School Mainawadada , Lamkichuha Kailali	76
71072	Durga Adharbhut  Vidyalay	Durga Basic Vidyalay School , Chure Kailali	76
71073	Durga Adharbhut School	Durga Basic School , Belauri Kanchanpur	77
71074	Durga Balbikas kendra	Durga Balbikas kendra , Badikedar Doti	75
71075	Durga Basic School	Durga Basic School Aadarsha-4 Dehimandu , Doti Aadarsha Doti	75
71076	Durga Basic school	Durga Basic school Primary School , Purchaudi Baitadi	70
71077	Durga Basic School	Durga Basic School Lower Secondary , Melauli Baitadi	70
71078	Durga Basic School	Durga Basic School Primary , Naugad Darchula	74
71079	DURGA BASIC SCHOOL, BHADISHAINI	DURGA BASIC SCHOOL , BHADISHAINI Durga Basic School Purchaudi Baitadi	70
71080	Durga Basic School, Durgabasti	Durga Basic School , Durgabasti Dhangadhi Kailali	76
71081	Durga Bbk	Durga Bbk , Dhangadhi Kailali	76
71082	Durga Bhagawati Basic School Parsuram	Durga Bhagawati Basic School Parsuram Primary Dhakani , Parashuram Dadeldhura	73
71083	Durga Bhawani Aa Bi 1-5, Baudaya	Durga Bhawani Basic School1-5 , Baudaya Primary School Marma Darchula	74
71084	Durga Bhawani Aa V	Durga Bhawani Basic School Primary , Bungal Bajhang	71
71086	Durga Bhawani Basic School	Durga Bhawani Basic School Primary , Thalara Bajhang	71
71087	Durga Bhawani Basic School	Durga Bhawani Basic School Primary , Naugad Darchula	74
71088	Durga Bhawani Basic School	Durga Bhawani Basic School Primary Dada , Naugad Darchula	74
71089	Durga Bhawani Basic School	Durga Bhawani Basic School BasicSchool Ghorkattya , Naugad Darchula	74
71090	Durga Bhawani Pra V	Durga Bhawani Primary School , Jaya Bajhang	71
71091	Durga Bhawani Pra Vi Patharkanda	Durga Bhawani Primary School Patharkanda , Marma Darchula	74
71092	Durga Bhawani Sanskrti Patha Sala	Durga Bhawani Sanskrti Patha Sala , Khaptadchhanna Bajhang	71
71093	Durga Bhawani Secondary School	Durga Bhawani Secondary School Talkot_5 Bajhang , Talkot Bajhang	71
71094	Durga Dev Pra V	Durga Dev Primary School , Masta Bajhang	71
71095	Durga devi Ba Bi Ke	Durga devi Ba School Ke , Mellekh Achham	69
71096	Durga Devi Basic School Talkot 6 Bajhang	Durga Devi Basic School Talkot 6 Bajhang Primary , Bajhang	71
71097	Durga Devi Ma Vi	Durga Devi Secondary School , Mellekh Achham	69
71098	Durga Devi Pra V	Durga Devi Primary School , Sanfebagar Achham	69
71099	Durga Devi Pra V	Durga Devi Primary School , Panchadewal Achham	69
71101	Durga Latinath Basic School Maikholi	Durga Latinath Basic School Maikholi Latainath , Mahakali Darchula	74
71102	Durga Ma V Hatkholi	Durga Secondary School Hatkholi , Godawari Kailali	76
71103	Durga Ma v, Bungal-6, Simali	Durga Secondary School , Bungal-6 Simali Bungal Bajhang	71
71104	Durga Ma Vi kushumghat	Durga Secondary School kushumghat , Bhajani Kailali	76
71106	Durga Pra V	Durga Primary School , Sanfebagar Achham	69
71107	Durga Pra V	Durga Primary School , Aadarsha Doti	75
71108	Durga Pra V	Durga Primary School , K Doti	75
71109	Durga Pra V	Durga Primary School , Aadarsha Doti	75
71110	Durga Pra V	Durga Primary School , K Doti	75
71111	Durga Pra V Bhurakot	Durga Primary School Bhurakot , Belauri Kanchanpur	77
71112	Durga Pra Vi	Durga Primary School , Nawadurga Dadeldhura	73
71113	Durga Primary School	Durga Primary School , Gauriganga Kailali	76
71114	Durga Primary School	Durga Primary School , Ganayapdhura Dadeldhura	73
71115	Durga Rastriya Adharbhut Bidhyalaya	Durga Rastriya Basic Bidhyalaya Primary School , Laljhandi Kanchanpur	77
71117	Durga Secondary School	Durga Secondary School , Durgathali Bajhang	71
71118	DURGA SECONDARY SCHOOL	DURGA SECONDARY SCHOOL , Badikedar Doti	75
71119	Durga Secondary School	Durga Secondary School , Purbichauki Doti	75
71120	Durga Secondary School	Durga Secondary School Lamaute , Jorayal Doti	75
71121	Durga secondary school	Durga secondary school Secondary School , Aalital Dadeldhura	73
71122	Durga Secondary School	Durga Secondary School , Melauli Baitadi	70
71123	Durga Secondary School, kolmuda	Durga Secondary School , kolmuda Basic Godawari Kailali	76
71124	Durgabetal Pra V	Durgabetal Primary School , Patan Baitadi	70
71125	Durgabhawani Basic School	Durgabhawani Basic School Lower Secondary , Khaptad Bajura	72
71126	Durgabhawani BAsic School Sela	Durgabhawani BAsic School Sela Basic , Dilasaini Baitadi	70
71128	Durgaling Chanairaj Basic School Tadiwata	Durgaling Chanairaj Basic School Tadiwata (1-3) Dilashani , Dilasaini Baitadi	70
71129	Durgamahaling Secondary School	Durgamahaling Secondary School Chauka , Khaptadchhanna Bajhang	71
71131	Durgasthan Basic School	Durgasthan Basic School , Ajayameru Dadeldhura	73
71132	Durgasthan Basic School Kheti	Durgasthan Basic School Kheti Primary , Duhun Darchula	74
71133	Durgasthan Ma V. Shyanku	Durgasthan Secondary School. Shyanku School , Byans Darchula	74
71134	Durgeshwary Ma Vi Gholjar	Durgeshwary Secondary School Gholjar Durgeswary , Marma Darchula	74
71135	Durgeshwori Basic School	Durgeshwori Basic School Primary , Marma Darchula	74
71136	Durgeshwori Basic school Barau	Durgeshwori Basic school Barau Primary School , Marma Darchula	74
71137	Durgeshwori Basic School Ramala	Durgeshwori Basic School Ramala Primary , Dilasaini Baitadi	70
71138	Durgeshwori Basic School Rebali	Durgeshwori Basic School Rebali Primary , Malikarjun Darchula	74
71139	Durgeshwori Basic School Tham	Durgeshwori Basic School Tham Primary , Mahakali Darchula	74
71140	Durgeshwori Pra V	Durgeshwori Primary School , Marma Darchula	74
71141	Dwarika Pra V	Dwarika Primary School , Badimalika Bajura	72
71153	Evan Baba Basic School	Evan Baba Basic School Primary School. Janakpur , Bhajani Kailali	76
71157	Everest School	Everest School , Tikapur Kailali	76
71169	G N E Bo School Thapapur	G N E Bo School Thapapur , Bhajani Kailali	76
71172	Gadai Raj Pra V	Gadai Raj Primary School , Dogadakedar Baitadi	70
71173	Gadai Raj Pra V	Gadai Raj Primary School , Dogadakedar Baitadi	70
71174	GADDEV PRA. VI.	GADDEV Primary School , Pancheshwar Baitadi	70
71175	Gaddevi Basic school, toli	Gaddevi Basic school , toli Bajhang Bitthadchir Bajhang	71
71176	Gadi Bhawan Secondary School	Gadi Bhawan Secondary School Thapala , Mahakali Darchula	74
71178	Gagan Adharbhut V	Gagan Basic School Primary , Mohanyal Kailali	76
71179	Gaguda Secondary School	Gaguda Secondary School Lower , Chaurpati Achham	69
71180	Gal Kedar Samaiji Basic School Pidaru	Gal Kedar Samaiji Basic School Pidaru Galla , Dilasaini Baitadi	70
71181	Galainath Betaleshwor Basic School, Nayal	Galainath Betaleshwor Basic School , Nayal Primary Shailyashikhar Darchula	74
71182	Galainath Secondary School, Jharkada	Galainath Secondary School , Jharkada Shailyashikhar Darchula	74
71184	Galeshwor Secondary School, Kathpate	Galeshwor Secondary School , Kathpate Purchaudi Baitadi	70
71185	Galinath Aa V	Galinath Basic School Primary , Purchaudi Baitadi	70
71186	Galinath Basic School surnaya 7 chauka baitadi	Galinath Basic School surnaya 7 chauka baitadi Gali Nath , Surnaya Baitadi	70
71187	Galinath Basic School, PuNaPa -8 Lamuni, Baitadi	Galinath Basic School , PuNaPa -8 Lamuni Baitadi Gali Nath Primary Purchaudi Baitadi	70
71188	GALINATH SECONDARY SCHOOL BADGAUN	GALINATH SECONDARY SCHOOL BADGAUN Gali Nath Secondary School , Purchaudi Baitadi	70
71189	Galla Kedar secondary school	Galla Kedar secondary school Kharkada , Lekam Darchula	74
71190	Ganapath Pra V	Ganapath Primary School , Panchadewal Achham	69
71191	Gandharva Pra V	Gandharva Primary School , Jaya Bajhang	71
71192	Ganemashani Pra V	Ganemashani Primary School , Bogtan Doti	75
71193	Ganesh  Pra Vi	Ganesh Primary School , Godawari Kailali	76
71194	Ganesh Aadharbhuth Vidhalaya	Ganesh Basich Vidhalaya Basic School Bedkot-1,Pipalthala , Bedkot Kanchanpur	77
71196	Ganesh Basic School	Ganesh Basic School Primary , Mangalsen Achham	69
71197	Ganesh Basic School	Ganesh Basic School , Aalital Dadeldhura	73
71198	Ganesh Basic School	Ganesh Basic School Dadajamir , Naugad Darchula	74
71199	Ganesh basic school  Sela	Ganesh basic school Sela Primary School , Surnaya Baitadi	70
71200	Ganesh Basic School Gerada,	Ganesh Basic School Gerada , Primary Patan Baitadi	70
71201	Ganesh Binayak  Secondary School	Ganesh Binayak Secondary School Vinayak , Naugad Darchula	74
71202	Ganesh Man basic school	Ganesh Man basic school Basic V. Charra , Bhajani Kailali	76
71203	Ganesh Pra V	Ganesh Primary School , Dodhara Kanchanpur	77
71204	Ganesh Pra V	Ganesh Primary School , Ganayapdhura Dadeldhura	73
71205	Ganesh Pra V	Ganesh Primary School , Pancheshwar Baitadi	70
